-2.0 + 0.0im	1.3062790224424878e-5 + 0.0im
-1.22823842587168 + 0.0im	0.00017819362357003731 + 0.0im
-1.2160776493779 + 0.0im	0.00018685466489192344 + 0.0im
-1.20403727661178 + 0.0im	0.00019590340853658527 + 0.0im
-1.19211611545721 + 0.0im	0.0002053569849275698 + 0.0im
-1.1803129856012 + 0.0im	0.00021523353631704004 + 0.0im
-1.16862671841703 + 0.0im	0.00022555236758405628 + 0.0im
-1.15705615684854 + 0.0im	0.00023633408038599733 + 0.0im
-1.14560015529559 + 0.0im	0.00024760088182647545 + 0.0im
-1.13425757950058 + 0.0im	0.0002593767927267403 + 0.0im
-1.12302730643622 + 0.0im	0.00027168815373083375 + 0.0im
-1.11190822419427 + 0.0im	0.0002845641762815773 + 0.0im
-1.10089923187552 + 0.0im	0.000298037811853083 + 0.0im
-1.08999923948071 + 0.0im	0.00031214711986763034 + 0.0im
-1.07920716780269 + 0.0im	0.0003269374186770182 + 0.0im
-1.06852194831949 + 0.0im	0.00034246485131922394 + 0.0im
-1.0579425230886 + 0.0im	0.00035880306741029825 + 0.0im
-1.04746784464218 + 0.0im	0.0003760562771423865 + 0.0im
-1.03709687588335 + 0.0im	0.0003943891550205004 + 0.0im
-1.02682858998351 + 0.0im	0.000414108350911419 + 0.0im
-1.01666197028071 + 0.0im	0.0004359693797505354 + 0.0im
-1.00659601017892 + 0.0im	0.00046403707414674857 + 0.0im
-0.996629713048433 + 0.0im	0.0068226846662343965 + 0.0im
-0.986762092127162 + 0.0im	0.006830227106455313 + 0.0im
-0.976992170422933 + 0.0im	0.006901113521672484 + 0.0im
-0.967318980616765 + 0.0im	0.006991052071834926 + 0.0im
-0.957741564967094 + 0.0im	0.00709118576287625 + 0.0im
-0.948258975214945 + 0.0im	0.007198193042472528 + 0.0im
-0.938870272490044 + 0.0im	0.007310486585204848 + 0.0im
-0.929574527217865 + 0.0im	0.007427199722983598 + 0.0im
-0.920370819027589 + 0.0im	0.007547819193999186 + 0.0im
-0.91125823666098 + 0.0im	0.007672025751019392 + 0.0im
-0.902235877882158 + 0.0im	0.007799615171453187 + 0.0im
-0.893302849388275 + 0.0im	0.00793045619996802 + 0.0im
-0.884458266721065 + 0.0im	0.008064466084056855 + 0.0im
-0.875701254179272 + 0.0im	0.008201595835672638 + 0.0im
-0.867030944731952 + 0.0im	0.008341820629740216 + 0.0im
-0.858446479932626 + 0.0im	0.008485133675893057 + 0.0im
-0.849947009834283 + 0.0im	0.008631541999979012 + 0.0im
-0.841531692905231 + 0.0im	0.00878106303288117 + 0.0im
-0.833199695945773 + 0.0im	0.008933723452917958 + 0.0im
-0.824950194005716 + 0.0im	0.009089556664852044 + 0.0im
-0.816782370302689 + 0.0im	0.009248602270514689 + 0.0im
-0.808695416141276 + 0.0im	0.009410904815542648 + 0.0im
-0.800688530832947 + 0.0im	0.009576513480403392 + 0.0im
-0.792760921616779 + 0.0im	0.009745481490461625 + 0.0im
-0.784911803580969 + 0.0im	0.009917865767830837 + 0.0im
-0.777140399585118 + 0.0im	0.01009372625777225 + 0.0im
-0.769445940183285 + 0.0im	0.010273126121076403 + 0.0im
-0.761827663547807 + 0.0im	0.010456131488500636 + 0.0im
-0.754284815393868 + 0.0im	0.010642811222125839 + 0.0im
-0.74681664890482 + 0.0im	0.010833236726530913 + 0.0im
-0.739422424658238 + 0.0im	0.011027482140919696 + 0.0im
-0.732101410552711 + 0.0im	0.011225623801705727 + 0.0im
-0.724852881735357 + 0.0im	0.011427740766000295 + 0.0im
-0.717676120530057 + 0.0im	0.011633914362443862 + 0.0im
-0.710570416366393 + 0.0im	0.01184422811074348 + 0.0im
-0.7035350657093 + 0.0im	0.012058767777787605 + 0.0im
-0.696569371989405 + 0.0im	0.012277622151268134 + 0.0im
-0.689672645534065 + 0.0im	0.012500881416820927 + 0.0im
-0.682844203499074 + 0.0im	0.012728638241726214 + 0.0im
-0.676083369801063 + 0.0im	0.012960987817962621 + 0.0im
-0.669389475050558 + 0.0im	0.013198027318073367 + 0.0im
-0.662761856485701 + 0.0im	0.013439856471700193 + 0.0im
-0.656199857906634 + 0.0im	0.01368657656009626 + 0.0im
-0.649702829610529 + 0.0im	0.013938291479462487 + 0.0im
-0.643270128327256 + 0.0im	0.014195107591071723 + 0.0im
-0.6369011171557 + 0.0im	0.014457133376322132 + 0.0im
-0.630595165500693 + 0.0im	0.014724478853212812 + 0.0im
-0.624351649010587 + 0.0im	0.014997256590216154 + 0.0im
-0.618169949515432 + 0.0im	0.015275581532308279 + 0.0im
-0.612049454965775 + 0.0im	0.015559570844714867 + 0.0im
-0.605989559372054 + 0.0im	0.015849343023992223 + 0.0im
-0.599989662744608 + 0.0im	0.016145019431519986 + 0.0im
-0.594049171034265 + 0.0im	0.016446722179344186 + 0.0im
-0.58816749607353 + 0.0im	0.01675457683790308 + 0.0im
-0.582344055518347 + 0.0im	0.017068710941175548 + 0.0im
-0.576578272790442 + 0.0im	0.017389252857135103 + 0.0im
-0.57086957702024 + 0.0im	0.017716333010216537 + 0.0im
-0.565217402990336 + 0.0im	0.018050084343290636 + 0.0im
-0.559621191079541 + 0.0im	0.018390640818104792 + 0.0im
-0.554080387207466 + 0.0im	0.01873813821430014 + 0.0im
-0.54859444277967 + 0.0im	0.019092714528100695 + 0.0im
-0.543162814633336 + 0.0im	0.019454508229331872 + 0.0im
-0.537784964983501 + 0.0im	0.019823660437648587 + 0.0im
-0.532460361369803 + 0.0im	0.020200311842679227 + 0.0im
-0.527188476603766 + 0.0im	0.020584605894621858 + 0.0im
-0.5219687887166 + 0.0im	0.020976687010508675 + 0.0im
-0.516800780907524 + 0.0im	0.021376700187028686 + 0.0im
-0.511683941492598 + 0.0im	0.021784790613377816 + 0.0im
-0.506617763854058 + 0.0im	0.02220110546823955 + 0.0im
-0.501601746390156 + 0.0im	0.02262579263212564 + 0.0im
-0.496635392465501 + 0.0im	0.023058998791544473 + 0.0im
-0.491718210361882 + 0.0im	0.023500871965121548 + 0.0im
-0.486849713229586 + 0.0im	0.02395156103216538 + 0.0im
-0.482029419039195 + 0.0im	0.024411213341219068 + 0.0im
-0.477256850533856 + 0.0im	0.024879977605628635 + 0.0im
-0.472531535182036 + 0.0im	0.02535799961258804 + 0.0im
-0.467853005130728 + 0.0im	0.025845426980272167 + 0.0im
-0.463220797159137 + 0.0im	0.02634240564583591 + 0.0im
-0.458634452632809 + 0.0im	0.026849079484016915 + 0.0im
-0.454093517458227 + 0.0im	0.027365592169821328 + 0.0im
-0.449597542037848 + 0.0im	0.0278920852363874 + 0.0im
-0.445146081225592 + 0.0im	0.028428698490119423 + 0.0im
-0.440738694282764 + 0.0im	0.028975570034046282 + 0.0im
-0.43637494483442 + 0.0im	0.02953283457313046 + 0.0im
-0.432054400826159 + 0.0im	0.03010062578852642 + 0.0im
-0.427776634481345 + 0.0im	0.030679072103331945 + 0.0im
-0.423541222258758 + 0.0im	0.031268300904013925 + 0.0im
-0.419347744810651 + 0.0im	0.03186843313050865 + 0.0im
-0.415195786941239 + 0.0im	0.0324795886340836 + 0.0im
-0.411084937565583 + 0.0im	0.03310188197561257 + 0.0im
-0.407014789668894 + 0.0im	0.03373542298787476 + 0.0im
-0.402984940266232 + 0.0im	0.03438031585914931 + 0.0im
-0.398994990362606 + 0.0im	0.0350366601129916 + 0.0im
-0.395044544913471 + 0.0im	0.03570454968050537 + 0.0im
-0.391133212785615 + 0.0im	0.036384071977069665 + 0.0im
-0.38726060671843 + 0.0im	0.03707530814313335 + 0.0im
-0.383426343285575 + 0.0im	0.0377783322962748 + 0.0im
-0.379630042857005 + 0.0im	0.03849321130376142 + 0.0im
-0.375871329561391 + 0.0im	0.039220004852933234 + 0.0im
-0.372149831248902 + 0.0im	0.03995876241576126 + 0.0im
-0.368465179454358 + 0.0im	0.04070952748952477 + 0.0im
-0.364817009360751 + 0.0im	0.04147233457307809 + 0.0im
-0.361204959763119 + 0.0im	0.042247207753646154 + 0.0im
-0.357628673032791 + 0.0im	0.043034160022468744 + 0.0im
-0.354087795081972 + 0.0im	0.04383319763537916 + 0.0im
-0.350581975328685 + 0.0im	0.04464431353416989 + 0.0im
-0.347110866662064 + 0.0im	0.04546748894984859 + 0.0im
-0.343674125407984 + 0.0im	0.04630269763467743 + 0.0im
-0.340271411295034 + 0.0im	0.04714989712888452 + 0.0im
-0.336902387420826 + 0.0im	0.04800903702735781 + 0.0im
-0.333566720218639 + 0.0im	0.04888005154037532 + 0.0im
-0.330264079424395 + 0.0im	0.04976285918566994 + 0.0im
-0.326994138043956 + 0.0im	0.05065737120237865 + 0.0im
-0.323756572320748 + 0.0im	0.051563481715412036 + 0.0im
-0.320551061703711 + 0.0im	0.052481072264132476 + 0.0im
-0.317377288815556 + 0.0im	0.053410006901143704 + 0.0im
-0.314234939421342 + 0.0im	0.05435013697583804 + 0.0im
-0.311123702397369 + 0.0im	0.05530130497456991 + 0.0im
-0.308043269700365 + 0.0im	0.05626332427158661 + 0.0im
-0.304993336336995 + 0.0im	0.057236005983843 + 0.0im
-0.301973600333658 + 0.0im	0.05821913535535524 + 0.0im
-0.298983762706592 + 0.0im	0.059212493018426196 + 0.0im
-0.29602352743227 + 0.0im	0.060215831887680954 + 0.0im
-0.293092601418089 + 0.0im	0.06122889377238323 + 0.0im
-0.290190694473355 + 0.0im	0.06225141050227331 + 0.0im
-0.28731751928055 + 0.0im	0.06328308774553787 + 0.0im
-0.284472791366881 + 0.0im	0.06432360658757337 + 0.0im
-0.28165622907612 + 0.0im	0.0653726572427787 + 0.0im
-0.278867553540713 + 0.0im	0.0664298968916427 + 0.0im
-0.276106488654171 + 0.0im	0.06749496436135877 + 0.0im
-0.273372761043734 + 0.0im	0.06856748983041296 + 0.0im
-0.270666100043301 + 0.0im	0.06964708332916783 + 0.0im
-0.267986237666634 + 0.0im	0.07073333713875035 + 0.0im
-0.265332908580826 + 0.0im	0.071825828965975 + 0.0im
-0.262705850080026 + 0.0im	0.07292412780057513 + 0.0im
-0.260104802059431 + 0.0im	0.07402777652399822 + 0.0im
-0.257529506989536 + 0.0im	0.0751363089902693 + 0.0im
-0.25497970989063 + 0.0im	0.07624924434414106 + 0.0im
-0.252455158307554 + 0.0im	0.07736608619723218 + 0.0im
-0.249955602284707 + 0.0im	0.07848632226182096 + 0.0im
-0.247480794341294 + 0.0im	0.07960944032518184 + 0.0im
-0.245030489446826 + 0.0im	0.08073489637941206 + 0.0im
-0.242604444996857 + 0.0im	0.08186214205474716 + 0.0im
-0.240202420788968 + 0.0im	0.0829906339287214 + 0.0im
-0.237824178998978 + 0.0im	0.08411978690061878 + 0.0im
-0.235469484157404 + 0.0im	0.08524902412966189 + 0.0im
-0.233138103126142 + 0.0im	0.0863777785913983 + 0.0im
-0.230829805075389 + 0.0im	0.08750543549078596 + 0.0im
-0.228544361460781 + 0.0im	0.08863139603295539 + 0.0im
-0.226281546000773 + 0.0im	0.08975505179294473 + 0.0im
-0.224041134654231 + 0.0im	0.09087579144654706 + 0.0im
-0.221822905598248 + 0.0im	0.09199299433883401 + 0.0im
-0.219626639206186 + 0.0im	0.09310603976084954 + 0.0im
-0.217452118025927 + 0.0im	0.09421429236812974 + 0.0im
-0.215299126758344 + 0.0im	0.09531714771108032 + 0.0im
-0.213167452235984 + 0.0im	0.09641395514900661 + 0.0im
-0.211056883401964 + 0.0im	0.0975041110156834 + 0.0im
-0.208967211289073 + 0.0im	0.09858696894372297 + 0.0im
-0.206898228999083 + 0.0im	0.09966192304174733 + 0.0im
-0.20484973168226 + 0.0im	0.10072834948577306 + 0.0im
-0.202821516517089 + 0.0im	0.10178564434203934 + 0.0im
-0.200813382690187 + 0.0im	0.10283319721423995 + 0.0im
-0.198825131376423 + 0.0im	0.10387040262389281 + 0.0im
-0.196856565719231 + 0.0im	0.10489667172353538 + 0.0im
-0.194907490811119 + 0.0im	0.10591143399311269 + 0.0im
-0.192977713674376 + 0.0im	0.10691411021539154 + 0.0im
-0.191067043241956 + 0.0im	0.10790414455846986 + 0.0im
-0.18917529033857 + 0.0im	0.10888098488879047 + 0.0im
-0.187302267661951 + 0.0im	0.10984412623350157 + 0.0im
-0.185447789764308 + 0.0im	0.11079302314634844 + 0.0im
-0.183611673033968 + 0.0im	0.11172718230683631 + 0.0im
-0.181793735677196 + 0.0im	0.1126461232232787 + 0.0im
-0.179993797700194 + 0.0im	0.11354937834597359 + 0.0im
-0.178211680891281 + 0.0im	0.11443650369585151 + 0.0im
-0.176447208803249 + 0.0im	0.11530706027527354 + 0.0im
-0.17470020673589 + 0.0im	0.11616065474573217 + 0.0im
-0.172970501718703 + 0.0im	0.11699688516709537 + 0.0im
-0.171257922493765 + 0.0im	0.11781539845677692 + 0.0im
-0.169562299498778 + 0.0im	0.118615844563803 + 0.0im
-0.167883464850275 + 0.0im	0.11939790574131645 + 0.0im
-0.166221252327005 + 0.0im	0.12016128227224875 + 0.0im
-0.16457549735347 + 0.0im	0.12090570341194251 + 0.0im
-0.162946036983634 + 0.0im	0.12163092136463707 + 0.0im
-0.161332709884786 + 0.0im	0.12233670388946441 + 0.0im
-0.15973535632157 + 0.0im	0.12302286249159555 + 0.0im
-0.158153818140169 + 0.0im	0.12368921695121703 + 0.0im
-0.156587938752642 + 0.0im	0.12433561922858619 + 0.0im
-0.155037563121428 + 0.0im	0.12496194793790842 + 0.0im
-0.153502537743988 + 0.0im	0.1255681034633856 + 0.0im
-0.151982710637612 + 0.0im	0.12615401599709852 + 0.0im
-0.150477931324368 + 0.0im	0.12671963629105298 + 0.0im
-0.148988050816206 + 0.0im	0.12726494469783078 + 0.0im
-0.147512921600204 + 0.0im	0.12778994693577514 + 0.0im
-0.146052397623964 + 0.0im	0.1282946708603499 + 0.0im
-0.144606334281153 + 0.0im	0.128779171604344 + 0.0im
-0.143174588397181 + 0.0im	0.12924353027804916 + 0.0im
-0.141757018215031 + 0.0im	0.12968784532775862 + 0.0im
-0.140353483381219 + 0.0im	0.13011224434600066 + 0.0im
-0.1389638449319 + 0.0im	0.1305168766635248 + 0.0im
-0.137587965279108 + 0.0im	0.1309019176899615 + 0.0im
-0.136225708197137 + 0.0im	0.13126755590683906 + 0.0im
-0.134876938809047 + 0.0im	0.13161401736951472 + 0.0im
-0.133541523573313 + 0.0im	0.13194153837730394 + 0.0im
-0.132219330270607 + 0.0im	0.13225036982265745 + 0.0im
-0.1309102279907 + 0.0im	0.13254078764539254 + 0.0im
-0.129614087119505 + 0.0im	0.13281309994864124 + 0.0im
-0.128330779326243 + 0.0im	0.1330676106583241 + 0.0im
-0.127060177550736 + 0.0im	0.13330465389466234 + 0.0im
-0.125802155990827 + 0.0im	0.1335245773408662 + 0.0im
-0.124556590089928 + 0.0im	0.13372774741013432 + 0.0im
-0.123323356524681 + 0.0im	0.13391454327387198 + 0.0im
-0.122102333192754 + 0.0im	0.13408536091136133 + 0.0im
-0.120893399200746 + 0.0im	0.13424060099889668 + 0.0im
-0.119696434852224 + 0.0im	0.13438068243600285 + 0.0im
-0.118511321635865 + 0.0im	0.1345060384398297 + 0.0im
-0.117337942213728 + 0.0im	0.13461710893305018 + 0.0im
-0.116176180409632 + 0.0im	0.1347143477573423 + 0.0im
-0.115025921197655 + 0.0im	0.13479820836601125 + 0.0im
-0.113887050690748 + 0.0im	0.13486915981630537 + 0.0im
-0.112759456129453 + 0.0im	0.13492767356245022 + 0.0im
-0.111643025870746 + 0.0im	0.13497424223455984 + 0.0im
-0.110537649376976 + 0.0im	0.13500934161947076 + 0.0im
-0.109443217204927 + 0.0im	0.13503346348734882 + 0.0im
-0.108359620994977 + 0.0im	0.1350471032971889 + 0.0im
-0.107286753460373 + 0.0im	0.13505075356858773 + 0.0im
-0.106224508376607 + 0.0im	0.13504492491560505 + 0.0im
-0.105172780570898 + 0.0im	0.13503010778320287 + 0.0im
-0.10413146591178 + 0.0im	0.135006805988366 + 0.0im
-0.103100461298792 + 0.0im	0.1349755154885965 + 0.0im
-0.10207966465227 + 0.0im	0.13493674839661363 + 0.0im
-0.101068974903237 + 0.0im	0.13489098999743143 + 0.0im
-0.100068291983403 + 0.0im	0.134838733681646 + 0.0im
-0.0990775168152507 + 0.0im	0.13478048459289066 + 0.0im
-0.0980965513022284 + 0.0im	0.1347167249743805 + 0.0im
-0.0971252983190381 + 0.0im	0.134647935943093 + 0.0im
-0.0961636617020179 + 0.0im	0.13457459910177327 + 0.0im
-0.0952115462396217 + 0.0im	0.1344971865338994 + 0.0im
-0.0942688576629917 + 0.0im	0.13441617184726776 + 0.0im
-0.0933355026366255 + 0.0im	0.13433200136502815 + 0.0im
-0.0924113887491341 + 0.0im	0.13424514346083016 + 0.0im
-0.0914964245040932 + 0.0im	0.13415603755928276 + 0.0im
-0.0905905193109834 + 0.0im	0.1340651276474396 + 0.0im
-0.0896935834762212 + 0.0im	0.13397283579646502 + 0.0im
-0.0888055281942784 + 0.0im	0.13387958903092265 + 0.0im
-0.0879262655388895 + 0.0im	0.1337857908524196 + 0.0im
-0.087055708454346 + 0.0im	0.1336918546405641 + 0.0im
-0.0861937707468772 + 0.0im	0.13359816648536008 + 0.0im
-0.0853403670761161 + 0.0im	0.13350510524619774 + 0.0im
-0.0844954129466496 + 0.0im	0.13341305266811476 + 0.0im
-0.083658824699653 + 0.0im	0.13332236127070185 + 0.0im
-0.082830519504607 + 0.0im	0.1332333874839417 + 0.0im
-0.082010415351096 + 0.0im	0.13314647042474873 + 0.0im
-0.0811984310406891 + 0.0im	0.13306193963804802 + 0.0im
-0.0803944861789001 + 0.0im	0.13298011307380142 + 0.0im
-0.0795985011672278 + 0.0im	0.13290129277410506 + 0.0im
-0.0788103971952751 + 0.0im	0.13282577793584283 + 0.0im
-0.0780300962329456 + 0.0im	0.13275384988083225 + 0.0im
-0.0772575210227184 + 0.0im	0.13268577988667013 + 0.0im
-0.0764925950719985 + 0.0im	0.1326218372625778 + 0.0im
-0.075735242645543 + 0.0im	0.132562261462697 + 0.0im
-0.0749853887579634 + 0.0im	0.13250729533125688 + 0.0im
-0.0742429591663004 + 0.0im	0.1324571718139252 + 0.0im
-0.0735078803626737 + 0.0im	0.13241209577182103 + 0.0im
-0.0727800795670036 + 0.0im	0.1323722763982459 + 0.0im
-0.0720594847198056 + 0.0im	0.13233790561868988 + 0.0im
-0.071346024475055 + 0.0im	0.13230916668026202 + 0.0im
-0.0706396281931238 + 0.0im	0.1322862347837253 + 0.0im
-0.0699402259337859 + 0.0im	0.13226926081601847 + 0.0im
-0.069247748449293 + 0.0im	0.1322584053623839 + 0.0im
-0.0685621271775178 + 0.0im	0.13225379913083965 + 0.0im
-0.0678832942351662 + 0.0im	0.13225557793587286 + 0.0im
-0.0672111824110556 + 0.0im	0.13226385661885484 + 0.0im
-0.066545725159461 + 0.0im	0.13227875738556533 + 0.0im
-0.0658868565935257 + 0.0im	0.13230036437842285 + 0.0im
-0.0652345114787383 + 0.0im	0.132328777807867 + 0.0im
-0.0645886252264736 + 0.0im	0.13236407979875564 + 0.0im
-0.0639491338875976 + 0.0im	0.13240633535902235 + 0.0im
-0.0633159741461363 + 0.0im	0.1324556164855314 + 0.0im
-0.0626890833130062 + 0.0im	0.13251198575512868 + 0.0im
-0.0620683993198081 + 0.0im	0.13257547623663005 + 0.0im
-0.0614538607126813 + 0.0im	0.13264613334952485 + 0.0im
-0.0608454066462191 + 0.0im	0.13272399518066702 + 0.0im
-0.0602429768774447 + 0.0im	0.13280907868529826 + 0.0im
-0.0596465117598462 + 0.0im	0.13290140845829085 + 0.0im
-0.0590559522374715 + 0.0im	0.13300099162342216 + 0.0im
-0.0584712398390807 + 0.0im	0.1331078356466385 + 0.0im
-0.0578923166723571 + 0.0im	0.13322193734649435 + 0.0im
-0.0573191254181754 + 0.0im	0.13334329170582712 + 0.0im
-0.0567516093249261 + 0.0im	0.13347187995915882 + 0.0im
-0.0561897122028971 + 0.0im	0.13360769992727706 + 0.0im
-0.05563337841871 + 0.0im	0.13375070519377907 + 0.0im
-0.0550825528898119 + 0.0im	0.13390086703655435 + 0.0im
-0.0545371810790217 + 0.0im	0.1340581708912431 + 0.0im
-0.0539972089891304 + 0.0im	0.13422256969411406 + 0.0im
-0.0534625831575548 + 0.0im	0.1343940212661928 + 0.0im
-0.0529332506510444 + 0.0im	0.1345724800293609 + 0.0im
-0.05240915906044 + 0.0im	0.13475789555194834 + 0.0im
-0.0518902564954851 + 0.0im	0.13495021508370378 + 0.0im
-0.0513764915796883 + 0.0im	0.13514938218238381 + 0.0im
-0.0508678134452359 + 0.0im	0.1353553374548192 + 0.0im
-0.0503641717279563 + 0.0im	0.13556801870708587 + 0.0im
-0.049865516562333 + 0.0im	0.13578736143794273 + 0.0im
-0.0493717985765673 + 0.0im	0.13601329820972338 + 0.0im
-0.0488829688876904 + 0.0im	0.13624576001047964 + 0.0im
-0.0483989790967232 + 0.0im	0.13648467563141484 + 0.0im
-0.0479197812838844 + 0.0im	0.13672997213239374 + 0.0im
-0.0474453280038459 + 0.0im	0.13698157476792824 + 0.0im
-0.0469755722810355 + 0.0im	0.13723940815826793 + 0.0im
-0.0465104676049857 + 0.0im	0.13750339892128532 + 0.0im
-0.0460499679257284 + 0.0im	0.1377734556023483 + 0.0im
-0.045594027649236 + 0.0im	0.13804952471500845 + 0.0im
-0.045142601632907 + 0.0im	0.13833149785196228 + 0.0im
-0.044695645181096 + 0.0im	0.13861928168585447 + 0.0im
-0.0442531140406891 + 0.0im	0.1389128558211292 + 0.0im
-0.0438149643967219 + 0.0im	0.13921209554444067 + 0.0im
-0.0433811528680415 + 0.0im	0.13951691582318757 + 0.0im
-0.0429516365030114 + 0.0im	0.1398272512072132 + 0.0im
-0.0425263727752588 + 0.0im	0.14014301462166612 + 0.0im
-0.0421053195794641 + 0.0im	0.14046411179252027 + 0.0im
-0.0416884352271922 + 0.0im	0.1407905015477046 + 0.0im
-0.0412756784427646 + 0.0im	0.14112205156863966 + 0.0im
-0.0408670083591728 + 0.0im	0.14145870908192343 + 0.0im
-0.0404623845140325 + 0.0im	0.14180038830532424 + 0.0im
-0.0400617668455767 + 0.0im	0.14214700800014624 + 0.0im
-0.0396651156886898 + 0.0im	0.1424984919821703 + 0.0im
-0.03927239177098 + 0.0im	0.14285475870909184 + 0.0im
-0.0388835562088911 + 0.0im	0.1432157311826908 + 0.0im
-0.0384985705038526 + 0.0im	0.1435813321893053 + 0.0im
-0.0381173965384679 + 0.0im	0.14395147238816144 + 0.0im
-0.0377399965727405 + 0.0im	0.1443261146763661 + 0.0im
-0.0373663332403371 + 0.0im	0.1447051603925328 + 0.0im
-0.0369963695448883 + 0.0im	0.14508850606300655 + 0.0im
-0.036630068856325 + 0.0im	0.14547612146029185 + 0.0im
-0.0362673949072525 + 0.0im	0.14586792059125628 + 0.0im
-0.0359083117893589 + 0.0im	0.1462638327199807 + 0.0im
-0.0355527839498603 + 0.0im	0.14666378965341048 + 0.0im
-0.0352007761879805 + 0.0im	0.14706772494373105 + 0.0im
-0.0348522536514658 + 0.0im	0.14747557004417422 + 0.0im
-0.0345071818331345 + 0.0im	0.14788724006601664 + 0.0im
-0.0341655265674599 + 0.0im	0.14830268829264795 + 0.0im
-0.033827254027188 + 0.0im	0.14872185284045275 + 0.0im
-0.0334923307199881 + 0.0im	0.14914468052893737 + 0.0im
-0.0331607234851368 + 0.0im	0.1495710778824073 + 0.0im
-0.0328323994902344 + 0.0im	0.15000100036431224 + 0.0im
-0.0325073262279549 + 0.0im	0.15043437312316235 + 0.0im
-0.0321854715128266 + 0.0im	0.15087115254952613 + 0.0im
-0.0318668034780462 + 0.0im	0.15131130781076407 + 0.0im
-0.0315512905723229 + 0.0im	0.1517547407775474 + 0.0im
-0.0312389015567554 + 0.0im	0.1522014096532357 + 0.0im
-0.030929605501738 + 0.0im	0.1526512587671557 + 0.0im
-0.030623371783899 + 0.0im	0.15310423648805185 + 0.0im
-0.0303201700830683 + 0.0im	0.1535602890100074 + 0.0im
-0.0300199703792756 + 0.0im	0.15401936456672444 + 0.0im
-0.0297227429497778 + 0.0im	0.15448141320592942 + 0.0im
-0.0294284583661166 + 0.0im	0.15494638488835058 + 0.0im
-0.0291370874912046 + 0.0im	0.15541423828194925 + 0.0im
-0.0288486014764402 + 0.0im	0.15588490433854135 + 0.0im
-0.0285629717588517 + 0.0im	0.15635835704499015 + 0.0im
-0.028280170058269 + 0.0im	0.15683454356402485 + 0.0im
