-2.0 + 0.0im	2.601730605971169e-5 + 0.0im
-0.682844203499074 + 0.0im	0.013540257110958858 + 0.0im
-0.676083369801063 + 0.0im	0.013796381834905242 + 0.0im
-0.669389475050558 + 0.0im	0.014057801525757505 + 0.0im
-0.662761856485701 + 0.0im	0.014324625250106186 + 0.0im
-0.656199857906634 + 0.0im	0.01459696308092978 + 0.0im
-0.649702829610529 + 0.0im	0.014874927549564942 + 0.0im
-0.643270128327256 + 0.0im	0.015158633226509307 + 0.0im
-0.6369011171557 + 0.0im	0.015448196070361646 + 0.0im
-0.630595165500693 + 0.0im	0.01574373371096294 + 0.0im
-0.624351649010587 + 0.0im	0.016045365849202298 + 0.0im
-0.618169949515432 + 0.0im	0.016353213559618898 + 0.0im
-0.612049454965775 + 0.0im	0.016667399355887385 + 0.0im
-0.605989559372054 + 0.0im	0.016988047528770076 + 0.0im
-0.599989662744608 + 0.0im	0.017315283458138167 + 0.0im
-0.594049171034265 + 0.0im	0.017649233352103236 + 0.0im
-0.58816749607353 + 0.0im	0.017990026125719108 + 0.0im
-0.582344055518347 + 0.0im	0.018337790649023016 + 0.0im
-0.576578272790442 + 0.0im	0.018692657251909203 + 0.0im
-0.57086957702024 + 0.0im	0.01905475686880677 + 0.0im
-0.565217402990336 + 0.0im	0.01942422204565626 + 0.0im
-0.559621191079541 + 0.0im	0.01980118492291305 + 0.0im
-0.554080387207466 + 0.0im	0.020185778841541286 + 0.0im
-0.54859444277967 + 0.0im	0.020578138153612348 + 0.0im
-0.543162814633336 + 0.0im	0.020978396741210714 + 0.0im
-0.537784964983501 + 0.0im	0.021386689143519946 + 0.0im
-0.532460361369803 + 0.0im	0.021803149605146444 + 0.0im
-0.527188476603766 + 0.0im	0.02222791238829293 + 0.0im
-0.5219687887166 + 0.0im	0.022661111529570312 + 0.0im
-0.516800780907524 + 0.0im	0.023102881264495903 + 0.0im
-0.511683941492598 + 0.0im	0.023553353758708963 + 0.0im
-0.506617763854058 + 0.0im	0.024012661118147056 + 0.0im
-0.501601746390156 + 0.0im	0.02448093555178458 + 0.0im
-0.496635392465501 + 0.0im	0.024958305778926278 + 0.0im
-0.491718210361882 + 0.0im	0.025444900951381032 + 0.0im
-0.486849713229586 + 0.0im	0.025940848423110553 + 0.0im
-0.482029419039195 + 0.0im	0.026446273160006264 + 0.0im
-0.477256850533856 + 0.0im	0.026961297489750947 + 0.0im
-0.472531535182036 + 0.0im	0.02748604237887384 + 0.0im
-0.467853005130728 + 0.0im	0.028020625920080987 + 0.0im
-0.463220797159137 + 0.0im	0.02856516333878713 + 0.0im
-0.458634452632809 + 0.0im	0.029119766714374117 + 0.0im
-0.454093517458227 + 0.0im	0.02968454487155722 + 0.0im
-0.449597542037848 + 0.0im	0.03025960316961979 + 0.0im
-0.445146081225592 + 0.0im	0.030845041425281442 + 0.0im
-0.440738694282764 + 0.0im	0.03144095881478037 + 0.0im
-0.43637494483442 + 0.0im	0.032047446279383246 + 0.0im
-0.432054400826159 + 0.0im	0.032664591717615016 + 0.0im
-0.427776634481345 + 0.0im	0.0332924776750416 + 0.0im
-0.423541222258758 + 0.0im	0.033931181442262856 + 0.0im
-0.419347744810651 + 0.0im	0.03458077376530283 + 0.0im
-0.415195786941239 + 0.0im	0.035241320363707015 + 0.0im
-0.411084937565583 + 0.0im	0.03591287992629258 + 0.0im
-0.407014789668894 + 0.0im	0.036595504629577745 + 0.0im
-0.402984940266232 + 0.0im	0.03728923941897736 + 0.0im
-0.398994990362606 + 0.0im	0.03799412200262883 + 0.0im
-0.395044544913471 + 0.0im	0.03871018247623312 + 0.0im
-0.391133212785615 + 0.0im	0.03943744265046714 + 0.0im
-0.38726060671843 + 0.0im	0.04017591620612703 + 0.0im
-0.383426343285575 + 0.0im	0.04092560793747461 + 0.0im
-0.379630042857005 + 0.0im	0.04168651367543848 + 0.0im
-0.375871329561391 + 0.0im	0.042458619870146576 + 0.0im
-0.372149831248902 + 0.0im	0.04324190336965073 + 0.0im
-0.368465179454358 + 0.0im	0.04403633004039849 + 0.0im
-0.364817009360751 + 0.0im	0.04484185842825506 + 0.0im
-0.361204959763119 + 0.0im	0.04565843335094241 + 0.0im
-0.357628673032791 + 0.0im	0.046485989954191835 + 0.0im
-0.354087795081972 + 0.0im	0.047324452066391916 + 0.0im
-0.350581975328685 + 0.0im	0.04817373305613194 + 0.0im
-0.347110866662064 + 0.0im	0.049033731166636625 + 0.0im
-0.343674125407984 + 0.0im	0.04990433641702187 + 0.0im
-0.340271411295034 + 0.0im	0.05078542599467126 + 0.0im
-0.336902387420826 + 0.0im	0.051676863368914895 + 0.0im
-0.333566720218639 + 0.0im	0.05257850202117654 + 0.0im
-0.330264079424395 + 0.0im	0.053490175600717824 + 0.0im
-0.326994138043956 + 0.0im	0.05441171352825099 + 0.0im
-0.323756572320748 + 0.0im	0.05534292648554396 + 0.0im
-0.320551061703711 + 0.0im	0.05628361407928094 + 0.0im
-0.317377288815556 + 0.0im	0.05723356150921635 + 0.0im
-0.314234939421342 + 0.0im	0.05819254170368675 + 0.0im
-0.311123702397369 + 0.0im	0.059160314423255096 + 0.0im
-0.308043269700365 + 0.0im	0.060136618479691005 + 0.0im
-0.304993336336995 + 0.0im	0.06112119268997879 + 0.0im
-0.301973600333658 + 0.0im	0.06211374943846417 + 0.0im
-0.298983762706592 + 0.0im	0.06311399437401403 + 0.0im
-0.29602352743227 + 0.0im	0.0641216167323661 + 0.0im
-0.293092601418089 + 0.0im	0.06513629400662976 + 0.0im
-0.290190694473355 + 0.0im	0.06615769074991511 + 0.0im
-0.28731751928055 + 0.0im	0.06718546039764783 + 0.0im
-0.284472791366881 + 0.0im	0.06821922231853889 + 0.0im
-0.28165622907612 + 0.0im	0.06925862051993248 + 0.0im
-0.278867553540713 + 0.0im	0.07030325995819171 + 0.0im
-0.276106488654171 + 0.0im	0.0713527383433167 + 0.0im
-0.273372761043734 + 0.0im	0.07240664583069631 + 0.0im
-0.270666100043301 + 0.0im	0.07346455734939215 + 0.0im
-0.267986237666634 + 0.0im	0.07452603455972966 + 0.0im
-0.265332908580826 + 0.0im	0.0755906321206346 + 0.0im
-0.262705850080026 + 0.0im	0.07665789349691383 + 0.0im
-0.260104802059431 + 0.0im	0.07772735107352192 + 0.0im
-0.257529506989536 + 0.0im	0.07879852777192674 + 0.0im
-0.25497970989063 + 0.0im	0.07987093810759566 + 0.0im
-0.252455158307554 + 0.0im	0.08094408776029333 + 0.0im
-0.249955602284707 + 0.0im	0.08201747470966883 + 0.0im
-0.247480794341294 + 0.0im	0.08309058865143391 + 0.0im
-0.245030489446826 + 0.0im	0.084162915814058 + 0.0im
-0.242604444996857 + 0.0im	0.08523393326638835 + 0.0im
-0.240202420788968 + 0.0im	0.08630311416990394 + 0.0im
-0.237824178998978 + 0.0im	0.0873699263693916 + 0.0im
-0.235469484157404 + 0.0im	0.08843383351390773 + 0.0im
-0.233138103126142 + 0.0im	0.08949430328711222 + 0.0im
-0.230829805075389 + 0.0im	0.09055078872720274 + 0.0im
-0.228544361460781 + 0.0im	0.0916027500822678 + 0.0im
-0.226281546000773 + 0.0im	0.09264964503858536 + 0.0im
-0.224041134654231 + 0.0im	0.09369093200810749 + 0.0im
-0.221822905598248 + 0.0im	0.09472606808835692 + 0.0im
-0.219626639206186 + 0.0im	0.09575451843810585 + 0.0im
-0.217452118025927 + 0.0im	0.09677574225993454 + 0.0im
-0.215299126758344 + 0.0im	0.09778920781974779 + 0.0im
-0.213167452235984 + 0.0im	0.09879438914909232 + 0.0im
-0.211056883401964 + 0.0im	0.0997907620546923 + 0.0im
-0.208967211289073 + 0.0im	0.10077781171715566 + 0.0im
-0.206898228999083 + 0.0im	0.10175502665349623 + 0.0im
-0.20484973168226 + 0.0im	0.10272190544007899 + 0.0im
-0.202821516517089 + 0.0im	0.1036779639038447 + 0.0im
-0.200813382690187 + 0.0im	0.1046227103984945 + 0.0im
-0.198825131376423 + 0.0im	0.10555567670670513 + 0.0im
-0.196856565719231 + 0.0im	0.10647639965901873 + 0.0im
-0.194907490811119 + 0.0im	0.10738443877727098 + 0.0im
-0.192977713674376 + 0.0im	0.10827935123479943 + 0.0im
-0.191067043241956 + 0.0im	0.10916071772023858 + 0.0im
-0.18917529033857 + 0.0im	0.11002813119840499 + 0.0im
-0.187302267661951 + 0.0im	0.11088120035382798 + 0.0im
-0.185447789764308 + 0.0im	0.1117195488829204 + 0.0im
-0.183611673033968 + 0.0im	0.1125428148383001 + 0.0im
-0.181793735677196 + 0.0im	0.11335065798006451 + 0.0im
-0.179993797700194 + 0.0im	0.11414275475895605 + 0.0im
-0.178211680891281 + 0.0im	0.11491879543538551 + 0.0im
-0.176447208803249 + 0.0im	0.11567849151518844 + 0.0im
-0.17470020673589 + 0.0im	0.11642157602124784 + 0.0im
-0.172970501718703 + 0.0im	0.11714779794541356 + 0.0im
-0.171257922493765 + 0.0im	0.11785693080164786 + 0.0im
-0.169562299498778 + 0.0im	0.11854876202028923 + 0.0im
-0.167883464850275 + 0.0im	0.11922310530665443 + 0.0im
-0.166221252327005 + 0.0im	0.11987979202565602 + 0.0im
-0.16457549735347 + 0.0im	0.12051867559287867 + 0.0im
-0.162946036983634 + 0.0im	0.12113963029482187 + 0.0im
-0.161332709884786 + 0.0im	0.1217425518155 + 0.0im
-0.15973535632157 + 0.0im	0.1223273598139268 + 0.0im
-0.158153818140169 + 0.0im	0.12289399045872143 + 0.0im
-0.156587938752642 + 0.0im	0.12344240455987507 + 0.0im
-0.155037563121428 + 0.0im	0.12397258512404012 + 0.0im
-0.153502537743988 + 0.0im	0.12448453376060041 + 0.0im
-0.151982710637612 + 0.0im	0.12497827608594306 + 0.0im
-0.150477931324368 + 0.0im	0.1254538560108832 + 0.0im
-0.148988050816206 + 0.0im	0.12591133919564862 + 0.0im
-0.147512921600204 + 0.0im	0.12635081370921686 + 0.0im
-0.146052397623964 + 0.0im	0.126772384972984 + 0.0im
-0.144606334281153 + 0.0im	0.12717618009183598 + 0.0im
-0.143174588397181 + 0.0im	0.12756234553166182 + 0.0im
-0.141757018215031 + 0.0im	0.12793104646186057 + 0.0im
-0.140353483381219 + 0.0im	0.12828246609577582 + 0.0im
-0.1389638449319 + 0.0im	0.12861680542163764 + 0.0im
-0.137587965279108 + 0.0im	0.1289342871497512 + 0.0im
-0.136225708197137 + 0.0im	0.12923514465322614 + 0.0im
-0.134876938809047 + 0.0im	0.12951963406247205 + 0.0im
-0.133541523573313 + 0.0im	0.12978802277307136 + 0.0im
-0.132219330270607 + 0.0im	0.1300405984958803 + 0.0im
-0.1309102279907 + 0.0im	0.13027765775054684 + 0.0im
-0.129614087119505 + 0.0im	0.13049951569467036 + 0.0im
-0.128330779326243 + 0.0im	0.13070649909182167 + 0.0im
-0.127060177550736 + 0.0im	0.13089894882031958 + 0.0im
-0.125802155990827 + 0.0im	0.131077215735525 + 0.0im
-0.124556590089928 + 0.0im	0.13124166281077046 + 0.0im
-0.123323356524681 + 0.0im	0.1313926653606639 + 0.0im
-0.122102333192754 + 0.0im	0.13153060714049397 + 0.0im
-0.120893399200746 + 0.0im	0.13165588104749276 + 0.0im
-0.119696434852224 + 0.0im	0.13176888790851898 + 0.0im
-0.118511321635865 + 0.0im	0.1318700382088872 + 0.0im
-0.117337942213728 + 0.0im	0.13195974767620197 + 0.0im
-0.116176180409632 + 0.0im	0.1320384405196627 + 0.0im
-0.115025921197655 + 0.0im	0.1321065424812543 + 0.0im
-0.113887050690748 + 0.0im	0.13216448661067606 + 0.0im
-0.112759456129453 + 0.0im	0.13221270997337758 + 0.0im
-0.111643025870746 + 0.0im	0.13225165484460247 + 0.0im
-0.110537649376976 + 0.0im	0.13228176258556987 + 0.0im
-0.109443217204927 + 0.0im	0.1323034780961429 + 0.0im
-0.108359620994977 + 0.0im	0.1323172477856603 + 0.0im
-0.107286753460373 + 0.0im	0.13232351702207676 + 0.0im
-0.106224508376607 + 0.0im	0.13232273439160963 + 0.0im
-0.105172780570898 + 0.0im	0.13231534498239086 + 0.0im
-0.10413146591178 + 0.0im	0.13230179427693295 + 0.0im
-0.103100461298792 + 0.0im	0.13228252103476185 + 0.0im
-0.10207966465227 + 0.0im	0.13225797034202771 + 0.0im
-0.101068974903237 + 0.0im	0.13222857643761435 + 0.0im
-0.100068291983403 + 0.0im	0.13219477085338124 + 0.0im
-0.0990775168152507 + 0.0im	0.132156986083071 + 0.0im
-0.0980965513022284 + 0.0im	0.13211564531626827 + 0.0im
-0.0971252983190381 + 0.0im	0.13207116686013834 + 0.0im
-0.0961636617020179 + 0.0im	0.13202396457685883 + 0.0im
-0.0952115462396217 + 0.0im	0.1319744452755798 + 0.0im
-0.0942688576629917 + 0.0im	0.13192301216559285 + 0.0im
-0.0933355026366255 + 0.0im	0.13187005280779915 + 0.0im
-0.0924113887491341 + 0.0im	0.13181595981913394 + 0.0im
-0.0914964245040932 + 0.0im	0.13176110858302018 + 0.0im
-0.0905905193109834 + 0.0im	0.13170587326024108 + 0.0im
-0.0896935834762212 + 0.0im	0.1316506123123546 + 0.0im
-0.0888055281942784 + 0.0im	0.13159568254928045 + 0.0im
-0.0879262655388895 + 0.0im	0.13154142558780374 + 0.0im
-0.087055708454346 + 0.0im	0.13148818050252728 + 0.0im
-0.0861937707468772 + 0.0im	0.13143627415675813 + 0.0im
-0.0853403670761161 + 0.0im	0.13138602174848715 + 0.0im
-0.0844954129466496 + 0.0im	0.13133773107927021 + 0.0im
-0.083658824699653 + 0.0im	0.13129170236775667 + 0.0im
-0.082830519504607 + 0.0im	0.13124821998387384 + 0.0im
-0.082010415351096 + 0.0im	0.13120756340856873 + 0.0im
-0.0811984310406891 + 0.0im	0.13116999896793924 + 0.0im
-0.0803944861789001 + 0.0im	0.13113578822333466 + 0.0im
-0.0795985011672278 + 0.0im	0.1311051744967763 + 0.0im
-0.0788103971952751 + 0.0im	0.1310783968709208 + 0.0im
-0.0780300962329456 + 0.0im	0.1310556814482634 + 0.0im
-0.0772575210227184 + 0.0im	0.1310372456565583 + 0.0im
-0.0764925950719985 + 0.0im	0.1310232969472075 + 0.0im
-0.075735242645543 + 0.0im	0.13101402909071053 + 0.0im
-0.0749853887579634 + 0.0im	0.1310096313744046 + 0.0im
-0.0742429591663004 + 0.0im	0.13101028271081833 + 0.0im
-0.0735078803626737 + 0.0im	0.1310161448913746 + 0.0im
-0.0727800795670036 + 0.0im	0.131027377460229 + 0.0im
-0.0720594847198056 + 0.0im	0.1310441270344004 + 0.0im
-0.071346024475055 + 0.0im	0.13106653237619095 + 0.0im
-0.0706396281931238 + 0.0im	0.131094721707402 + 0.0im
-0.0699402259337859 + 0.0im	0.13112881534086052 + 0.0im
-0.069247748449293 + 0.0im	0.13116892278474918 + 0.0im
-0.0685621271775178 + 0.0im	0.13121514710124912 + 0.0im
-0.0678832942351662 + 0.0im	0.13126757990461732 + 0.0im
-0.0672111824110556 + 0.0im	0.1313263038669403 + 0.0im
-0.066545725159461 + 0.0im	0.13139140223107787 + 0.0im
-0.0658868565935257 + 0.0im	0.1314629390513449 + 0.0im
-0.0652345114787383 + 0.0im	0.13154097460046718 + 0.0im
-0.0645886252264736 + 0.0im	0.13162556207518736 + 0.0im
-0.0639491338875976 + 0.0im	0.13171674957657098 + 0.0im
-0.0633159741461363 + 0.0im	0.13181457205124816 + 0.0im
-0.0626890833130062 + 0.0im	0.13191906664825456 + 0.0im
-0.0620683993198081 + 0.0im	0.1320302540360872 + 0.0im
-0.0614538607126813 + 0.0im	0.13214815342378355 + 0.0im
-0.0608454066462191 + 0.0im	0.13227278127900197 + 0.0im
-0.0602429768774447 + 0.0im	0.1324041389724588 + 0.0im
-0.0596465117598462 + 0.0im	0.1325422315453713 + 0.0im
-0.0590559522374715 + 0.0im	0.13268705244015208 + 0.0im
-0.0584712398390807 + 0.0im	0.13283859297186612 + 0.0im
-0.0578923166723571 + 0.0im	0.13299683754724637 + 0.0im
-0.0573191254181754 + 0.0im	0.1331617686729044 + 0.0im
-0.0567516093249261 + 0.0im	0.13333335896370238 + 0.0im
-0.0561897122028971 + 0.0im	0.13351158809802713 + 0.0im
-0.05563337841871 + 0.0im	0.13369641411018104 + 0.0im
-0.0550825528898119 + 0.0im	0.13388780183622873 + 0.0im
-0.0545371810790217 + 0.0im	0.13408571824994306 + 0.0im
-0.0539972089891304 + 0.0im	0.13429011708899627 + 0.0im
-0.0534625831575548 + 0.0im	0.13450095207696774 + 0.0im
-0.0529332506510444 + 0.0im	0.13471817443675196 + 0.0im
-0.05240915906044 + 0.0im	0.1349417315932961 + 0.0im
-0.0518902564954851 + 0.0im	0.1351715694035707 + 0.0im
-0.0513764915796883 + 0.0im	0.13540763092969207 + 0.0im
-0.0508678134452359 + 0.0im	0.13564985708146154 + 0.0im
-0.0503641717279563 + 0.0im	0.13589818673744544 + 0.0im
-0.049865516562333 + 0.0im	0.13615255714917307 + 0.0im
-0.0493717985765673 + 0.0im	0.13641290342440404 + 0.0im
-0.0488829688876904 + 0.0im	0.1366791596417106 + 0.0im
-0.0483989790967232 + 0.0im	0.1369512583361668 + 0.0im
-0.0479197812838844 + 0.0im	0.13722913087118446 + 0.0im
-0.0474453280038459 + 0.0im	0.13751270745404195 + 0.0im
-0.0469755722810355 + 0.0im	0.13780191799505048 + 0.0im
-0.0465104676049857 + 0.0im	0.13809669227929203 + 0.0im
-0.0460499679257284 + 0.0im	0.138396953515555 + 0.0im
-0.045594027649236 + 0.0im	0.13870263853718176 + 0.0im
-0.045142601632907 + 0.0im	0.139013664165759 + 0.0im
-0.044695645181096 + 0.0im	0.13932995222896513 + 0.0im
-0.0442531140406891 + 0.0im	0.13965145213617147 + 0.0im
-0.0438149643967219 + 0.0im	0.13997807413701016 + 0.0im
-0.0433811528680415 + 0.0im	0.14030974406172397 + 0.0im
-0.0429516365030114 + 0.0im	0.14064639381288233 + 0.0im
-0.0425263727752588 + 0.0im	0.1409879485145462 + 0.0im
-0.0421053195794641 + 0.0im	0.14133433127169873 + 0.0im
-0.0416884352271922 + 0.0im	0.14168548367246017 + 0.0im
-0.0412756784427646 + 0.0im	0.14204131523205013 + 0.0im
-0.0408670083591728 + 0.0im	0.14240176450340264 + 0.0im
-0.0404623845140325 + 0.0im	0.14276675850614584 + 0.0im
-0.0400617668455767 + 0.0im	0.14313622556868869 + 0.0im
-0.0396651156886898 + 0.0im	0.1435100978585079 + 0.0im
-0.03927239177098 + 0.0im	0.14388830459862612 + 0.0im
-0.0388835562088911 + 0.0im	0.1442707776623277 + 0.0im
-0.0384985705038526 + 0.0im	0.14465744929955765 + 0.0im
-0.0381173965384679 + 0.0im	0.14504824803799168 + 0.0im
-0.0377399965727405 + 0.0im	0.1454431215721731 + 0.0im
-0.0373663332403371 + 0.0im	0.14584199529738187 + 0.0im
-0.0369963695448883 + 0.0im	0.14624479513631203 + 0.0im
-0.036630068856325 + 0.0im	0.14665147225033512 + 0.0im
-0.0362673949072525 + 0.0im	0.14706195910427416 + 0.0im
-0.0359083117893589 + 0.0im	0.14747619404549958 + 0.0im
-0.0355527839498603 + 0.0im	0.1478941167958384 + 0.0im
-0.0352007761879805 + 0.0im	0.14831566833006854 + 0.0im
-0.0348522536514658 + 0.0im	0.14874078926363957 + 0.0im
-0.0345071818331345 + 0.0im	0.14916941617218787 + 0.0im
-0.0341655265674599 + 0.0im	0.14960149806873096 + 0.0im
-0.033827254027188 + 0.0im	0.15003697986072959 + 0.0im
-0.0334923307199881 + 0.0im	0.15047581032241378 + 0.0im
-0.0331607234851368 + 0.0im	0.15091792413675711 + 0.0im
-0.0328323994902344 + 0.0im	0.15136327421643261 + 0.0im
-0.0325073262279549 + 0.0im	0.15181180356463567 + 0.0im
-0.0321854715128266 + 0.0im	0.15226346599882387 + 0.0im
-0.0318668034780462 + 0.0im	0.15271822044057845 + 0.0im
-0.0315512905723229 + 0.0im	0.15317600341066046 + 0.0im
-0.0312389015567554 + 0.0im	0.15363677114629562 + 0.0im
-0.030929605501738 + 0.0im	0.15410047602463817 + 0.0im
-0.030623371783899 + 0.0im	0.15456707223266017 + 0.0im
-0.0303201700830683 + 0.0im	0.1550365127943909 + 0.0im
-0.0300199703792756 + 0.0im	0.15550875340999212 + 0.0im
-0.0297227429497778 + 0.0im	0.15598374965842537 + 0.0im
-0.0294284583661166 + 0.0im	0.1564614584137772 + 0.0im
-0.0291370874912046 + 0.0im	0.1569418391888822 + 0.0im
-0.0288486014764402 + 0.0im	0.15742484351811348 + 0.0im
-0.0285629717588517 + 0.0im	0.1579104374053902 + 0.0im
-0.028280170058269 + 0.0im	0.15839857816699005 + 0.0im
-0.0280001683745237 + 0.0im	0.15888922613573328 + 0.0im
