-2.0 + 0.0im	2.8789565257281776e-5 + 0.0im
-0.440738694282764 + 0.0im	0.10245578586749261 + 0.0im
-0.43637494483442 + 0.0im	0.10566164674092228 + 0.0im
-0.432054400826159 + 0.0im	0.10897758007232534 + 0.0im
-0.427776634481345 + 0.0im	0.11240760003430675 + 0.0im
-0.423541222258758 + 0.0im	0.11595588557035201 + 0.0im
-0.419347744810651 + 0.0im	0.11962671583253295 + 0.0im
-0.415195786941239 + 0.0im	0.12342461680540527 + 0.0im
-0.411084937565583 + 0.0im	0.1273542205586093 + 0.0im
-0.407014789668894 + 0.0im	0.13142035186515014 + 0.0im
-0.402984940266232 + 0.0im	0.13562801285877124 + 0.0im
-0.398994990362606 + 0.0im	0.13998239214431116 + 0.0im
-0.395044544913471 + 0.0im	0.14448885239715478 + 0.0im
-0.391133212785615 + 0.0im	0.1491530217910806 + 0.0im
-0.38726060671843 + 0.0im	0.15398063418231 + 0.0im
-0.383426343285575 + 0.0im	0.1589777044815299 + 0.0im
-0.379630042857005 + 0.0im	0.1641504488748624 + 0.0im
-0.375871329561391 + 0.0im	0.16950529683655804 + 0.0im
-0.372149831248902 + 0.0im	0.17504893074769393 + 0.0im
-0.368465179454358 + 0.0im	0.1807882654474932 + 0.0im
-0.364817009360751 + 0.0im	0.18673045323437093 + 0.0im
-0.361204959763119 + 0.0im	0.19288292490922312 + 0.0im
-0.357628673032791 + 0.0im	0.19925333902919531 + 0.0im
-0.354087795081972 + 0.0im	0.20584964830037683 + 0.0im
-0.350581975328685 + 0.0im	0.21268007261164715 + 0.0im
-0.347110866662064 + 0.0im	0.2197531172843698 + 0.0im
-0.343674125407984 + 0.0im	0.2270775648390629 + 0.0im
-0.340271411295034 + 0.0im	0.2346625081962715 + 0.0im
-0.336902387420826 + 0.0im	0.24251733185534793 + 0.0im
-0.333566720218639 + 0.0im	0.2506517165563401 + 0.0im
-0.330264079424395 + 0.0im	0.25907571626867454 + 0.0im
-0.326994138043956 + 0.0im	0.2677995608827859 + 0.0im
-0.323756572320748 + 0.0im	0.27683396110079384 + 0.0im
-0.320551061703711 + 0.0im	0.2861898505271617 + 0.0im
-0.317377288815556 + 0.0im	0.2958785188691137 + 0.0im
-0.314234939421342 + 0.0im	0.30591157253217144 + 0.0im
-0.311123702397369 + 0.0im	0.3163009364479206 + 0.0im
-0.308043269700365 + 0.0im	0.327058885883191 + 0.0im
-0.304993336336995 + 0.0im	0.338197974192514 + 0.0im
-0.301973600333658 + 0.0im	0.34973109555638204 + 0.0im
-0.298983762706592 + 0.0im	0.3616714240681665 + 0.0im
-0.29602352743227 + 0.0im	0.3740324742794928 + 0.0im
-0.293092601418089 + 0.0im	0.3868280080794216 + 0.0im
-0.290190694473355 + 0.0im	0.4000720630963793 + 0.0im
-0.28731751928055 + 0.0im	0.4137789374526438 + 0.0im
-0.284472791366881 + 0.0im	0.4279631390415179 + 0.0im
-0.28165622907612 + 0.0im	0.4426393715974628 + 0.0im
-0.278867553540713 + 0.0im	0.45782257648153024 + 0.0im
-0.276106488654171 + 0.0im	0.4735277853898896 + 0.0im
-0.273372761043734 + 0.0im	0.4897700559606181 + 0.0im
-0.270666100043301 + 0.0im	0.5065646453847404 + 0.0im
-0.267986237666634 + 0.0im	0.5239267234405081 + 0.0im
-0.265332908580826 + 0.0im	0.5418714249716405 + 0.0im
-0.262705850080026 + 0.0im	0.5604138048617929 + 0.0im
-0.260104802059431 + 0.0im	0.5795686329172214 + 0.0im
-0.257529506989536 + 0.0im	0.5993505338707521 + 0.0im
-0.25497970989063 + 0.0im	0.6197737215840753 + 0.0im
-0.252455158307554 + 0.0im	0.6408517443803937 + 0.0im
-0.249955602284707 + 0.0im	0.6625981729397123 + 0.0im
-0.247480794341294 + 0.0im	0.685025284308144 + 0.0im
-0.245030489446826 + 0.0im	0.7081448839291513 + 0.0im
-0.242604444996857 + 0.0im	0.7319677163870328 + 0.0im
-0.240202420788968 + 0.0im	0.7565035922602208 + 0.0im
-0.237824178998978 + 0.0im	0.7817609494593357 + 0.0im
-0.235469484157404 + 0.0im	0.8077471029704191 + 0.0im
-0.233138103126142 + 0.0im	0.8344673531032095 + 0.0im
-0.230829805075389 + 0.0im	0.8619256424291217 + 0.0im
-0.228544361460781 + 0.0im	0.890123062198161 + 0.0im
-0.226281546000773 + 0.0im	0.9190605900294094 + 0.0im
-0.224041134654231 + 0.0im	0.9487355919507142 + 0.0im
-0.221822905598248 + 0.0im	0.9791417537836086 + 0.0im
-0.219626639206186 + 0.0im	1.0102709882043195 + 0.0im
-0.217452118025927 + 0.0im	1.0421129146831454 + 0.0im
-0.215299126758344 + 0.0im	1.0746531430234871 + 0.0im
-0.213167452235984 + 0.0im	1.1078736958371387 + 0.0im
-0.211056883401964 + 0.0im	1.1417548669089657 + 0.0im
-0.208967211289073 + 0.0im	1.176266497031539 + 0.0im
-0.206898228999083 + 0.0im	1.2113843996577522 + 0.0im
-0.20484973168226 + 0.0im	1.2470726271196337 + 0.0im
-0.202821516517089 + 0.0im	1.283293628146922 + 0.0im
-0.200813382690187 + 0.0im	1.3200046822349965 + 0.0im
-0.198825131376423 + 0.0im	1.3571589902987533 + 0.0im
-0.196856565719231 + 0.0im	1.3947043138925892 + 0.0im
-0.194907490811119 + 0.0im	1.4325842772762365 + 0.0im
-0.192977713674376 + 0.0im	1.470737854840272 + 0.0im
-0.191067043241956 + 0.0im	1.5090990658851962 + 0.0im
-0.18917529033857 + 0.0im	1.5475976934568787 + 0.0im
-0.187302267661951 + 0.0im	1.586159302533107 + 0.0im
-0.185447789764308 + 0.0im	1.6247054553271885 + 0.0im
-0.183611673033968 + 0.0im	1.6631538046420935 + 0.0im
-0.181793735677196 + 0.0im	1.7014187646246222 + 0.0im
-0.179993797700194 + 0.0im	1.7394119152805367 + 0.0im
-0.178211680891281 + 0.0im	1.777042461808504 + 0.0im
-0.176447208803249 + 0.0im	1.8142175857228373 + 0.0im
-0.17470020673589 + 0.0im	1.8508433040625925 + 0.0im
-0.172970501718703 + 0.0im	1.8868252343379255 + 0.0im
-0.171257922493765 + 0.0im	1.922068866316496 + 0.0im
-0.169562299498778 + 0.0im	1.9564805146768192 + 0.0im
-0.167883464850275 + 0.0im	1.989968250927218 + 0.0im
-0.166221252327005 + 0.0im	2.022442432303587 + 0.0im
-0.16457549735347 + 0.0im	2.0538160907011678 + 0.0im
-0.162946036983634 + 0.0im	2.0840067831444165 + 0.0im
-0.161332709884786 + 0.0im	2.112935431014715 + 0.0im
-0.15973535632157 + 0.0im	2.1405306183983055 + 0.0im
-0.158153818140169 + 0.0im	2.166723286517947 + 0.0im
-0.156587938752642 + 0.0im	2.1914530684033573 + 0.0im
-0.155037563121428 + 0.0im	2.214665743750548 + 0.0im
-0.153502537743988 + 0.0im	2.236314418791036 + 0.0im
-0.151982710637612 + 0.0im	2.2563596526663185 + 0.0im
-0.150477931324368 + 0.0im	2.2747698800551013 + 0.0im
-0.148988050816206 + 0.0im	2.2915206534303203 + 0.0im
-0.147512921600204 + 0.0im	2.3065985071712056 + 0.0im
-0.146052397623964 + 0.0im	2.3199933716332173 + 0.0im
-0.144606334281153 + 0.0im	2.3317059937706834 + 0.0im
-0.143174588397181 + 0.0im	2.3417439229911365 + 0.0im
-0.141757018215031 + 0.0im	2.350121885356115 + 0.0im
-0.140353483381219 + 0.0im	2.3568614811693283 + 0.0im
-0.1389638449319 + 0.0im	2.3619911073363027 + 0.0im
-0.137587965279108 + 0.0im	2.3655446411412613 + 0.0im
-0.136225708197137 + 0.0im	2.3675619016619467 + 0.0im
-0.134876938809047 + 0.0im	2.368087502661905 + 0.0im
-0.133541523573313 + 0.0im	2.3671704871198647 + 0.0im
-0.132219330270607 + 0.0im	2.3648637457817046 + 0.0im
-0.1309102279907 + 0.0im	2.3612231720530072 + 0.0im
-0.129614087119505 + 0.0im	2.356307794278247 + 0.0im
-0.128330779326243 + 0.0im	2.3501782908780386 + 0.0im
-0.127060177550736 + 0.0im	2.3428974024868396 + 0.0im
-0.125802155990827 + 0.0im	2.3345285076592264 + 0.0im
-0.124556590089928 + 0.0im	2.3251362140419527 + 0.0im
-0.123323356524681 + 0.0im	2.3147842978610056 + 0.0im
-0.122102333192754 + 0.0im	2.303537652069472 + 0.0im
-0.120893399200746 + 0.0im	2.2914595580620465 + 0.0im
-0.119696434852224 + 0.0im	2.2786127074211695 + 0.0im
-0.118511321635865 + 0.0im	2.265058609700529 + 0.0im
-0.117337942213728 + 0.0im	2.250857234694995 + 0.0im
-0.116176180409632 + 0.0im	2.236066839428934 + 0.0im
-0.115025921197655 + 0.0im	2.2207438296973208 + 0.0im
-0.113887050690748 + 0.0im	2.204942668996015 + 0.0im
-0.112759456129453 + 0.0im	2.188715658365439 + 0.0im
-0.111643025870746 + 0.0im	2.17211252011473 + 0.0im
-0.110537649376976 + 0.0im	2.1551817274378124 + 0.0im
-0.109443217204927 + 0.0im	2.1379679641494524 + 0.0im
-0.108359620994977 + 0.0im	2.120514177444456 + 0.0im
-0.107286753460373 + 0.0im	2.1028617075579894 + 0.0im
-0.106224508376607 + 0.0im	2.0850486351890765 + 0.0im
-0.105172780570898 + 0.0im	2.0671110516116684 + 0.0im
-0.10413146591178 + 0.0im	2.049083036012318 + 0.0im
-0.103100461298792 + 0.0im	2.030995483980376 + 0.0im
-0.10207966465227 + 0.0im	2.012878608532989 + 0.0im
-0.101068974903237 + 0.0im	1.9947595660838906 + 0.0im
-0.100068291983403 + 0.0im	1.9766638373004266 + 0.0im
-0.0990775168152507 + 0.0im	1.9586148355106014 + 0.0im
-0.0980965513022284 + 0.0im	1.9406344958159178 + 0.0im
-0.0971252983190381 + 0.0im	1.922742495699587 + 0.0im
-0.0961636617020179 + 0.0im	1.9049573917108067 + 0.0im
-0.0952115462396217 + 0.0im	1.8872957979800555 + 0.0im
-0.0942688576629917 + 0.0im	1.8697729828462186 + 0.0im
-0.0933355026366255 + 0.0im	1.852402755711449 + 0.0im
-0.0924113887491341 + 0.0im	1.8351977731565163 + 0.0im
-0.0914964245040932 + 0.0im	1.8181692149874547 + 0.0im
-0.0905905193109834 + 0.0im	1.8013271643755377 + 0.0im
-0.0896935834762212 + 0.0im	1.7846807432613594 + 0.0im
-0.0888055281942784 + 0.0im	1.7682380288151132 + 0.0im
-0.0879262655388895 + 0.0im	1.7520059337112592 + 0.0im
-0.087055708454346 + 0.0im	1.7359907346688823 + 0.0im
-0.0861937707468772 + 0.0im	1.7201977999659441 + 0.0im
-0.0853403670761161 + 0.0im	1.7046316382930593 + 0.0im
-0.0844954129466496 + 0.0im	1.6892964823228747 + 0.0im
-0.083658824699653 + 0.0im	1.6741951753241007 + 0.0im
-0.082830519504607 + 0.0im	1.6593307140217233 + 0.0im
-0.082010415351096 + 0.0im	1.6447050030312615 + 0.0im
-0.0811984310406891 + 0.0im	1.6303198312054639 + 0.0im
-0.0803944861789001 + 0.0im	1.6161760325151797 + 0.0im
-0.0795985011672278 + 0.0im	1.6022745858191496 + 0.0im
-0.0788103971952751 + 0.0im	1.5886159273943496 + 0.0im
-0.0780300962329456 + 0.0im	1.575199555862908 + 0.0im
-0.0772575210227184 + 0.0im	1.5620254657717478 + 0.0im
-0.0764925950719985 + 0.0im	1.549092908244657 + 0.0im
-0.075735242645543 + 0.0im	1.5364009594293806 + 0.0im
-0.0749853887579634 + 0.0im	1.523948449476992 + 0.0im
-0.0742429591663004 + 0.0im	1.5117339985552196 + 0.0im
-0.0735078803626737 + 0.0im	1.4997560230257507 + 0.0im
-0.0727800795670036 + 0.0im	1.4880126972719416 + 0.0im
-0.0720594847198056 + 0.0im	1.476502297349644 + 0.0im
-0.071346024475055 + 0.0im	1.4652224070331004 + 0.0im
-0.0706396281931238 + 0.0im	1.454171443769371 + 0.0im
-0.0699402259337859 + 0.0im	1.4433464377269274 + 0.0im
-0.069247748449293 + 0.0im	1.4327454837279556 + 0.0im
-0.0685621271775178 + 0.0im	1.4223656421209119 + 0.0im
-0.0678832942351662 + 0.0im	1.4122049164131276 + 0.0im
-0.0672111824110556 + 0.0im	1.4022604280343591 + 0.0im
-0.066545725159461 + 0.0im	1.392529520023384 + 0.0im
-0.0658868565935257 + 0.0im	1.383009376088063 + 0.0im
-0.0652345114787383 + 0.0im	1.373697253232322 + 0.0im
-0.0645886252264736 + 0.0im	1.364590573059912 + 0.0im
-0.0639491338875976 + 0.0im	1.355686120781636 + 0.0im
-0.0633159741461363 + 0.0im	1.346982100283892 + 0.0im
-0.0626890833130062 + 0.0im	1.3384739696342745 + 0.0im
-0.0620683993198081 + 0.0im	1.3301602945634352 + 0.0im
-0.0614538607126813 + 0.0im	1.3220378730890667 + 0.0im
-0.0608454066462191 + 0.0im	1.3141035693648973 + 0.0im
-0.0602429768774447 + 0.0im	1.3063547429697766 + 0.0im
-0.0596465117598462 + 0.0im	1.298788509370902 + 0.0im
-0.0590559522374715 + 0.0im	1.2914020361302825 + 0.0im
-0.0584712398390807 + 0.0im	1.2841925646209136 + 0.0im
-0.0578923166723571 + 0.0im	1.2771572269345726 + 0.0im
-0.0573191254181754 + 0.0im	1.2702931909533133 + 0.0im
-0.0567516093249261 + 0.0im	1.263597794051919 + 0.0im
-0.0561897122028971 + 0.0im	1.2570682412458103 + 0.0im
-0.05563337841871 + 0.0im	1.2507017261073332 + 0.0im
-0.0550825528898119 + 0.0im	1.2444956603356698 + 0.0im
-0.0545371810790217 + 0.0im	1.2384472994088813 + 0.0im
-0.0539972089891304 + 0.0im	1.2325539714275489 + 0.0im
-0.0534625831575548 + 0.0im	1.2268131206271193 + 0.0im
-0.0529332506510444 + 0.0im	1.2212220568017096 + 0.0im
-0.05240915906044 + 0.0im	1.2157781967242052 + 0.0im
-0.0518902564954851 + 0.0im	1.210479089503716 + 0.0im
-0.0513764915796883 + 0.0im	1.2053220988839832 + 0.0im
-0.0508678134452359 + 0.0im	1.2003047726027318 + 0.0im
-0.0503641717279563 + 0.0im	1.1954246322194961 + 0.0im
-0.049865516562333 + 0.0im	1.1906792615221622 + 0.0im
-0.0493717985765673 + 0.0im	1.1860662783719196 + 0.0im
-0.0488829688876904 + 0.0im	1.1815833134030032 + 0.0im
-0.0483989790967232 + 0.0im	1.1772279746087413 + 0.0im
-0.0479197812838844 + 0.0im	1.1729980131092062 + 0.0im
-0.0474453280038459 + 0.0im	1.168891075600891 + 0.0im
-0.0469755722810355 + 0.0im	1.1649049327261696 + 0.0im
-0.0465104676049857 + 0.0im	1.1610373462648746 + 0.0im
-0.0460499679257284 + 0.0im	1.1572862141929343 + 0.0im
-0.045594027649236 + 0.0im	1.153649350503472 + 0.0im
-0.045142601632907 + 0.0im	1.1501246414811954 + 0.0im
-0.044695645181096 + 0.0im	1.1467099529371252 + 0.0im
-0.0442531140406891 + 0.0im	1.1434032580347404 + 0.0im
-0.0438149643967219 + 0.0im	1.1402025396435158 + 0.0im
-0.0433811528680415 + 0.0im	1.1371057797192243 + 0.0im
-0.0429516365030114 + 0.0im	1.1341110389827125 + 0.0im
-0.0425263727752588 + 0.0im	1.1312165099052043 + 0.0im
-0.0421053195794641 + 0.0im	1.1284200652368268 + 0.0im
-0.0416884352271922 + 0.0im	1.1257200235617804 + 0.0im
-0.0412756784427646 + 0.0im	1.1231145193870704 + 0.0im
-0.0408670083591728 + 0.0im	1.1206017876389314 + 0.0im
-0.0404623845140325 + 0.0im	1.1181800200147725 + 0.0im
-0.0400617668455767 + 0.0im	1.1158474508630807 + 0.0im
-0.0396651156886898 + 0.0im	1.113602505664957 + 0.0im
-0.03927239177098 + 0.0im	1.1114434937237045 + 0.0im
-0.0388835562088911 + 0.0im	1.109368708644444 + 0.0im
-0.0384985705038526 + 0.0im	1.1073766275765604 + 0.0im
-0.0381173965384679 + 0.0im	1.1054656690030382 + 0.0im
-0.0377399965727405 + 0.0im	1.1036343143274545 + 0.0im
-0.0373663332403371 + 0.0im	1.1018811511830546 + 0.0im
-0.0369963695448883 + 0.0im	1.100204526071645 + 0.0im
-0.036630068856325 + 0.0im	1.098603164342874 + 0.0im
-0.0362673949072525 + 0.0im	1.097075640032968 + 0.0im
-0.0359083117893589 + 0.0im	1.0956205853783527 + 0.0im
-0.0355527839498603 + 0.0im	1.0942366124790037 + 0.0im
-0.0352007761879805 + 0.0im	1.092922465878387 + 0.0im
-0.0348522536514658 + 0.0im	1.09167683097326 + 0.0im
-0.0345071818331345 + 0.0im	1.0904985736605324 + 0.0im
-0.0341655265674599 + 0.0im	1.089386338749929 + 0.0im
-0.033827254027188 + 0.0im	1.0883390836165399 + 0.0im
-0.0334923307199881 + 0.0im	1.0873555456226607 + 0.0im
-0.0331607234851368 + 0.0im	1.0864346723858458 + 0.0im
-0.0328323994902344 + 0.0im	1.0855753536197068 + 0.0im
-0.0325073262279549 + 0.0im	1.0847765306199664 + 0.0im
-0.0321854715128266 + 0.0im	1.084037154122326 + 0.0im
-0.0318668034780462 + 0.0im	1.0833562231115361 + 0.0im
-0.0315512905723229 + 0.0im	1.0827327771519204 + 0.0im
-0.0312389015567554 + 0.0im	1.082165871995243 + 0.0im
-0.030929605501738 + 0.0im	1.0816545152871435 + 0.0im
-0.030623371783899 + 0.0im	1.081197828888084 + 0.0im
-0.0303201700830683 + 0.0im	1.0807949894786864 + 0.0im
-0.0300199703792756 + 0.0im	1.080445111182674 + 0.0im
-0.0297227429497778 + 0.0im	1.0801474414620797 + 0.0im
-0.0294284583661166 + 0.0im	1.0799010516606091 + 0.0im
-0.0291370874912046 + 0.0im	1.0797052487476744 + 0.0im
-0.0288486014764402 + 0.0im	1.079559251938621 + 0.0im
-0.0285629717588517 + 0.0im	1.0794622968458325 + 0.0im
-0.028280170058269 + 0.0im	1.0794137761865177 + 0.0im
-0.0280001683745237 + 0.0im	1.0794129443508749 + 0.0im
-0.027722938984677 + 0.0im	1.079459134791835 + 0.0im
-0.0274484544402742 + 0.0im	1.0795516604651345 + 0.0im
