w	A_d-A_d	Ac_d-A_d	A_d-Ac_d	Ac_d-Ac_d
0.006420920948038091 + 0.0im	-16.95120092262374 - 2.978082566629183im	-0.003915081546855128 + 0.03687965489907266im	-0.00391631667105588 + 0.03687996956870318im	6.971732880528506 - 0.4882489577994159im
0.006485130157518472 + 0.0im	-16.973986884406287 - 2.986458657867589im	-0.0038901487560583396 + 0.036534416399677756im	-0.003891377855125316 + 0.036534717356534324im	6.968092440711375 - 0.4876814850255201im
0.006549981459093656 + 0.0im	-16.99708515924171 - 2.9949904374431027im	-0.003865323887343139 + 0.036192466337971185im	-0.003866546727259249 + 0.036192753616562094im	6.9644152042057605 - 0.48711118209079357im
0.006615481273684593 + 0.0im	-17.0204989119991 - 3.00368174862496im	-0.0038405877149680543 + 0.03585379521199913im	-0.0038418040588287013 + 0.03585406885534334im	6.960701050487009 - 0.4865384678655638im
0.006681636086421439 + 0.0im	-17.044230980322258 - 3.012536349052458im	-0.003815922965463165 + 0.035518394960034935im	-0.0038171325739005655 + 0.03551865501987513im	6.9569498431276475 - 0.48596374847506835im
0.006748452447285653 + 0.0im	-17.068285596220978 - 3.0215579075904198im	-0.0037913180792680315 + 0.0351862587172937im	-0.0037925207107344697 + 0.03518650525428957im	6.953161737350306 - 0.48538741385521217im
0.0068159369717585095 + 0.0im	-17.09266507273417 - 3.0307500029018195im	-0.00376675935462737 + 0.03485738057110749im	-0.003767954765999398 + 0.03485761365500866im	6.949336514512099 - 0.4848098344423789im
0.006884096341476095 + 0.0im	-17.11737310810462 - 3.0401161237905874im	-0.0037422392923477103 + 0.03453175531656297im	-0.003743427239227223 + 0.03453197502636097im	6.945474275355125 - 0.4842313580234651im
0.006952937304890856 + 0.0im	-17.142413128886304 - 3.0496596713544895im	-0.0037177516102499595 + 0.034209378214562915im	-0.0037189318474315403 + 0.0342095846386215im	6.941575189105201 - 0.48365230677100396im
0.007022466677939764 + 0.0im	-17.167788852121003 - 3.0593839629741826im	-0.0036932931262481147 + 0.03389024475421245im	-0.0036944654081606525 + 0.033890437990376374im	6.937639196420889 - 0.4830729744867307im
0.007092691344719162 + 0.0im	-17.193503999300148 - 3.06929223815095im	-0.0036688630975270625 + 0.03357435042136072im	-0.003670027178683659 + 0.03357453057704215im	6.933666197068333 - 0.4824936240752249im
0.007163618258166354 + 0.0im	-17.21956243171934 - 3.079387666191646im	-0.0036444634241273657 + 0.033261690475040975im	-0.0036456190595933993 + 0.03326185766728316im	6.92965674720834 - 0.48191448526743597im
0.007235254440748017 + 0.0im	-17.245968277439193 - 3.0896733557257865im	-0.0036200979814336046 + 0.03295225973345313im	-0.003621244927242564 + 0.03295241408897139im	6.925610833556706 - 0.48133575261182526im
0.0073076069851554975 + 0.0im	-17.272725869850046 - 3.1001523660259944im	-0.0035957733472528385 + 0.032646052371023006im	-0.0035969113609027182 + 0.03264619402622269im	6.921528634074734 - 0.4807575837487422im
0.007380683055007053 + 0.0im	-17.29983966691776 - 3.1108277200899166im	-0.0035714985654285766 + 0.03234306172795im	-0.003572627406349608 + 0.032343190828921266im	6.917410319943244 - 0.4801800979813487im
0.007454489885557123 + 0.0im	-17.327314516621943 - 3.1217024194287597im	-0.0035472840148437624 + 0.032043280133525705im	-0.003548403444846606 + 0.03204339683601498im	6.91325610435784 - 0.47960337515401574im
0.007529034784412694 + 0.0im	-17.355155441758548 - 3.1327794604954438im	-0.003523142427861478 + 0.03174669874436599im	-0.003524252211586238 + 0.03174680321372452im	6.909066183583751 - 0.4790274548466651im
0.007604325132256821 + 0.0im	-17.383367689362455 - 3.1440618526736075im	-0.0034990882528708146 + 0.03145330739855516im	-0.003500188158260143 + 0.0314533998096642im	6.904840781724635 - 0.47845233589099495im
0.0076803683835793895 + 0.0im	-17.411956938472468 - 3.1555526377379346im	-0.0034751372639257525 + 0.03116309448654861im	-0.003476227062696906 + 0.031163175023721703im	6.9005800799766375 - 0.4778779762119379im
0.007757172067415183 + 0.0im	-17.440929045935743 - 3.16725491068616im	-0.0034513064569135503 + 0.030876046839526404im	-0.003452385925013525 + 0.03087611569638893im	6.896284297434175 - 0.4773042929951312im
0.007834743788089335 + 0.0im	-17.470290253521416 - 3.179171841834108im	-0.003427614978677355 + 0.03059214963573261im	-0.003428683896648453 + 0.030592207015078764im	6.8919537207692 - 0.4767311631785661im
0.00791309122597023 + 0.0im	-17.500047091854967 - 3.191306700056964im	-0.0034040822643970764 + 0.030311386325175174im	-0.0034051404179211795 + 0.030311432438802806im	6.88758824425872 - 0.4761584242640058im
0.007992222138229931 + 0.0im	-17.530206466292906 - 3.2036628770530733im	-0.003380728400041488 + 0.030033738572904076im	-0.0033817755803117727 + 0.03003377364142763im	6.883188328826473 - 0.4755858754412318im
0.00807214435961223 + 0.0im	-17.56077559853478 - 3.216243912500817im	-0.0033575753086251083 + 0.029759186220925646im	-0.003358611312750065 + 0.029759210473567853im	6.878753930265556 - 0.4750132790157025im
0.008152865803208353 + 0.0im	-17.591762073564155 - 3.229053519974392im	-0.0033346409626034555 + 0.029487707268657758im	-0.003335665594163176 + 0.0294877209430205im	6.874285529369127 - 0.47444036212779833im
0.008234394461240436 + 0.0im	-17.62317382421013 - 3.2420956134811094im	-0.0033119505047535572 + 0.029219277871677753im	-0.0033129635739777533 + 0.029219281213492477im	6.869782757542045 - 0.4738668187495558im
0.00831673840585284 + 0.0im	-17.65501912607548 - 3.25537433448077im	-0.003289524264078157 + 0.028953872358370054im	-0.0032905255883930195 + 0.028953865621228703im	6.865246120961329 - 0.47329231194257537im
0.008399905789911368 + 0.0im	-17.68730671959668 - 3.2688940792469676im	-0.003267383178102154 + 0.028691463263938996im	-0.003268372582440595 + 0.028691446709005756im	6.860675155069198 - 0.4727164763587883im
0.008483904847810482 + 0.0im	-17.720045573972442 - 3.282659526430644im	-0.003245548488798499 + 0.028432021381120443im	-0.0032465258059991508 + 0.02843199527682521im	6.856070340341773 - 0.47213892096382853im
0.008568743896288587 + 0.0im	-17.753244750104912 - 3.296675664688363im	-0.003224040397125785 + 0.028175515826799852im	-0.00322500546825535 + 0.02817548044851449im	6.851431479511739 - 0.4715592319610514im
0.008654431335251473 + 0.0im	-17.786914541199774 - 3.3109478202407567im	-0.003202879250832856 + 0.027921914123629377im	-0.0032038319255235054 + 0.0279218697533268im	6.846758537578392 - 0.47097697589268894im
0.008740975648603988 + 0.0im	-17.821064774737494 - 3.325481684231233im	-0.003182082759077394 + 0.0276711822956307im	-0.003183022895829362 + 0.027671129221528045im	6.842051396398309 - 0.47039170289325444im
0.008828385405090029 + 0.0im	-17.85570586401478 - 3.3402833397606493im	-0.0031616697351221053 + 0.02742328497667191im	-0.0031625972016212653 + 0.027423223492859326im	6.837309972434099 - 0.4698029500691654im
0.00891666925914093 + 0.0im	-17.890848731633284 - 3.3553592884806833im	-0.00314165632959641 + 0.02717818553062724im	-0.00314257100297565 + 0.027178115936681964im	6.832533954791161 - 0.46921024497760466im
0.009005835951732339 + 0.0im	-17.92650413368081 - 3.3707164766364754im	-0.003122058253781831 + 0.0269358461819497im	-0.003122960020878066 + 0.026935768782537273im	6.827723454463215 - 0.4686131091768857im
0.009095894311249662 + 0.0im	-17.962683547693793 - 3.3863623204583884im	-0.0031028891492024097 + 0.026696228155329686im	-0.0031037779068217057 + 0.026696143259793186im	6.8228779079093504 - 0.4680110618201042im
0.009186853254362158 + 0.0im	-17.999398668365217 - 3.4023047308125616im	-0.0030841616020023284 + 0.02645929182306159im	-0.0030850372571236693 + 0.0264591997449994im	6.817997120121898 - 0.46740362326357177im
0.00927872178690578 + 0.0im	-18.036661469479963 - 3.4185521370310052im	-0.0030658868188466644 + 0.026224996858704195im	-0.003066749288800292 + 0.026224897915538135im	6.813080757926325 - 0.46679031866143167im
0.009371509004774839 + 0.0im	-18.07448356812459 - 3.4351135098535215im	-0.0030480740412869426 + 0.025993302395597034im	-0.0030489232539623224 + 0.025993196908131216im	6.808128508087146 - 0.46617068151809743im
0.009465224094822587 + 0.0im	-18.1128784878145 - 3.451998383426142im	-0.0030307309888275655 + 0.025764167188782564im	-0.0030315668828210423 + 0.02576405548075427im	6.803139741884279 - 0.46554425717047604im
0.009559876335770812 + 0.0im	-18.15185851681532 - 3.4692168763135807im	-0.003013863669133974 + 0.025537549778883468im	-0.003014686193884373 + 0.02553743217650751im	6.798114246074603 - 0.46491060617261826im
0.00965547509912852 + 0.0im	-18.191436345663654 - 3.4867797114965335im	-0.002997476424158377 + 0.025313408656499663im	-0.0029982855400561355 + 0.025313285488006893im	6.793051446130543 - 0.46426930755622753im
0.009752029850119805 + 0.0im	-18.23162530332929 - 3.5046982353381897im	-0.0029815718349523747 + 0.02509170242571011im	-0.002982367513443814 + 0.025091574020881125im	6.787950815273271 - 0.4636199619415428im
0.009849550148621003 + 0.0im	-18.272438501722927 - 3.522984435518035im	-0.0029661508991259376 + 0.024872389965302093im	-0.0029669331227659274 + 0.024872256654997815im	6.782811799558783 - 0.46296219447430964im
0.009948045650107214 + 0.0im	-18.313889497029564 - 3.5416509579448268im	-0.0029512128022225227 + 0.02465543058639615im	-0.002951981564742641 + 0.024655292702085798im	6.777633814023143 - 0.46229565756603624im
0.010047526106608286 + 0.0im	-18.35599189209218 - 3.560711122674111im	-0.0029367550733183302 + 0.02444078418518999im	-0.002937510379626799 + 0.024440642058478im	6.772416247759424 - 0.4616200334163073im
0.010148001367674369 + 0.0im	-18.39875918308003 - 3.5801789388692247im	-0.0029227741585776635 + 0.024228411389611536im	-0.002923516024787004 + 0.024228265351764294im	6.76715853539067 - 0.4609350362977185im
0.010249481381351112 + 0.0im	-18.442205140905074 - 3.600069118857433im	-0.0029092642951712424 + 0.0240182736987445im	-0.002909992748533981 + 0.024018124080218153im	6.761859767849463 - 0.4602404145859263im
0.010351976195164623 + 0.0im	-18.4863446930952 - 3.6203970913455104im	-0.0028962187269016425 + 0.02381033361397223im	-0.0028969338058275947 + 0.02381018074394253im	6.756519536166176 - 0.45953595251935686im
0.010455495957116269 + 0.0im	-18.531189031922192 - 3.6411790138706848im	-0.002883629446477027 + 0.023604554760874967im	-0.002884331200431496 + 0.023604398966770416im	6.751137048233908 - 0.45882147167530907im
0.010560050916687432 + 0.0im	-18.576754651458707 - 3.6624317845738674im	-0.0028714870645358 + 0.02340090200101068im	-0.0028721751354415953 + 0.023400743608049876im	6.745711599237041 - 0.458096832151448im
0.010665651425854307 + 0.0im	-18.623054996164537 - 3.6841730533922035im	-0.002859780779188432 + 0.023199341532810613im	-0.0028604560754331505 + 0.023199180863544944im	6.740242475081324 - 0.4573619334440664im
0.01077230794011285 + 0.0im	-18.670103373266173 - 3.7064212327768042im	-0.0028485004132363712 + 0.02299984098092528im	-0.0028491625982998087 + 0.022999678354788097im	6.73472895784859 - 0.45661671501689227im
0.010880031019513979 + 0.0im	-18.717914044218922 - 3.7291955080495454im	-0.0028376325062110207 + 0.022802369473465336im	-0.002838281672770649 + 0.022802205206328356im	6.729170369587413 - 0.45586115655669784im
0.010988831329709119 + 0.0im	-18.76650089493396 - 3.7525158475193057im	-0.0028271646903425493 + 0.022606897706692032im	-0.002827800941481301 + 0.02260673211043013im	6.723565826851979 - 0.4550952779144546im
0.01109871964300621 + 0.0im	-18.815877676621515 - 3.7764030124832066im	-0.002817083182342138 + 0.022413397996824555im	-0.002817706631375862 + 0.022413231378889932im	6.717914803965921 - 0.45431913873324853im
0.011209706839436272 + 0.0im	-18.866058136300637 - 3.8008785672423486im	-0.0028073740820528503 + 0.022221844318743574im	-0.002807984852326583 + 0.02222167698175009im	6.712216527837684 - 0.45353283776668296im
0.011321803907830635 + 0.0im	-18.91705582098313 - 3.8259648892636853im	-0.0027980225893544475 + 0.02203221233148287im	-0.0027986208140404786 + 0.022032044572801522im	6.706470304375334 - 0.45273651189388814im
0.011435021946908942 + 0.0im	-18.96888448966773 - 3.851685179620507im	-0.0027890153378376773 + 0.021844479390511484im	-0.0027896011595788554 + 0.021844311501877836im	6.700675458547973 - 0.4519303348396713im
0.011549372166378032 + 0.0im	-19.021557171906405 - 3.8780634738430275im	-0.002780338593557916 + 0.021658624546916673im	-0.0027809121707767404 + 0.02165845681405101im	6.694831334138828 - 0.45111451561064647im
0.011664865888041812 + 0.0im	-19.07508742047766 - 3.905124653308099im	-0.0027719754020865055 + 0.021474628533703938im	-0.0027725368830190207 + 0.021474461235945028im	6.688937300588543 - 0.4502892966603713im
0.01178151454692223 + 0.0im	-19.12948792360515 - 3.932894457292748im	-0.002763913468841158 + 0.02129247373953053im	-0.0027644630296896977 + 0.021292307149483644im	6.682992721620859 - 0.4494549517986565im
0.011899329692391452 + 0.0im	-19.184771949815893 - 3.9613994958105008im	-0.0027561398034238512 + 0.021112144170286576im	-0.0027566776223146563 + 0.0211119785534864im	6.67699705767283 - 0.448611783862175im
0.012018322989315365 + 0.0im	-19.240952162765165 - 3.9906672633416442im	-0.0027486406158018697 + 0.02093362539902718im	-0.002749166879032375 + 0.020933461013616452im	6.670949732258504 - 0.44776012216533406im
0.01213850621920852 + 0.0im	-19.29804069736364 - 4.02072615355951im	-0.002741403411532356 + 0.020756904504845294im	-0.0027419183131433766 + 0.0207567416012695im	6.664850229127425 - 0.44690031975206196im
0.012259891281400604 + 0.0im	-19.35604976362015 - 4.0516054751439485im	-0.002734416814354665 + 0.02058197000135227im	-0.0027349205557979884 + 0.020581808822071126im	6.658698110774606 - 0.44603275047066826im
0.012382490194214611 + 0.0im	-19.41499185279405 - 4.083335468760672im	-0.0027276701285497483 + 0.020408811755504172im	-0.002728162918340753 + 0.020408652534720295im	6.652492753390436 - 0.4451578058952735im
0.012506315096156757 + 0.0im	-19.474878009033127 - 4.115947325271176im	-0.0027211537733956752 + 0.020237420897574847im	-0.0027216358267450726 + 0.020237263860980376im	6.6462340305102945 - 0.44427589211843754im
0.012631378247118324 + 0.0im	-19.535719949415867 - 4.149473205222615im	-0.0027148589741239587 + 0.020067789723133042im	-0.0027153305125107237 + 0.020067635087673966im	6.639921275769281 - 0.44338742644057483im
0.012757692029589507 + 0.0im	-19.597528802751775 - 4.183946259650176im	-0.0027087783160219805 + 0.019899911587925777im	-0.002709239566876693 + 0.019899759561585im	6.6335542879616485 - 0.44249283398246003im
0.012885268949885403 + 0.0im	-19.66031531070817 - 4.219400652206317im	-0.0027029054840992596 + 0.01973378079661038im	-0.0027033568674693113 + 0.019733631578209385im	6.627132899317534 - 0.44159254424768357im
0.013014121639384257 + 0.0im	-19.724089668443373 - 4.25587158261249im	-0.0026972361693141204 + 0.019569392486305837im	-0.0026976775580874767 + 0.019569246265325507im	6.620656611776085 - 0.44068698766219816im
0.0131442628557781 + 0.0im	-19.788862174723896 - 4.293395311408087im	-0.0026917666734081157 + 0.01940674250595584im	-0.002692198479400164 + 0.019406599462376262im	6.614125233560734 - 0.43977659211822173im
0.013275705484335881 + 0.0im	-19.854642057565425 - 4.332009185950932im	-0.0026864947664341546 + 0.019245827292507043im	-0.0026869172457779002 + 0.019245687596667012im	6.607538933562176 - 0.4388617795496303im
0.01340846253917924 + 0.0im	-19.92143870791785 - 4.371751667601209im	-0.0026814198459550144 + 0.019086643744910696im	-0.0026818332496008545 + 0.019086507557386355im	6.60089719804295 - 0.43794296256563764im
0.013542547164571032 + 0.0im	-19.989260879854054 - 4.412662359998623im	-0.0026765426129764383 + 0.01892918909694914im	-0.0026769471953460356 + 0.018929056568452406im	6.594199936277664 - 0.4370205411690269im
0.013677972636216743 + 0.0im	-20.058116687901457 - 4.454782038319314im	-0.002671865773711971 + 0.018773460789876694im	-0.0026722617922654854 + 0.018773332061173025im	6.587447280753352 - 0.43609489958443914im
0.013814752362578911 + 0.0im	-20.128013928140536 - 4.498152679376181im	-0.0026673925406467108 + 0.01861945634584204im	-0.0026677802554560346 + 0.01861933154768791im	6.580639130619558 - 0.43516640322128325im
0.0139528998862047 + 0.0im	-20.19895849637289 - 4.542817492402528im	-0.0026631286503156957 + 0.018467173243030717im	-0.002663508344177548 + 0.018467052496130332im	6.573775544011707 - 0.43423539579468073im
0.014092428885066746 + 0.0im	-20.27095917078277 - 4.588820950335853im	-0.0026590803718656306 + 0.018316608793429615im	-0.0026594522692531155 + 0.01831649220841101im	6.566856456563853 - 0.4333021966265531im
0.014233353173917414 + 0.0im	-20.344018913463387 - 4.636208821395399im	-0.0026552558267646524 + 0.018167760024072555im	-0.002655620210580269 + 0.0181676477014828im	6.559881813200593 - 0.4323670981474629im
0.014375686705656589 + 0.0im	-20.41814514255457 - 4.685028200724317im	-0.002651669164309094 + 0.018020623562576766im	-0.0026520263032541545 + 0.01802051559289597im	6.552851974073403 - 0.43143036361815384im
0.014519443572713155 + 0.0im	-20.49334094304867 - 4.735327541845128im	-0.002648316961076314 + 0.017875195527724513im	-0.00264866712019685 + 0.017875091991398674im	6.545766933723278 - 0.4304922250879836im
0.014664638008440286 + 0.0im	-20.56961071309034 - 4.78715668765565im	-0.002645225231017146 + 0.01773147142578491im	-0.0026455686781231623 + 0.017731372393276785im	6.538626829683317 - 0.42955288160547667im
0.014811284388524689 + 0.0im	-20.64695534895643 - 4.840566900672006im	-0.0026424021235972144 + 0.017589446053205122im	-0.0026427391252651614 + 0.017589351585063414im	6.531431808606531 - 0.42861249769422405im
0.014959397232409936 + 0.0im	-20.725377029942365 - 4.8956108922057275im	-0.0026398628349094248 + 0.017449113406232897im	-0.0026401936571175248 + 0.017449023553178775im	6.524182040959458 - 0.4276712021052038im
0.015108991204734036 + 0.0im	-20.804876376531684 - 4.952342850143607im	-0.0026376209826178766 + 0.017310466597959828im	-0.0026379458901483206 + 0.01731038140099084im	6.516877767145786 - 0.42672908685440747im
0.015260081116781376 + 0.0im	-20.885453330467946 - 5.01081846498213im	-0.002635694987822653 + 0.017173497783201208im	-0.0026360142441263857 + 0.017173417273711872im	6.509518976444976 - 0.4257862065523522im
0.01541268192794919 + 0.0im	-20.967105021875103 - 5.071094953752525im	-0.002634099972149531 + 0.01703819809155236im	-0.002634413838650389 + 0.017038122291470895im	6.502106080449435 - 0.4248425780297858im
0.015566808747228683 + 0.0im	-21.049829785322782 - 5.13323108145886im	-0.0026328530029459244 + 0.016904557568884055im	-0.002633161738753744 + 0.0169044864908251im	6.494639140038801 - 0.42389818026150855im
0.01572247683470097 + 0.0im	-21.133621075912334 - 5.197287179639446im	-0.0026319751388980952 + 0.016772565127462905im	-0.002632279000807196 + 0.01677249877489516im	6.487118398032306 - 0.4229529545879187im
0.01587970160304798 + 0.0im	-21.218474587668954 - 5.263325161651507im	-0.0026314837503034335 + 0.01664220850480483im	-0.0026317829920977356 + 0.016642146872233716im	6.479544050292231 - 0.42200680523154227im
0.01603849861907846 + 0.0im	-21.304382129436785 - 5.331408534270891im	-0.002631399109146731 + 0.01651347423129478im	-0.0026316939812030486 + 0.01651341730445861im	6.471916239946638 - 0.4210596001035017im
0.016198883605269245 + 0.0im	-21.391335108129585 - 5.401602405192442im	-0.0026317403089112052 + 0.01638634760652948im	-0.0026320310581484942 + 0.016386295362609538im	6.464235123185202 - 0.4201111718926319im
0.01636087244132194 + 0.0im	-21.47932184573537 - 5.473973486012498im	-0.002632527748979213 + 0.016260812684270102im	-0.0026328146183581735 + 0.01626076509211317im	6.456500888237574 - 0.41916131942775203im
0.01652448116573516 + 0.0im	-21.568329393780235 - 5.548590090273387im	-0.002633781469421022 + 0.016136852265820307im	-0.002634064697688838 + 0.016136809286173386im	6.448713649831059 - 0.41820980930151164im
0.01668972597739251 + 0.0im	-21.658344667873966 - 5.62552212615001im	-0.002635521735404133 + 0.016014447901579743im	-0.002635801556819034 + 0.0160144094873363im	6.440873514383666 - 0.41725637774220836im
0.016856623237166433 + 0.0im	-21.749348634867317 - 5.704841083361607im	-0.0026377686294845335 + 0.015893579900461578im	-0.002638045245111336 + 0.015893545996918303im	6.432980557220872 - 0.4163007327181023im
0.0170251894695381 + 0.0im	-21.841322717103512 - 5.7866200138967265im	-0.0026405424031845336 + 0.015774227346802963im	-0.0026408163820948894 + 0.015774197891926713im	6.425034885350093 - 0.41534255625698013im
0.01719544136423348 + 0.0im	-21.93424534735184 - 5.870933506147166im	-0.002643863308782665 + 0.015656368124346096im	-0.0026441340858145766 + 0.015656343049050028im	6.417036511582762 - 0.41438150696210524im
0.017367395777875813 + 0.0im	-22.028091532149965 - 5.95785765205618im	-0.0026477497434875094 + 0.015539978946818031im	-0.00264801818063813 + 0.015539958175246333im	6.408985447883422 - 0.4134172227042422im
0.01754106973565457 + 0.0im	-22.122836117058437 - 6.047470006898763im	-0.0026522217749881194 + 0.015425035394595627im	-0.0026524878999002197 + 0.01542501884441594im	6.400881681289923 - 0.41244932346813895im
0.017716480433011116 + 0.0im	-22.218448676183776 - 6.139849541326116im	-0.00265729789283211 + 0.01531151195690485im	-0.002657561907477573 + 0.015311499539607802im	6.392724987196966 - 0.411477414330727im
0.017893645237341226 + 0.0im	-22.314897425451175 - 6.235076585323418im	-0.00266299623404322 + 0.01519938207897245im	-0.002663258334277268 + 0.015199373700177475im	6.384515706945726 - 0.4105010885473779im
0.01807258168971464 + 0.0im	-22.412145709871787 - 6.333232763748863im	-0.002669333930210129 + 0.01508861821352367im	-0.0026695943055655663 + 0.015088613773290275im	6.376253337316737 - 0.40951993072179727im
0.018253307506611787 + 0.0im	-22.510156503707307 - 6.434400923143438im	-0.002676327760420832 + 0.0149791918760003im	-0.0026765865939738344 + 0.014979191269144106im	6.367937836214221 - 0.40853352003459825im
0.018435840581677906 + 0.0im	-22.608883334045267 - 6.5386650495240035im	-0.002683994315713019 + 0.014871073702861375im	-0.0026842517839824015 + 0.014871076819274201im	6.359569014386831 - 0.40754143350523425im
0.018620198987494684 + 0.0im	-22.70828699105929 - 6.6461101768978175im	-0.0026923482096016384 + 0.0147642335123221im	-0.002692604482335471 + 0.014764240237295188im	6.351146644011211 - 0.40654324926183105im
0.01880640097736963 + 0.0im	-22.808310511824214 - 6.75682228626391im	-0.0027014044208249063 + 0.014658640366886877im	-0.0027016596609754735 + 0.014658650581436476im	6.3426705100617555 - 0.40553854979350307im
0.018994464987143328 + 0.0im	-22.90890791266262 - 6.8708881948958345im	-0.002711176401166698 + 0.014554262637037243im	-0.0027114307647476948 + 0.014554276218232111im	6.33414025536313 - 0.40452692515999156im
0.01918440963701476 + 0.0im	-23.010019739256073 - 6.988395435731328im	-0.002721676889580527 + 0.014451068065448719im	-0.0027219305256002734 + 0.014451084886738387im	6.325555581437046 - 0.40350797613390926im
0.019376253733384908 + 0.0im	-23.111584864121095 - 7.10943212672675im	-0.0027329177316945453 + 0.0143490238311262im	-0.0027331707820940363 + 0.014349043762669463im	6.316916122578994 - 0.402481317251509im
0.019570016270718756 + 0.0im	-23.213538709409058 - 7.2340868300685015im	-0.0027449097916255184 + 0.014248096612871245im	-0.002745162391241244 + 0.01424811952186417im	6.308221502977393 - 0.40144657974873427im
0.019765716433425944 + 0.0im	-23.31581052457264 - 7.362448401168677im	-0.002757663205918309 + 0.014148252651522331im	-0.0027579153635193658 + 0.014148278402524975im	6.299471304841676 - 0.4004034143602908im
0.019963373597760202 + 0.0im	-23.41832790267388 - 7.494605827409003im	-0.0027711864849114115 + 0.014049457810441078im	-0.0027714385587972084 + 0.01404948626570216im	6.290665084830589 - 0.39935149396067726im
0.020163007333737805 + 0.0im	-23.521013936008693 - 7.6306480566350485im	-0.002785488850378732 + 0.013951677633754479im	-0.002785740834964651 + 0.013951708653533557im	6.281802373615745 - 0.3982905160274224im
0.020364637407075184 + 0.0im	-23.62377982107595 - 7.77066381544103im	-0.0028005761108839053 + 0.0138548774019043im	-0.002800828112359888 + 0.01385491084479048im	6.272882696014442 - 0.3972202049082773im
0.020568283781145936 + 0.0im	-23.726542831030024 - 7.914741417325481im	-0.002816455510598298 + 0.013759022184098241im	-0.002816707628002397 + 0.013759057907324866im	6.263905518565014 - 0.39614031387572074im
0.020773966618957394 + 0.0im	-23.82920836352755 - 8.062968560838183im	-0.0028331321718843097 + 0.013664076887305194im	-0.0028333844971733455 + 0.013664114747059882im	6.2548703298398065 - 0.3950506269538741im
0.020981706285146968 + 0.0im	-23.931677650764474 - 8.21543211787959im	-0.002850610227462268 + 0.013570006301486543im	-0.002850862845540699 + 0.01357004615321603im	6.245776603681591 - 0.3939509605047724im
0.02119152334799844 + 0.0im	-24.033850662052892 - 8.372217912355323im	-0.0028688931797418004 + 0.013476775140807263im	-0.002869146168546685 + 0.013476816839516292im	6.236623754910969 - 0.3928411645628894im
0.021403438581478425 + 0.0im	-24.135616772444596 - 8.533410489429757im	-0.0028879843939026094 + 0.013384348080623776im	-0.0028882378244661474 + 0.013384391481167457im	6.227411239692898 - 0.3917211239088178im
0.02161747296729321 + 0.0im	-24.236863751857207 - 8.699092875664693im	-0.002907885340573196 + 0.013292689790099947im	-0.0029081392771479744 + 0.013292734747469242im	6.218138491219617 - 0.39059075887509315im
0.021833647696966142 + 0.0im	-24.337472503450734 - 8.869346330370638im	-0.0029285971437135205 + 0.013201764960357604im	-0.0029288516438329163 + 0.013201811329957016im	6.208804826224988 - 0.3894500258792831im
0.022051984173935803 + 0.0im	-24.43731960481837 - 9.044250088539878im	-0.002950120025111652 + 0.013111538328122348im	-0.0029503751397069785 + 0.01311158596603981im	6.199409919188542 - 0.3882989176815945im
0.02227250401567516 + 0.0im	-24.536274599800077 - 9.22388109577221im	-0.0029724536869809586 + 0.013021974694880523im	-0.0029727094605625365 + 0.013022023458148537im	6.189953083194203 - 0.38713746336643057im
0.022495229055831914 + 0.0im	-24.634203860324657 - 9.40831373564481im	-0.002995596749468213 + 0.012933038941615864im	-0.0029958532202252214 + 0.012933088688463601im	6.180433769006703 - 0.38596572804947943im
0.022720181346390235 + 0.0im	-24.730965862881703 - 9.597619550018843im	-0.0030195480344035255 + 0.01284469603924644im	-0.0030198052342950985 + 0.012844746629342596im	6.170851432458884 - 0.3847838123140391im
0.02294738315985414 + 0.0im	-24.82641676124528 - 9.791866952814885im	-0.0030443041198536815 + 0.012756911054933012im	-0.003044562074884219 + 0.012756962349618641im	6.161205544513188 - 0.38359185138237956im
0.02317685699145268 + 0.0im	-24.920404497787953 - 9.991120937828962im	-0.003069861680983453 + 0.012669649154476763im	-0.0030701204113039063 + 0.012669701016987962im	6.151495595797677 - 0.382390014029985im
0.023408625561367205 + 0.0im	-25.01277403908627 - 10.195442781199114im	-0.0030962182101568637 + 0.012582875601069774im	-0.0030964777301689663 + 0.012582927896749854im	6.141721082489149 - 0.38117850125245356im
0.02364271181698088 + 0.0im	-25.10336075974964 - 10.404889739170248im	-0.0031233681410813216 + 0.012496555750703554im	-0.0031236284597290606 + 0.012496608347204313im	6.131881497237737 - 0.3799575446967359im
0.023879138935150687 + 0.0im	-25.191997614255655 - 10.61951474184118im	-0.0031513065465352532 + 0.012410655044578445im	-0.0031515676674367197 + 0.012410707812050423im	6.121976486308926 - 0.37872740487014533im
0.024117930324502195 + 0.0im	-25.2785145604523 - 10.83936608361357im	-0.003180028192965921 + 0.012325138998892595im	-0.0031802901146244177 + 0.012325191810163855im	6.112005571969682 - 0.3774883691422309im
0.024359109627747216 + 0.0im	-25.362732850078523 - 11.064487111096154im	-0.0032095292051518014 + 0.012239973192418364im	-0.0032097919208772395 + 0.012240025923161821im	6.10196837023776 - 0.37624074955614206im
0.02460270072402469 + 0.0im	-25.44446968360254 - 11.294915909250824im	-0.00323979527048524 + 0.012155123252301347im	-0.0032400587696722 + 0.012155175781190276im	6.09186452261571 - 0.3749848804674909im
0.024848727731264935 + 0.0im	-25.52353788010573 - 11.53068498659808im	-0.0032708266842928794 + 0.012070554838538496im	-0.003271090951024336 + 0.012070607047390219im	6.081693696363805 - 0.37372111602997216im
