w	self_d-self_d	selfc_d-self_d	self_d-selfc_d	selfc_d-selfc_d
-1.3978498992545174 + 0.0im	-0.0028814349963054266 - 1.0032387037809684e-5im	-9.102087582500656e-9 - 8.613348305518063e-9im	-9.099001303943436e-9 - 8.615415680132726e-9im	-0.01491444647140593 - 8.20538535280819e-5im
-1.3840098012420965 + 0.0im	-0.0029089263959479307 - 1.0471288398038512e-5im	-9.326266825269285e-9 - 9.01718014851449e-9im	-9.323073839789871e-9 - 9.01933026240168e-9im	-0.015085938313097168 - 8.579990443660515e-5im
-1.370306733903066 + 0.0im	-0.002936662727759209 - 1.092416145645763e-5im	-9.553558851364871e-9 - 9.43644242917595e-9im	-9.550254300934383e-9 - 9.438677195655602e-9im	-0.015259644102040303 - 8.968026357800943e-5im
-1.356739340498085 + 0.0im	-0.002964645689753427 - 1.1391196440416296e-5im	-9.783882012253803e-9 - 9.871588141368413e-9im	-9.780460837772247e-9 - 9.87390943353026e-9im	-0.015435601018139924 - 9.369822155781585e-5im
-1.3433062777208762 + 0.0im	-0.002992876933429598 - 1.1872575597882028e-5im	-1.0017157757661732e-8 - 1.0323081798193866e-8im	-1.0013614698210412e-8 - 1.0325491442427499e-8im	-0.015613839658117185 - 9.785712176675905e-5im
-1.330006215565224 + 0.0im	-0.003021358261071635 - 1.236847290333039e-5im	-1.0253391291350812e-8 - 1.0791400023668947e-8im	-1.0249720886236153e-8 - 1.0793899792932721e-8im	-0.015794399374958468 - 0.00010216036456462537im
-1.316837837193291 + 0.0im	-0.0030500912202405884 - 1.287905379189852e-5im	-1.049249634579577e-8 - 1.1277032190736438e-8im	-1.0488692911721212e-8 - 1.1279623797568177e-8im	-0.015977312506386007 - 0.00010661141202075889im
-1.3037998388052385 + 0.0im	-0.0030790777343429427 - 1.3404474923982733e-5im	-1.0734455531690581e-8 - 1.1780481107349905e-8im	-1.0730513177279275e-8 - 1.1783166196623007e-8im	-0.016162619772018286 - 0.00011121379324754982im
-1.2908909295101372 + 0.0im	-0.003108319328724433 - 1.3944883982389943e-5im	-1.0979208590022755e-8 - 1.230226375229998e-8im	-1.0975121209911837e-8 - 1.2305043893729834e-8im	-0.016350357874685886 - 0.000115971110364182im
-1.2781098311981556 + 0.0im	-0.003137817728602094 - 1.4500419504067426e-5im	-1.1226640275076335e-8 - 1.2842912062372015e-8im	-1.1222401539983487e-8 - 1.2845788742777664e-8im	-0.016540562632124108 - 0.00012088704512890536im
-1.2654552784140154 + 0.0im	-0.003167574835669208 - 1.5071210748335147e-5im	-1.1476847155037451e-8 - 1.3402973772336335e-8im	-1.147245051937365e-8 - 1.3405948387663959e-8im	-0.01673327746653992 - 0.00012596536627911171im
-1.2529260182316984 + 0.0im	-0.003197592347028877 - 1.565737760342792e-5im	-1.1729721300928974e-8 - 1.3983013309177562e-8im	-1.1725159991412084e-8 - 1.3986087156292526e-8im	-0.016928543218200736 - 0.00013120993761953976im
-1.2405208101303944 + 0.0im	-0.0032278719520023582 - 1.6259030533024986e-5im	-1.1985033606229592e-8 - 1.4583612741867412e-8im	-1.1980300624369338e-8 - 1.4586787010122626e-8im	-0.017126399096318655 - 0.00013662472690003825im
-1.2282384258716776 + 0.0im	-0.00325841549651219 - 1.687627056429761e-5im	-1.2243334487773887e-8 - 1.5205372787875904e-8im	-1.2238422597842103e-8 - 1.5208648550465432e-8im	-0.017326887174406218 - 0.00014221381552546446im
-1.2160776493778986 + 0.0im	-0.003289224819114035 - 1.7509189318844277e-5im	-1.250396319464176e-8 - 1.5848913877502136e-8im	-1.2498864939889774e-8 - 1.5852292082609107e-8im	-0.017530053010433366 - 0.00014798140914153678im
-1.2040372766117808 + 0.0im	-0.003320301563558709 - 1.815786908770878e-5im	-1.2767139594843238e-8 - 1.6514877276985987e-8im	-1.2761847287189434e-8 - 1.6518358738735227e-8im	-0.01773594144262164 - 0.00015393184914176182im
-1.1921161154572086 + 0.0im	-0.003351647619458176 - 1.8822382951486406e-5im	-1.303274327476979e-8 - 1.720392627123844e-8im	-1.3027248975556586e-8 - 1.7207511660464564e-8im	-0.017944595938217664 - 0.0001600696251419884im
-1.1803129856011967 + 0.0im	-0.0033832648129962996 - 1.9502794946320556e-5im	-1.3300747391368418e-8 - 1.791674740690089e-8im	-1.3295042949517552e-8 - 1.792043724174407e-8im	-0.018156064468893385 - 0.00016639938847066172im
-1.1686267184170265 + 0.0im	-0.0034151549493988366 - 2.0199160276378972e-5im	-1.357126898961932e-8 - 1.8654051796315535e-8im	-1.3565345996999016e-8 - 1.8657846432656632e-8im	-0.018370395964822733 - 0.0001729259667245329im
-1.1570561568485411 + 0.0im	-0.003447319946518697 - 2.0911525573169495e-5im	-1.3844176897292345e-8 - 1.9416576482856646e-8im	-1.3838026718990373e-8 - 1.942047610460554e-8im	-0.01858763799465013 - 0.00017965437944139084im
-1.1456001552955852 + 0.0im	-0.00347976163947439 - 2.163992920181954e-5im	-1.4119444950427528e-8 - 2.0205085867943132e-8im	-1.4113058715019978e-8 - 2.020909047719371e-8im	-0.018807841614448408 - 0.00018658985494338117im
-1.1342575795005794 + 0.0im	-0.003512481878979595 - 2.238440161419565e-5im	-1.4397023882534827e-8 - 2.102037319992158e-8im	-1.4390392484852536e-8 - 2.1024482606987726e-8im	-0.01903105884721814 - 0.00019373784840665884im
-1.1230273064362173 + 0.0im	-0.003545482668503539 - 2.314496574848394e-5im	-1.4676979852502664e-8 - 2.186326212488083e-8im	-1.46700939424476e-8 - 2.1867475938228772e-8im	-0.0192573406260497 - 0.00020110406121551824im
-1.1119082241942746 + 0.0im	-0.0035787658629898482 - 2.3921637474589365e-5im	-1.495923380740387e-8 - 2.2734608299334243e-8im	-1.4952083804892175e-8 - 2.2738925915426294e-8im	-0.019486743733584205 - 0.00020869446166175948im
-1.1008992318755193 + 0.0im	-0.0036123333709994596 - 2.4714426084443682e-5im	-1.524371134785542e-8 - 2.3635301064583482e-8im	-1.52362874456176e-8 - 2.363972165764963e-8im	-0.019719323953741343 - 0.00021651530705294014im
-1.089999239480712 + 0.0im	-0.003646187175879978 - 2.5523334826039117e-5im	-1.5530411430910995e-8 - 2.4566265182462515e-8im	-1.552270358738201e-8 - 2.4570787694215892e-8im	-0.019955135555854573 - 0.00022457316729630045im
-1.0792071678026853 + 0.0im	-0.003680329247849716 - 2.63483614797294e-5im	-1.5819352991157748e-8 - 2.552846263204935e-8im	-1.5811350929907605e-8 - 2.5533085761362716e-8im	-0.02019424121820673 - 0.00023287495002859553im
-1.0685219483194903 + 0.0im	-0.0037147616249150945 - 2.71894989750646e-5im	-1.611064668038787e-8 - 2.652289446683139e-8im	-1.6102339873921922e-8 - 2.652761665939139e-8im	-0.02043669762308532 - 0.00024142792736583035im
-1.0579425230886044 + 0.0im	-0.003749486155106079 - 2.8046736046150433e-5im	-1.640367981542711e-8 - 2.7550602731713652e-8im	-1.6395057578883026e-8 - 2.755542216967002e-8im	-0.020682567203853745 - 0.0002502397643509829im
-1.0474678446421826 + 0.0im	-0.003784505117394118 - 2.8920057923250913e-5im	-1.6699251380762496e-8 - 2.8612672439174712e-8im	-1.6690302749294037e-8 - 2.8617587030802495e-8im	-0.020931914913479496 - 0.0002593185491822478im
-1.037096875883349 + 0.0im	-0.003819820417702448 - 2.9809447058085713e-5im	-1.6996858406835157e-8 - 2.9710233603797627e-8im	-1.698757219824928e-8 - 2.971524097318886e-8im	-0.021184804311921723 - 0.00026867282530915545im
-1.026828589983514 + 0.0im	-0.0038554341398099336 - 3.071488388001364e-5im	-1.7296499489959123e-8 - 3.084446333433702e-8im	-1.7286864326092432e-8 - 3.084956081114022e-8im	-0.021441302241589244 - 0.0002783116254891412im
-1.016661970280707 + 0.0im	-0.0038913482978049805 - 3.163634758003985e-5im	-1.759790553065238e-8 - 3.201658798242802e-8im	-1.7587909833115176e-8 - 3.202177259165229e-8im	-0.02170147756348059 - 0.0002882445079027506im
-1.0065960101789178 + 0.0im	-0.003927565244177092 - 3.2573816919346054e-5im	-1.790164759374454e-8 - 3.322788534699707e-8im	-1.7891279552384272e-8 - 3.32331537988982e-8im	-0.02196540264043765 - 0.00029848159443171773im
-0.9966297130484334 + 0.0im	-0.003964086858303559 - 3.35272710588115e-5im	-1.8207165806784094e-8 - 3.4479686933401516e-8im	-1.8196413415191154e-8 - 3.448503561346645e-8im	-0.022233147195761686 - 0.0003090336112106369im
-0.9867620921271618 + 0.0im	-0.004000915379787202 - 3.449669040578188e-5im	-1.851439374469563e-8 - 3.5773380266300516e-8im	-1.8503244799233732e-8 - 3.577880522534724e-8im	-0.022504785672206658 - 0.0003199119315698689im
-0.9769921704229325 + 0.0im	-0.004038053048410031 - 3.548205747414398e-5im	-1.882372840245605e-8 - 3.7110411255248304e-8im	-1.8812170508577892e-8 - 3.711590819965658e-8im	-0.02278039563270776 - 0.00033112862149470995im
-0.9673189806167649 + 0.0im	-0.004075501949836678 - 3.648335775358783e-5im	-1.913434828614346e-8 - 3.849228661199662e-8im	-1.9122368877979556e-8 - 3.849785089408486e-8im	-0.02306005470221652 - 0.0003426964877336936im
-0.957741564967094 + 0.0im	-0.004113264406687018 - 3.7500580583779874e-5im	-1.9446969366610572e-8 - 3.992057631849981e-8im	-1.943455567032618e-8 - 3.992620292706311e-8im	-0.023343843302968306 - 0.0003546291286971947im
-0.9482589752149445 + 0.0im	-0.004151342560351666 - 3.853372002903589e-5im	-1.976064898294285e-8 - 4.139691614462992e-8im	-1.9747788080315563e-8 - 4.1402599695652534e-8im	-0.023631844181930425 - 0.0003669409882962754im
-0.9388702724900441 + 0.0im	-0.004189738733313747 - 3.9582775748972656e-5im	-2.0076081068539448e-8 - 4.2923010214629225e-8im	-2.0062759844647803e-8 - 4.292874494218455e-8im	-0.02392414249339942 - 0.0003796474128809295im
-0.9295745272178654 + 0.0im	-0.004228455206356796 - 4.064775386053101e-5im	-2.039279278117928e-8 - 4.4500633621353236e-8im	-2.0378997932822663e-8 - 4.450641336870308e-8im	-0.024220825511534788 - 0.00039276471144654516im
-0.9203708190275894 + 0.0im	-0.00426749417953921 - 4.1728667786707846e-5im	-2.071019090877569e-8 - 4.613163508738268e-8im	-2.0695909074750118e-8 - 4.613745329828647e-8im	-0.024521981855638714 - 0.0004063102192874985im
-0.9112582366609796 + 0.0im	-0.004306857920096131 - 4.282553908730414e-5im	-2.1028022054180117e-8 - 4.78179396721153e-8im	-2.1013239706851355e-8 - 4.782378938235855e-8im	-0.024827705252170124 - 0.00042030236528731006im
-0.902235877882158 + 0.0im	-0.004346549018913141 - 4.3938398266998555e-5im	-2.1346898408574693e-8 - 4.9561551523968304e-8im	-2.1331601800830335e-8 - 4.956742535311853e-8im	-0.025138090124354896 - 0.0004347607430456711im
-0.8933028493882752 + 0.0im	-0.004386569597862353 - 4.506728555608845e-5im	-2.1666135393822894e-8 - 5.1364556676846645e-8im	-2.1650310689914316e-8 - 5.1370446820243366e-8im	-0.02545323344580419 - 0.0004497061860539202im
-0.8844582667210645 + 0.0im	-0.0044269221389166315 - 4.621225165930395e-5im	-2.198548734537192e-8 - 5.322912589004208e-8im	-2.1969120674994463e-8 - 5.323502411102527e-8im	-0.025773237751996754 - 0.0004651608471421056im
-0.8757012541792718 + 0.0im	-0.004467608926542081 - 4.737335846819793e-5im	-2.2304540494929288e-8 - 5.5157517530726226e-8im	-2.228761760101723e-8 - 5.516341515310763e-8im	-0.026098201406862028 - 0.00048114828243263856im
-0.8670309447319523 + 0.0im	-0.004508632392092005 - 4.855067973274433e-5im	-2.262309325591615e-8 - 5.715208049818359e-8im	-2.2605600086673195e-8 - 5.715796839896091e-8im	-0.026428231827265936 - 0.0004976935400476215im
-0.858446479932626 + 0.0im	-0.004549994878187184 - 4.974430168793987e-5im	-2.2940589375673143e-8 - 5.9215257188891534e-8im	-2.2922511604774714e-8 - 5.9221125791207184e-8im	-0.02676343227931455 - 0.0005148232538291872im
-0.8499470098342832 + 0.0im	-0.004591698914808117 - 5.095432363139984e-5im	-2.325680479349656e-8 - 6.13495865014917e-8im	-2.3238128024923105e-8 - 6.135542576783173e-8im	-0.02710392363738462 - 0.000532565742344581im
-0.8415316929052309 + 0.0im	-0.004633746901111555 - 5.2180858448168635e-5im	-2.3571063858919063e-8 - 6.355770688059971e-8im	-2.355177358472711e-8 - 6.356350630622955e-8im	-0.02744981572444602 - 0.000550951113460124im
-0.8331996959457731 + 0.0im	-0.004676141321106856 - 5.3424033079224176e-5im	-2.3883393074573673e-8 - 6.584235939827184e-8im	-2.3863474760676594e-8 - 6.584810800490291e-8im	-0.02780122992868791 - 0.0005700113747805853im
-0.824950194005716 + 0.0im	-0.004718884496229008 - 5.468398893045144e-5im	-2.4191822013586953e-8 - 6.820639087177771e-8im	-2.4171261127119408e-8 - 6.821207720145501e-8im	-0.028158278136721702 - 0.0005897805502627698im
-0.8167823703026891 + 0.0im	-0.004761979077590565 - 5.596088221917828e-5im	-2.449758073963934e-8 - 7.065275701610647e-8im	-2.4476362495536353e-8 - 7.065836912530709e-8im	-0.028521093083165232 - 0.0006102948033241951im
-0.8086954161412763 + 0.0im	-0.004805427307395251 - 5.7254884255724474e-5im	-2.4798110849482937e-8 - 7.318452562936568e-8im	-2.477622065017306e-8 - 7.319005108329453e-8im	-0.02888980114125163 - 0.0006315925667794698im
-0.8006885308329468 + 0.0im	-0.004849231884267234 - 5.8566181657789114e-5im	-2.5094008592728724e-8 - 7.580487980890668e-8im	-2.5071431597898106e-8 - 7.581030567597393e-8im	-0.029264530307946485 - 0.0006537146799483613im
-0.792760921616779 + 0.0im	-0.004893395200951191 - 5.989497649591007e-5im	-2.5383990017648025e-8 - 7.851712119561114e-8im	-2.5360711412746385e-8 - 7.852243404207328e-8im	-0.029645416812580993 - 0.0006767045332903168im
-0.7849118035809693 + 0.0im	-0.004937919752750691 - 6.124148636865603e-5im	-2.5667133624798045e-8 - 8.132467324331695e-8im	-2.5643138565181984e-8 - 8.132985912806124e-8im	-0.030032599967450394 - 0.0007006082209303977im
-0.7771403995851182 + 0.0im	-0.004982808047943375 - 6.260594440666264e-5im	-2.5942818070776453e-8 - 8.423108450981736e-8im	-2.591809166731006e-8 - 8.423612897926629e-8im	-0.03042621715178969 - 0.0007254747014509218im
-0.7694459401832853 + 0.0im	-0.005028062576283031 - 6.398859920509122e-5im	-2.6209272869865032e-8 - 8.724003196525036e-8im	-2.6183800250478247e-8 - 8.724492004836111e-8im	-0.03082642051793758 - 0.0007513559673316019im
-0.7618276635478072 + 0.0im	-0.005073685843044538 - 6.538971468457429e-5im	-2.6465472497190444e-8 - 9.035532431298234e-8im	-2.64392387608069e-8 - 9.036004051631326e-8im	-0.03123336316194326 - 0.000778307223428326im
-0.7542848153938685 + 0.0im	-0.005119680285952921 - 6.680956988120729e-5im	-2.6710064264926382e-8 - 9.358090531728976e-8im	-2.6683054626879124e-8 - 9.358543362010392e-8im	-0.031647181242042806 - 0.0008063870748869003im
-0.7468166489048202 + 0.0im	-0.005166048553986474 - 6.824845866665209e-5im	-2.6942284714894976e-8 - 9.692085713124003e-8im	-2.6914484234949596e-8 - 9.692518098061235e-8im	-0.03206805053122488 - 0.0008356577248928528im
-0.7394224246582378 + 0.0im	-0.005212793004588579 - 6.970668939993171e-5im	-2.7160016070554067e-8 - 1.0037940361716818e-7im	-2.7131409825631036e-8 - 1.0038350592306315e-7im	-0.032496127776005405 - 0.0008661851826616399im
-0.7321014105527107 + 0.0im	-0.005259916201965375 - 7.11845845130065e-5im	-2.7362066836196853e-8 - 1.0396091365103383e-7im	-2.7332639956299534e-8 - 1.0396477678131367e-7im	-0.032931574117582935 - 0.0008980394820751269im
-0.7248528817353571 + 0.0im	-0.005307420665840883 - 7.26824800327372e-5im	-2.7546451143438232e-8 - 1.0766990440071521e-7im	-2.7516188779527697e-8 - 1.0767351017604235e-7im	-0.033374566329073596 - 0.0009312949113697898im
-0.7176761205300566 + 0.0im	-0.005355308847137098 - 7.420072504234778e-5im	-2.7711286612771223e-8 - 1.1151104456695957e-7im	-2.768017395200948e-8 - 1.1151437425554915e-7im	-0.03382527864191563 - 0.0009660302542797006im
-0.7105704163663926 + 0.0im	-0.005403583136726702 - 7.573968108599687e-5im	-2.7854557045923633e-8 - 1.1548915757424696e-7im	-2.7822579307029725e-8 - 1.1549219188642962e-7im	-0.0342838869456462 - 0.0010023290430325575im
-0.7035350657092996 + 0.0im	-0.005452246166459256 - 7.729972152055284e-5im	-2.7974092708693186e-8 - 1.1960922469725144e-7im	-2.794123513686382e-8 - 1.1961194377979622e-7im	-0.03475057487054523 - 0.0010402798235899194im
-0.6965693719894055 + 0.0im	-0.0055013003535463526 - 7.888123081913383e-5im	-2.8067611607016965e-8 - 1.2387638810687496e-7im	-2.8033859504873544e-8 - 1.2387877153702988e-7im	-0.03522553640993599 - 0.001079976433512896im
-0.6896726455340648 + 0.0im	-0.005550748144701042 - 8.04846038314205e-5im	-2.8132555347872327e-8 - 1.2829595381801539e-7im	-2.8097894059126136e-8 - 1.2829798059721576e-7im	-0.035708959924079665 - 0.0011215182928219285im
-0.682844203499074 + 0.0im	-0.005600591977794398 - 8.211024500616724e-5im	-2.8166427955184095e-8 - 1.3287339451928255e-7im	-2.8130842734894303e-8 - 1.328750430664773e-7im	-0.03620103982409907 - 0.0011650107082035567im
-0.6760833698010634 + 0.0im	-0.005650834356188785 - 8.375856758172978e-5im	-2.8165694624730438e-8 - 1.3761435226281864e-7im	-2.812917109017245e-8 - 1.3761560040736455e-7im	-0.0367019858410242 - 0.0012105651908981im
-0.6693894750505578 + 0.0im	-0.005701477673634826 - 8.542999275078285e-5im	-2.812797428194453e-8 - 1.4252464099019642e-7im	-2.8090498025507046e-8 - 1.4252546596426806e-7im	-0.037212000793957124 - 0.001258299788579788im
-0.6627618564857007 + 0.0im	-0.00575252444491241 - 8.712494880572077e-5im	-2.8050509762986586e-8 - 1.4761024886808683e-7im	-2.8012066037653977e-8 - 1.4761062729855133e-7im	-0.037731311774865724 - 0.00130833943151488im
-0.6561998579066344 + 0.0im	-0.005803976856292777 - 8.884387027151305e-5im	-2.7927385049896583e-8 - 1.5287734040498407e-7im	-2.7887959905378706e-8 - 1.5287724830468667e-7im	-0.03826009280983969 - 0.0013608162932534319im
-0.649702829610529 + 0.0im	-0.005855837526936027 - 9.058719703302044e-5im	-2.7757245185499213e-8 - 1.5833225831778582e-7im	-2.771682410607539e-8 - 1.583316710761962e-7im	-0.0387986121583928 - 0.0014158701660765293im
-0.6432701283272565 + 0.0im	-0.005908108784036242 - 9.23553734639653e-5im	-2.7535158884231672e-8 - 1.639815251144383e-7im	-2.7493727661015453e-8 - 1.6398041748760298e-7im	-0.039347071677541375 - 0.0014736488513827895im
-0.6369011171556995 + 0.0im	-0.005960793002384678 - 9.414884756488336e-5im	-2.7256873194793616e-8 - 1.698318443561858e-7im	-2.7214417683834347e-8 - 1.6983019045593714e-7im	-0.039905711992647384 - 0.001534308565155506im
-0.6305951655006926 + 0.0im	-0.006013892615286933 - 9.596807011747072e-5im	-2.6917858099339492e-8 - 1.7589010156022507e-7im	-2.6874364229337912e-8 - 1.7588787484259514e-7im	-0.040474760155882486 - 0.001598014358604887im
