w	A_d-A_d	Ac_d-A_d	A_d-Ac_d	Ac_d-Ac_d
-2.4269972666962745e-6 + 0.0im	-7.305919664681694 - 2.2704461978573236e-9im	1.1227825086410068 - 7.621212797830299e-10im	1.1227816531281543 - 8.67030399192876e-10im	15.227893288914231 - 2.673287982477261e-10im
-2.4029675907883904e-6 + 0.0im	-7.305999761953071 - 2.2718630465748885e-9im	1.1227666153084903 - 7.616038430534976e-10im	1.122765759809283 - 8.662589702845326e-10im	15.22755394629265 - 2.6466224215519246e-10im
-2.3791758324637527e-6 + 0.0im	-7.306079063289023 - 2.272500965855821e-9im	1.1227509074640298 - 7.608598509306523e-10im	1.1227500519783138 - 8.651993076514722e-10im	15.22721797672217 - 2.619974730907166e-10im
-2.3556196361027252e-6 + 0.0im	-7.306157576635405 - 2.272276749409911e-9im	1.1227353827129456 - 7.598611877937055e-10im	1.1227345272405667 - 8.638248333778245e-10im	15.226885346510501 - 2.593270960625272e-10im
-2.332296669408639e-6 + 0.0im	-7.30623530985785 - 2.271110286398178e-9im	1.1227200386953933 - 7.5858072971161e-10im	1.122719183236198 - 8.62109959888967e-10im	15.226556022305848 - 2.566438663454586e-10im
-2.3092046231768704e-6 + 0.0im	-7.306312270742646 - 2.268924653082664e-9im	1.122704873085793 - 7.569923750301979e-10im	1.1227040176396277 - 8.600301216593571e-10im	15.22622997109331 - 2.5394069789903943e-10im
-2.2863412110662085e-6 + 0.0im	-7.306388466997518 - 2.2656462024444977e-9im	1.1226898835922738 - 7.550710744935404e-10im	1.1226890281589863 - 8.575618064011753e-10im	15.225907160191403 - 2.512106721111923e-10im
-2.263704169372484e-6 + 0.0im	-7.306463906252475 - 2.2612046513874183e-9im	1.122675067956124 - 7.527928607693264e-10im	1.122674212535562 - 8.546825855918934e-10im	15.225587557248618 - 2.484470468260485e-10im
-2.2412912568044396e-6 + 0.0im	-7.30653859606058 - 2.2555331651354755e-9im	1.1226604239512523 - 7.501348772441577e-10im	1.1226595685432643 - 8.513711441958833e-10im	15.225271130239985 - 2.4564326561126627e-10im
-2.219100254261821e-6 + 0.0im	-7.306612543898768 - 2.2485684384278786e-9im	1.1226459493836611 - 7.470754059517112e-10im	1.1226450939880959 - 8.476073094332031e-10im	15.224957847463692 - 2.42792967217448e-10im
-2.1971289646156643e-6 + 0.0im	-7.3066857571686326 - 2.2402507731108616e-9im	1.1226316420909261 - 7.435938944946628e-10im	1.122630786707632 - 8.433720784475993e-10im	15.224647677537728 - 2.398899951797932e-10im
-2.1753752124907567e-6 + 0.0im	-7.306758243197194 - 2.2305241517261245e-9im	1.1226174999416836 - 7.396709818202405e-10im	1.1226166445705112 - 8.386476447257266e-10im	15.22434058939661 - 2.369284075100042e-10im
-2.1538368440502543e-6 + 0.0im	-7.3068300092376735 - 2.2193363066977314e-9im	1.1226035208351344 - 7.352885227091006e-10im	1.1226026654759331 - 8.334174231204335e-10im	15.224036552288057 - 2.339024864246962e-10im
-2.13251172678243e-6 + 0.0im	-7.3069010624702555 - 2.2066387847243607e-9im	1.122589702700547 - 7.304296108380658e-10im	1.1225888473531678 - 8.27666073332807e-10im	15.223735535769798 - 2.3080674805514946e-10im
-2.1113977492895345e-6 + 0.0im	-7.3069714100028405 - 2.192387005991498e-9im	1.1225760434967769 - 7.25078600278988e-10im	1.1225751881610713 - 8.213795217104282e-10im	15.22343750970635 - 2.2763595208219468e-10im
-2.0904928210787472e-6 + 0.0im	-7.307041058871787 - 2.176540317828292e-9im	1.1225625412117914 - 7.192211252986747e-10im	1.1225616858876104 - 8.145449812229605e-10im	15.223142444265847 - 2.2438511123933059e-10im
-2.0697948723551953e-6 + 0.0im	-7.307110016042641 - 2.1590620424465428e-9im	1.122549193862201 - 7.128441183283354e-10im	1.122548338549398 - 8.071509694807308e-10im	15.222850309916934 - 2.2104950062684726e-10im
-2.049301853817025e-6 + 0.0im	-7.307178288410891 - 2.1399195184143855e-9im	1.1225359994928048 - 7.059358259754582e-10im	1.122535144191232 - 7.991873246673928e-10im	15.222561077425622 - 2.1762466677975877e-10im
-2.0290117364525e-6 + 0.0im	-7.307245882802651 - 2.1190841355345795e-9im	1.122522956176136 - 6.984858229562338e-10im	1.1225221008856463 - 7.906452192639391e-10im	15.222274717852283 - 2.1410643643274097e-10im
-2.0089225113391088e-6 + 0.0im	-7.3073128059753945 - 2.0965313628169423e-9im	1.1225100620120225 - 6.904850238327061e-10im	1.1225092067324713 - 7.815171714483341e-10im	15.221991202548573 - 2.1049092492599512e-10im
-1.989032189444662e-6 + 0.0im	-7.307379064618677 - 2.0722407692560364e-9im	1.1224973151271527 - 6.819256924456274e-10im	1.1224964598583944 - 7.717970540627535e-10im	15.221710503154453 - 2.0677454419705025e-10im
-1.9693388014303584e-6 + 0.0im	-7.307444665354791 - 2.0461960371488105e-9im	1.1224847136746459 - 6.728014489414865e-10im	1.122483858416536 - 7.614801010487659e-10im	15.221432591595212 - 2.0295401030490442e-10im
-1.9498403974558e-6 + 0.0im	-7.307509614739483 - 2.018384967712148e-9im	1.1224722558336362 - 6.63107274300366e-10im	1.1224714005860308 - 7.505629112598434e-10im	15.221157440078567 - 1.9902635043464361e-10im
-1.9305350469859407e-6 + 0.0im	-7.307573919262645 - 1.9887994787872603e-9im	1.122459939808858 - 6.528395122800633e-10im	1.1224590845716138 - 7.39043449570136e-10im	15.220885021091714 - 1.9498890933270156e-10im
-1.911420838599941e-6 + 0.0im	-7.307637585348958 - 1.9574355944461787e-9im	1.1224477638302408 - 6.419958687012309e-10im	1.1224469086032167 - 7.269210452085321e-10im	15.220615307398498 - 1.9083935512523432e-10im
-1.892495879801922e-6 + 0.0im	-7.3077006193585845 - 1.9242934263452753e-9im	1.1224357261525153 - 6.305754080081523e-10im	1.1224348709355694 - 7.141963872575806e-10im	15.220348272036546 - 1.8657568447469014e-10im
-1.8737582968335862e-6 + 0.0im	-7.307763027587821 - 1.889377146701482e-9im	1.122423825054818 - 6.185785470500215e-10im	1.1224229698478092 - 7.008715172677589e-10im	15.220083888314454 - 1.821962270324855e-10im
-1.8552062344886993e-6 + 0.0im	-7.307824816269766 - 1.8526949527985463e-9im	1.1224120588403093 - 6.060070460382643e-10im	1.1224112036430982 - 6.86949818948821e-10im	15.219822129809067 - 1.77699649148789e-10im
-1.8368378559294051e-6 + 0.0im	-7.3078859915749295 - 1.8142590229630818e-9im	1.1224004258357951 - 5.928639966463887e-10im	1.1223995706482435 - 6.724360049114778e-10im	15.21956297036264 - 1.730849568037063e-10im
-1.8186513425043615e-6 + 0.0im	-7.307946559611911 - 1.7740854639831032e-9im	1.1223889243913585 - 5.791538072301021e-10im	1.1223880692133272 - 6.573361004443589e-10im	15.219306384080213 - 1.6835149772765858e-10im
-1.8006448935686747e-6 + 0.0im	-7.308006526428016 - 1.732194249975112e-9im	1.1223775528799922 - 5.648821851567946e-10im	1.122376697711345 - 6.416574243230277e-10im	15.219052345326835 - 1.63498962682395e-10im
-1.7828167263056186e-6 + 0.0im	-7.308065898009881 - 1.688609152739242e-9im	1.1223663096972416 - 5.500561162450598e-10im	1.1223654545378425 - 6.254085666597447e-10im	15.218800828724962 - 1.585273858779061e-10im
-1.7651650755501175e-6 + 0.0im	-7.308124680284089 - 1.6433576636755546e-9im	1.1223551932608538 - 5.346838413264881e-10im	1.1223543381105685 - 6.085993638145418e-10im	15.218551809151803 - 1.5343714450443763e-10im
-1.7476881936139776e-6 + 0.0im	-7.30818287911781 - 1.5964709073678367e-9im	1.1223442020104313 - 5.187748299535532e-10im	1.122343347465005 - 5.91240870400021e-10im	15.218305261736715 - 1.482289573628415e-10im
-1.730384350112849e-6 + 0.0im	-7.308240500319366 - 1.547983546974251e-9im	1.1223333344070918 - 5.023397512889343e-10im	1.1223324798693899 - 5.733453284239927e-10im	15.218061161858628 - 1.4290388258062555e-10im
-1.7132518317949e-6 + 0.0im	-7.308297549638851 - 1.4979336815966059e-9im	1.122322588933134 - 4.853904422229949e-10im	1.1223217344030196 - 5.549261336255897e-10im	15.217819485143512 - 1.3746331440523565e-10im
-1.6962889423711881e-6 + 0.0im	-7.308354032768726 - 1.4463627358317574e-9im	1.1223119640917094 - 4.679398727773427e-10im	1.1223111095690481 - 5.359977990717691e-10im	15.2175802074618 - 1.319089790703127e-10im
-1.679494002347711e-6 + 0.0im	-7.308409955344416 - 1.3933153417394978e-9im	1.1223014590021843 - 4.500021088633448e-10im	1.1223006038911587 - 5.165759160920848e-10im	15.217343304925988 - 1.2624292973487597e-10im
-1.6628653488591198e-6 + 0.0im	-7.308465322944859 - 1.3388392134912025e-9im	1.1222910710159744 - 4.315922724751248e-10im	1.1222902159132506 - 4.966771126402503e-10im	15.217108753888068 - 1.204675404995872e-10im
-1.646401335504079e-6 + 0.0im	-7.308520141093117 - 1.2829850149921666e-9im	1.1222807992936714 - 4.127264994068684e-10im	1.1222799441991227 - 4.763190091812062e-10im	15.216876530937146 - 1.1458549950841677e-10im
-1.6301003321822563e-6 + 0.0im	-7.308574415256918 - 1.2258062207980012e-9im	1.1222706424186675 - 3.934218945941647e-10im	1.1222697873321692 - 4.5552017221219547e-10im	15.216646612897016 - 1.0859980114812611e-10im
-1.613960724932927e-6 + 0.0im	-7.308628150849236 - 1.1673589706714748e-9im	1.122260598993651 - 3.7369648518855755e-10im	1.1222597439150805 - 4.343000655356039e-10im	15.216418976823734 - 1.0251373736200915e-10im
-1.5979809157751752e-6 + 0.0im	-7.3086813532288355 - 1.107701918150692e-9im	1.1222506676403086 - 3.535691714834455e-10im	1.1222498125695437 - 4.1267899941007553e-10im	15.216193600003306 - 9.633088809826643e-11im
-1.5821593225496783e-6 + 0.0im	-7.3087340277008295 - 1.0468960735222834e-9im	1.1222408469990337 - 3.33059675817897e-10im	1.1222399919359538 - 3.906780777145659e-10im	15.215970459949316 - 9.005511091717471e-11im
-1.5664943787620576e-6 + 0.0im	-7.308786179517237 - 9.850046416145329e-10im	1.1222311357286403 - 3.121884895928194e-10im	1.1222302806731264 - 3.683191432675679e-10im	15.215749534400599 - 8.369052978489488e-11im
-1.5509845334277798e-6 + 0.0im	-7.308837813877065 - 9.220928548445866e-10im	1.1222215325060847 - 2.909768185411979e-10im	1.1222206774580183 - 3.4562472145068576e-10im	15.215530801319012 - 7.724152308527399e-11im
-1.5356282509185938e-6 + 0.0im	-7.3088889359287865 - 8.582278019714592e-10im	1.1222120360261838 - 2.694465264007583e-10im	1.1222111809854511 - 3.2261796229198873e-10im	15.215314238887016 - 7.071271088433375e-11im
-1.520424010810489e-6 + 0.0im	-7.3089395507673585 - 7.934782530220186e-10im	1.1222026450013518 - 2.476200771434267e-10im	1.122201789967836 - 2.9932258117020706e-10im	15.215099825505671 - 6.410894148531502e-11im
-1.5053703077331574e-6 + 0.0im	-7.308989663437939 - 7.279144808707772e-10im	1.1221933581613213 - 2.2552047592130737e-10im	1.1221925031349116 - 2.7576279830573476e-10im	15.214887539792192 - 5.7435277315101735e-11im
-1.4904656512209479e-6 + 0.0im	-7.309039278934976 - 6.616080799658471e-10im	1.122184174252892 - 2.0317120889353697e-10im	1.1221833192334763 - 2.5196327720860717e-10im	15.214677360577884 - 5.069698018561332e-11im
-1.475708565565295e-6 + 0.0im	-7.309088402202952 - 5.946317827030164e-10im	1.1221750920396667 - 1.8059618210239184e-10im	1.1221742370271364 - 2.2794906225715912e-10im	15.21446926690591 - 4.389949597630516e-11im
-1.4610975896686088e-6 + 0.0im	-7.309137038136901 - 5.270592739573845e-10im	1.1221661103017981 - 1.5781965957025407e-10im	1.1221652552960442 - 2.0374551558381446e-10im	15.214263238029146 - 3.7048438786218804e-11im
-1.4466312768996125e-6 + 0.0im	-7.309185191582904 - 4.5896500428755947e-10im	1.1221572278357392 - 1.3486620079167993e-10im	1.1221563728366566 - 1.7937825344659122e-10im	15.214059253408095 - 3.0149574606131464e-11im
-1.4323081949501115e-6 + 0.0im	-7.309232867338585 - 3.9042400233087737e-10im	1.1221484434540006 - 1.1176059779664497e-10im	1.1221475884614835 - 1.5487308226624753e-10im	15.213857292708733 - 2.3208804563187533e-11im
-1.4181269256931798e-6 + 0.0im	-7.3092800701536165 - 3.215116869095928e-10im	1.1221397559849045 - 8.852781196226908e-11im	1.1221389009988503 - 1.3025593450967818e-10im	15.21365733580045 - 1.623214779201443e-11im
-1.4040860650427523e-6 + 0.0im	-7.309326804730181 - 2.523036793675779e-10im	1.122131164272351 - 6.519291075082191e-11im	1.1221303092926591 - 1.055528046001799e-10im	15.213459362753987 - 9.225723987685751e-12im
-1.3901842228146062e-6 + 0.0im	-7.309373075723471 - 1.828756166546651e-10im	1.1221226671755835 - 4.1781004551640994e-11im	1.1221218122021548 - 8.078968503449485e-11im	15.213263353839373 - 2.195735697021089e-12im
-1.3764200225887189e-6 + 0.0im	-7.309418887742161 - 1.1330296567156776e-10im	1.1221142635689607 - 1.8317183803783e-11im	1.1221134086016977 - 5.599250288523637e-11im	15.213069289523931 + 4.851549594417214e-12im
-1.362792101572989e-6 + 0.0im	-7.309464245348863 - 4.366083938226165e-11im	1.122105952341728 + 5.173543425241326e-12im	1.1221050973805344 - 3.118705686530338e-11im	15.2128771504703 + 1.1909817521629455e-11im
-1.3492991104683058e-6 + 0.0im	-7.3095091530606195 + 2.5976184807028077e-11im	1.1220977323977996 + 2.8666313231353516e-11im	1.1220968774425817 - 6.3989551283433255e-12im	15.212686917534397 + 1.8972724987393053e-11im
-1.3359397133349562e-6 + 0.0im	-7.309553615349331 + 9.553424391253122e-11im	1.1220896026555363 + 5.2136466865829214e-11im	1.1220887477062027 + 1.8346446023869906e-11im	15.212498571763497 + 2.6033918338835994e-11im
-1.3227125874603525e-6 + 0.0im	-7.309597636642241 + 1.6494036500261756e-10im	1.1220815620475353 + 7.555961075987387e-11im	1.1220807071039944 + 4.302410235996879e-11im	15.21231209439432 + 3.308705151488701e-11im
-1.3096164232280718e-6 + 0.0im	-7.309641221322375 + 2.3412263712626437e-10im	1.1220736095204142 + 9.891167541828433e-11im	1.1220727545825784 + 6.760934070052302e-11im	15.212127466851072 + 4.012580410642216e-11im
-1.2966499239881899e-6 + 0.0im	-7.309684373728984 + 3.0301037908802516e-10im	1.1220657440346096 + 1.22168973022926e-10im	1.1220648891023903 + 9.207791650440236e-11im	15.21194467074357 + 4.7143899271441735e-11im
-1.2838118059289008e-6 + 0.0im	-7.309727098157989 + 3.7153430263239527e-10im	1.1220579645641662 + 1.453082535915179e-10im	1.1220571096374803 + 1.1640606990699005e-10im	15.211763687865357 + 5.4135121448333224e-11im
-1.2711007979494069e-6 + 0.0im	-7.309769398862427 + 4.3962667061701197e-10im	1.1220502700965418 + 1.6830675954248873e-10im	1.1220494151753055 + 1.405705800629367e-10im	15.211584500191865 + 6.109333381121151e-11im
-1.2585156415340661e-6 + 0.0im	-7.309811280052866 + 5.072214497716344e-10im	1.122042659632407 + 1.9114227852230434e-10im	1.1220418047165386 + 1.6454881765215723e-10im	15.211407089878547 + 6.801249541244483e-11im
-1.2460550906277882e-6 + 0.0im	-7.309852745897856 + 5.742544576584467e-10im	1.1220351321854511 + 2.137931943577125e-10im	1.1220342772748721 + 1.8831879541418214e-10im	15.211231439259103 + 7.488667795877764e-11im
-1.2337179115126616e-6 + 0.0im	-7.309893800524331 + 6.406635034688308e-10im	1.122027686782194 + 2.3623853600176617e-10im	1.1220268318768258 + 2.1185921658270849e-10im	15.211057530843613 + 8.171008216894382e-11im
-1.2215028826858036e-6 + 0.0im	-7.309934448018042 + 7.063885223120765e-10im	1.1220203224617935 + 2.5845802434920345e-10im	1.12201946756156 + 2.3514952109923136e-10im	15.210885347316832 + 8.847705366230635e-11im
-1.2094087947384193e-6 + 0.0im	-7.309974692423972 + 7.713717026725991e-10im	1.1220130382758637 + 2.8043211680375996e-10im	1.1220121853036287 + 2.58169929491899e-10im	15.210714871536373 + 9.518209832984637e-11im
-1.1974344502360588e-6 + 0.0im	-7.310014537746737 + 8.355576067340162e-10im	1.1220058332882945 + 3.0214204948728837e-10im	1.1220049803210423 + 2.8090148431328673e-10im	15.210546086530984 + 1.018198971407705e-10im
-1.1855786636000582e-6 + 0.0im	-7.310053987951005 + 8.988932832907416e-10im	1.1219987065750685 + 3.235698769880249e-10im	1.1219978536127297 + 3.033260890384842e-10im	15.21037897549882 + 1.0838532034006495e-10im
-1.1738402609901566e-6 + 0.0im	-7.3100930469618906 + 9.61328372990453e-10im	1.1219916572240896 + 3.4469850955304117e-10im	1.1219908042665945 + 3.2542654433276747e-10im	15.210213521805722 + 1.1487344099451625e-10im
-1.1622180801882738e-6 + 0.0im	-7.310131718665358 + 1.0228152056740288e-9im	1.1219846862579212 + 3.6551174763776666e-10im	1.121983831386423 + 3.471865816061637e-10im	15.210049708983577 + 1.212795478470141e-10im
-1.1507109704834394e-6 + 0.0im	-7.310170006908606 + 1.0833088896028721e-9im	1.1219777889419549 + 3.8599431373345115e-10im	1.1219769340746522 + 3.685908937803114e-10im	15.20988752072856 + 1.2759915744134643e-10im
-1.1393177925578608e-6 + 0.0im	-7.310207915500478 + 1.1427673923872494e-9im	1.1219709663217459 + 4.061318814015167e-10im	1.121970111458514 + 3.896251632012591e-10im	15.209726940899552 + 1.338280254821829e-10im
-1.1280374183741195e-6 + 0.0im	-7.310245448211825 + 1.2011516134530277e-9im	1.1219642175311708 + 4.2591110145192084e-10im	1.1219633626718828 + 4.1027608664005564e-10im	15.209567953516457 + 1.3996215739750368e-10im
-1.1168687310634845e-6 + 0.0im	-7.310282608775909 + 1.2584254479080128e-9im	1.121957541716408 + 4.4531962521087765e-10im	1.121956686859716 + 4.3053139733131087e-10im	15.209410542758597 + 1.4599781807335857e-10im
-1.1058106248153311e-6 + 0.0im	-7.310319400888757 + 1.3145558416929725e-9im	1.1219509380301373 + 4.643461248315163e-10im	1.1219500831778904 + 4.503798840081583e-10im	15.20925469296312 + 1.5193154073353598e-10im
-1.0948620047676546e-6 + 0.0im	-7.31035582820956 + 1.3695128379261645e-9im	1.121944405640912 + 4.829803106093276e-10im	1.121943550793051 + 4.698114069003387e-10im	15.209100388623387 + 1.5776013493945031e-10im
-1.084021786898668e-6 + 0.0im	-7.310391894361039 + 1.4232696143739213e-9im	1.1219379437259838 + 5.012129452724901e-10im	1.121937088882452 + 4.888169106703627e-10im	15.20894761438741 + 1.6348069368834628e-10im
-1.0732888979194733e-6 + 0.0im	-7.310427602929783 + 1.475802512003225e-9im	1.121931551473065 + 5.190358552253622e-10im	1.1219306966338054 + 5.073884342708619e-10im	15.208796355056291 + 1.6909059959071658e-10im
-1.0626622751677954e-6 + 0.0im	-7.310462957466656 + 1.5270910545956443e-9im	1.1219252280801755 + 5.364419387316169e-10im	1.1219243732451336 + 5.255191177143912e-10im	15.208646595582689 + 1.7458753011067878e-10im
-1.0521408665027677e-6 + 0.0im	-7.310497961487136 + 1.5771179594248508e-9im	1.1219189727554986 + 5.534251710315485e-10im	1.1219181179246211 + 5.432032057549114e-10im	15.208498321069305 + 1.7996946185589334e-10im
-1.04172363020076e-6 + 0.0im	-7.310532618471649 + 1.6258691390228166e-9im	1.1219127847172348 + 5.699806063961342e-10im	1.1219119298904694 + 5.604360484881624e-10im	15.20835151676733 + 1.8523467390648213e-10im
-1.0314095348522376e-6 + 0.0im	-7.310566931865973 + 1.6733336940820366e-9im	1.1219066631935297 + 5.861043771283013e-10im	1.121905808370826 + 5.772140988858826e-10im	15.208206168075009 + 1.9038175017525275e-10im
-1.0211975592596412e-6 + 0.0im	-7.310600905081533 + 1.719503897563287e-9im	1.1219006074219742 + 6.01793689529716e-10im	1.121899752603283 + 5.935349072865874e-10im	15.20806226053612 + 1.954095807944129e-10im
-1.0110866923362784e-6 + 0.0im	-7.3106345414957685 + 1.7643751700999535e-9im	1.1218946166502033 + 6.170468168590445e-10im	1.1218937618354763 + 6.093971128731096e-10im	15.207919779838551 + 2.0031736252679494e-10im
-1.0010759330062162e-6 + 0.0im	-7.3106678444524915 + 1.8079460468112822e-9im	1.121888690135005 + 6.318630893152403e-10im	1.1218878353241948 + 6.248004321745697e-10im	15.207778711812797 + 2.051045982024557e-10im
1.0010759330062162e-6 + 0.0im	-7.317320762953261 - 6.58560181768172e-10im	1.1208019300285468 + 2.782855476359597e-10im	1.1208010760032543 + 2.9772611992719994e-10im	15.179601013462868 - 3.92238149949858e-10im
1.0110866923362784e-6 + 0.0im	-7.317353993354091 - 5.897337881750225e-10im	1.1207969876249082 + 2.567135543842544e-10im	1.1207961336033205 + 2.76398186168513e-10im	15.179460286817084 - 4.0208443399369165e-10im
1.0211975592596412e-6 + 0.0im	-7.317387555757704 - 5.192100095676377e-10im	1.1207920007483165 + 2.346778756082103e-10im	1.1207911467304614 + 2.5460368201800314e-10im	15.179318154362317 - 4.1261546386891316e-10im
1.0314095348522376e-6 + 0.0im	-7.317421453478728 - 4.4703907714459147e-10im	1.120786969053396 + 2.1220076977542676e-10im	1.120786115039301 + 2.3236462937545774e-10im	15.179174602067075 - 4.2386546100658455e-10im
1.04172363020076e-6 + 0.0im	-7.317455689864841 - 3.732741975143215e-10im	1.1207818921933068 + 1.893055038881396e-10im	1.1207810381830012 + 2.097040556319532e-10im	15.179029615760038 - 4.3586868679947693e-10im
1.0521408665027677e-6 + 0.0im	-7.317490268297104 - 2.9797149571049314e-10im	1.1207767698197741 + 1.6601631499527976e-10im	1.120775915813286 + 1.866459550948677e-10im	15.178883181128606 - 4.4865932015783976e-10im
1.0626622751677954e-6 + 0.0im	-7.317525192190292 - 2.2118995225223354e-10im	1.1207716015831095 + 1.4235836845247235e-10im	1.1207707475804671 + 1.6321524713023272e-10im	15.178735283717538 - 4.6227132709890117e-10im
1.0732888979194733e-6 + 0.0im	-7.317560464993234 - 1.4299133441841832e-10im	1.1207663871322406 + 1.1835771298710083e-10im	1.1207655331334736 + 1.3943773107858666e-10im	15.178585908927516 - 4.767383223633799e-10im
1.084021786898668e-6 + 0.0im	-7.317596090189152 - 6.344012191946183e-11im	1.1207611261147408 + 9.404123263594445e-11im	1.1207602721198782 + 1.1534003801103938e-10im	15.178435042013705 - 4.920934230876552e-10im
1.0948620047676546e-6 + 0.0im	-7.317632071295993 + 1.739657283673433e-11im	1.1207558181768555 + 6.943659563326758e-11im	1.1207549641859278 + 9.094957940283902e-11im	15.178282668084316 - 5.083690945981323e-10im
1.1058106248153311e-6 + 0.0im	-7.31766841186679 + 9.944908967607881e-11im	1.1207504629635383 + 4.4572200337599134e-11im	1.120749608976575 + 6.62944928122886e-11im	15.178128772099132 - 5.255969884346713e-10im
1.1168687310634845e-6 + 0.0im	-7.317705115489997 + 1.826453105674308e-10im	1.1207450601184767 + 1.947711829580646e-11im	1.1207442061355077 + 4.1403584663453304e-11im	15.177973338868023 - 5.43807772752981e-10im
1.1280374183741195e-6 + 0.0im	-7.317742185789854 + 2.669107542806867e-10im	1.1207396092841295 - 5.818965446648392e-12im	1.1207387553051857 + 1.6306270241607332e-11im	15.1778163530495 - 5.630309553011087e-10im
1.1393177925578608e-6 + 0.0im	-7.3177796264267405 + 3.5216867555649814e-10im	1.1207341101017598 - 3.128581467006569e-11im	1.1207332561268721 - 8.967488979069139e-12im	15.17765779914915 - 5.832946992131121e-10im
1.1507109704834394e-6 + 0.0im	-7.317817441097533 + 4.3834016854337267e-10im	1.1207285622114713 - 5.6892706810102714e-11im	1.120727708240671 - 3.4387250545613753e-11im	15.177497661518153 - 6.046256319130513e-10im
1.1622180801882738e-6 + 0.0im	-7.31785563353596 + 5.253442742518354e-10im	1.1207229652522448 - 8.260850015300727e-11im	1.1207221112855634 - 5.992215863381378e-11im	15.17733592435171 - 6.270486474749231e-10im
1.1738402609901566e-6 + 0.0im	-7.31789420751299 + 6.130980917708101e-10im	1.1207173188619761 - 1.0840170324684592e-10im	1.1207164648994459 - 8.554101390243849e-11im	15.177172571687544 - 6.505867028387049e-10im
1.1855786636000582e-6 + 0.0im	-7.317933166837188 + 7.015168929877307e-10im	1.1207116226775184 - 1.3424054636904207e-10im	1.1207107687191713 - 1.1121234543312692e-10im	15.177007587404272 - 6.752606083392852e-10im
1.1974344502360588e-6 + 0.0im	-7.317972515355089 + 7.905142405515159e-10im	1.1207058763347206 - 1.6009305488061413e-10im	1.1207050223805883 - 1.369044845847256e-10im	15.176840955219872 - 7.010888130634772e-10im
1.2094087947384193e-6 + 0.0im	-7.318012256951585 + 8.800021088161561e-10im	1.1207000794684692 - 1.8592712428768671e-10im	1.1206992255185857 - 1.6258564058073876e-10im	15.176672658690048 - 7.280871856104781e-10im
1.2215028826858036e-6 + 0.0im	-7.318052395550302 + 9.698910075023062e-10im	1.1206942317127375 - 2.1171059682112236e-10im	1.120693377767135 - 1.8822397763858655e-10im	15.176502681206625 - 7.562687908927106e-10im
1.2337179115126616e-6 + 0.0im	-7.318092935113987 + 1.0600901078148443e-9im	1.120688332700626 - 2.374113393355403e-10im	1.120687478759338 - 2.1378769343948703e-10im	15.176331005995927 - 7.856436636768183e-10im
1.2460550906277882e-6 + 0.0im	-7.318133879644894 + 1.1505073707558223e-9im	1.1206823820644107 - 2.6299732231955426e-10im	1.1206815281274725 - 2.3924509872807143e-10im	15.176157616117113 - 8.162185796284605e-10im
1.2585156415340661e-6 + 0.0im	-7.318175233185188 + 1.241049677374428e-9im	1.1206763794355952 - 2.8843669979975014e-10im	1.12067552550304 - 2.6456469782127607e-10im	15.175982494460536 - 8.479968246890181e-10im
1.2711007979494069e-6 + 0.0im	-7.318216999817331 + 1.3316229606985395e-9im	1.1206703244449574 - 3.1369788991185245e-10im	1.1206694705168203 - 2.8971526979669325e-10im	15.175805623746042 - 8.809779636772989e-10im
1.2838118059289008e-6 + 0.0im	-7.318259183664488 + 1.422132339096054e-9im	1.1206642167226026 - 3.387496559036248e-10im	1.120663362798918 - 3.1466595012141844e-10im	15.175626986521285 - 9.151576090742888e-10im
1.2966499239881899e-6 + 0.0im	-7.31830178889094 + 1.5124822508182016e-9im	1.1206580558980186 - 3.6356118732536485e-10im	1.1206572019788217 - 3.3938631247348764e-10im	15.175446565159994 - 9.505271910137e-10im
1.3096164232280718e-6 + 0.0im	-7.318344819702484 + 1.6025765894817291e-9im	1.1206518416001297 - 3.8810218115551075e-10im	1.1206509876854562 - 3.6384645049941e-10im	15.175264341860256 - 9.870737295650259e-10im
1.3227125874603525e-6 + 0.0im	-7.318388280346851 + 1.692318840251603e-9im	1.120645573457356 - 4.123429226006884e-10im	1.1206447195472409 - 3.8801705924289663e-10im	15.175080298642765 - 1.0247796104587736e-9im
1.3359397133349562e-6 + 0.0im	-7.3184321751141255 + 1.7816122164913105e-9im	1.1206392510976684 - 4.3625436530187416e-10im	1.12063839719215 - 4.118695159720031e-10im	15.17489441734906 - 1.063622365464865e-9im
1.3492991104683058e-6 + 0.0im	-7.318476508337162 + 1.8703597966530172e-9im	1.1206328741486573 - 4.5980821067086553e-10im	1.1206320202477704 - 4.353759601242212e-10im	15.174706679639723 - 1.103574458694592e-9im
1.362792101572989e-6 + 0.0im	-7.318521284392014 + 1.958464661185474e-9im	1.1206264422375858 - 4.829769860743595e-10im	1.1206255883413692 - 4.5850937208198004e-10im	15.174517066992612 - 1.144603080153486e-9im
1.3764200225887189e-6 + 0.0im	-7.3185665076983835 + 2.045830029243121e-9im	1.1206199549914646 - 5.05734121576411e-10im	1.1206191010999547 - 4.81243650484329e-10im	15.174325560700982 - 1.1866699479263537e-9im
1.3901842228146062e-6 + 0.0im	-7.318612182720015 + 2.1323593949852677e-9im	1.1206134120371118 - 5.280540249441422e-10im	1.120612558150347 - 5.035536877745045e-10im	15.174132141871706 - 1.229731120426296e-9im
