w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-1.7226989496567575 + 0.0im	-0.174131044031138 - 0.00014932807395923018im	1.6698599675689414e-5 + 6.672020161124071e-8im	1.661605783547527e-5 + 3.80389821435523e-8im	-0.09367268325877516 - 7.949027714664533e-5im
-1.7056425244126312 + 0.0im	-0.17552980670121596 - 0.00015770692184045295im	1.685284548314703e-5 + 7.043698637833686e-8im	1.6768250660426974e-5 + 4.0152774978261866e-8im	-0.09450936048365717 - 8.44487042554669e-5im
-1.6887549746659716 + 0.0im	-0.17693721224344025 - 0.0001664602225784276im	1.7008371258213344e-5 + 7.432195750175582e-8im	1.6921673893387764e-5 + 4.236149160210559e-8im	-0.09535265666626032 - 8.964336416610022e-5im
-1.6720346283821501 + 0.0im	-0.17835330984760037 - 0.00017559881961066442im	1.7165178674731443e-5 + 7.838036924934795e-8im	1.7076329792263577e-5 + 4.466802874323791e-8im	-0.09620260568091112 - 9.508139996510812e-5im
-1.6554798300813367 + 0.0im	-0.17977809238619818 - 0.00018513353276986051im	1.732326994138742e-5 + 8.261751313554095e-8im	1.7232222205515378e-5 + 4.7075297380269666e-8im	-0.09705923961745504 - 0.00010076994646442112im
-1.6390889406745908 + 0.0im	-0.1812115542316725 - 0.00019507513668218273im	1.7482647357672004e-5 + 8.703871168902166e-8im	1.7389354333429902e-5 + 4.958621884796539e-8im	-0.09792258499261644 - 0.00010671611656707648im
-1.622860337301575 + 0.0im	-0.182653686659982 - 0.0002054343384228977im	1.7643313075293768e-5 + 9.164931203232991e-8im	1.754772943585949e-5 + 5.22037208263749e-8im	-0.09879266879281343 - 0.00011292698722176667im
-1.6067924131698763 + 0.0im	-0.18410449109213992 - 0.0002162217544781592im	1.780527081114669e-5 + 9.645467929515035e-8im	1.7707351549529733e-5 + 5.493073322592394e-8im	-0.09966953311531508 - 0.00011940958500490476im
-1.5908835773959171 + 0.0im	-0.18556398114902362 - 0.0002274478870671724im	1.7968520747017564e-5 + 1.0146018988500008e-7im	1.7868222889260873e-5 + 5.777018398211284e-8im	-0.10055319744516096 - 0.00012617087137260983im
-1.5751322548474427 + 0.0im	-0.18703214477861066 - 0.00023912309988435602im	1.8133065959849518e-5 + 1.0667122464090131e-7im	1.8030349373878534e-5 + 6.072499477457189e-8im	-0.1014436959853119 - 0.00013321772762869597im
-1.559536885987567 + 0.0im	-0.18850898246132647 - 0.00025125759332651456im	1.829890874248926e-5 + 1.1209316189746324e-7im	1.8193729610965645e-5 + 6.379807668630655e-8im	-0.10234105883425011 - 0.00014055693965837188im
-1.5440959267203633 + 0.0im	-0.18999449031200866 - 0.00026386137927533954im	1.84660513321487e-5 + 1.1773137048857819e-7im	1.8358369014644423e-5 + 6.699232582000919e-8im	-0.10324531504638583 - 0.0001481951824809066im
-1.5288078482379834 + 0.0im	-0.19148867099118153 - 0.0002769442555107821im	1.8634495712881518e-5 + 1.2359120272165103e-7im	1.852427053309443e-5 + 7.031061888932629e-8im	-0.10415649385338162 - 0.00015613900467796593im
-1.5136711368692906 + 0.0im	-0.19299150459439354 - 0.000290515779835928im	1.8804243905552146e-5 + 1.2967798735488945e-7im	1.8691437092561463e-5 + 7.375580880392565e-8im	-0.10507462490635214 - 0.0001643948127576459im
-1.4986842939299907 + 0.0im	-0.19450298100034752 - 0.00030458524399892985im	1.8975295151467716e-5 + 1.3599702261170752e-7im	1.8859869914179184e-5 + 7.733072026811403e-8im	-0.1059997366192541 - 0.00017296885551740102im
-1.483845835574248 + 0.0im	-0.1960231192454437 - 0.0003191616475022585im	1.9147655755945836e-5 + 1.425535692676848e-7im	1.9029574634670363e-5 + 8.103814541359085e-8im	-0.10693185531701367 - 0.00018186720847204976im
-1.4691542926477703 + 0.0im	-0.19755189313992788 - 0.0003342536713940332im	1.9321324599600068e-5 + 1.4935284384679558e-7im	1.920055182394915e-5 + 8.488083948768802e-8im	-0.10787100750633521 - 0.0001910957584158279im
-1.4546082105423468 + 0.0im	-0.1990892958968264 - 0.00034986965214036384im	1.9496302570530355e-5 + 1.5640001196472768e-7im	1.9372803828013487e-5 + 8.886151661912659e-8im	-0.10881722701840732 - 0.00020066018819000806im
-1.4402061490518285 + 0.0im	-0.20063531732539025 - 0.0003660175556815391im	1.9672591117027262e-5 + 1.6370018185807472e-7im	1.95463330085545e-5 + 9.298284568390909e-8im	-0.10977053803973748 - 0.0002105659617298864im
-1.4259466822295332 + 0.0im	-0.2021899471574242 - 0.00038270495177840965im	1.985019115647224e-5 + 1.7125839813895e-7im	1.972114141307449e-5 + 9.724744629445875e-8im	-0.11073096763119701 - 0.0002208183094669418im
-1.4118283982470625 + 0.0im	-0.2037531701799034 - 0.00039993898875845957im	2.0029103308211755e-5 + 1.7907963581515662e-7im	1.989723087789757e-5 + 1.0165788493549643e-7im	-0.11169854301209767 - 0.00023142221416365524im
-1.3978498992545174 + 0.0im	-0.20532498991498738 - 0.00041772636877375154im	2.0209328573045124e-5 + 1.8716879461642947e-7im	2.0074603238300716e-5 + 1.0621667127041745e-7im	-0.11267328975537995 - 0.000242382397259814im
-1.3840098012420965 + 0.0im	-0.20690534839112992 - 0.00043607332368519555im	2.039086839058202e-5 + 1.9553069366741615e-7im	2.0253261148641067e-5 + 1.1092625464206845e-7im	-0.1136552368136461 - 0.00025370330581011186im
-1.370306733903066 + 0.0im	-0.20849427030104561 - 0.00045498559168929997im	2.0573720462440186e-5 + 2.041700665479958e-7im	2.043320421311194e-5 + 1.1578902079184531e-7im	-0.1146444034116929 - 0.00026538910009342583im
-1.356739340498085 + 0.0im	-0.2100917271904539 - 0.00047446839480480476im	2.075788675402894e-5 + 2.1309155678122417e-7im	2.0614433251770732e-5 + 1.2080728882090732e-7im	-0.11564082109496662 - 0.00027744364197434325im
-1.3433062777208762 + 0.0im	-0.2116977009575637 - 0.000494526417337224im	2.0943367497029372e-5 + 2.2229971378862173e-7im	2.0796954124869216e-5 + 1.259833084170369e-7im	-0.11664451452459182 - 0.00028987048409723074im
-1.330006215565224 + 0.0im	-0.21331217286281334 - 0.0005151637854393667im	2.1130160698386207e-5 + 2.3179898935170368e-7im	2.098076303635211e-5 + 1.3131925737026763e-7im	-0.1176555064833483 - 0.00030267285999242984im
-1.316837837193291 + 0.0im	-0.21493512324715158 - 0.0005363840478853615im	2.1318267078394402e-5 + 2.4159373461755174e-7im	2.1165862597743917e-5 + 1.368172393998332e-7im	-0.11867382265304897 - 0.0003158536751729829im
-1.3037998388052385 + 0.0im	-0.21656653158663525 - 0.0005581901581744626im	2.1507686250151136e-5 + 2.5168819768486724e-7im	2.135225366125409e-5 + 1.4247928231427281e-7im	-0.11969948753669628 - 0.0003294154992985997im
-1.2908909295101372 + 0.0im	-0.21820637565192572 - 0.0005805844580790565im	2.1698420874292528e-5 + 2.620865218052892e-7im	2.1539936961187258e-5 + 1.4830733652565124e-7im	-0.1207325253144474 - 0.000343360559481424im
-1.2781098311981556 + 0.0im	-0.21985463413032394 - 0.0006035686627487097im	2.18904595180892e-5 + 2.727927442328528e-7im	2.172891244028122e-5 + 1.5430327393780834e-7im	-0.12177295931328672 - 0.00035769073480545403im
-1.2654552784140154 + 0.0im	-0.22151128295771644 - 0.0006271438474788355im	2.208381248768794e-5 + 2.838107957522398e-7im	2.191918136607376e-5 + 1.6046888722735714e-7im	-0.12282081427918382 - 0.0003724075521282883im
-1.2529260182316984 + 0.0im	-0.22317629801865188 - 0.00065131043624858im	2.227847497943136e-5 + 2.95144500913995e-7im	2.2110743708874605e-5 + 1.6680588953478475e-7im	-0.12387611334488592 - 0.00038751218323012884im
-1.2405208101303944 + 0.0im	-0.22484965427407974 - 0.0006760681921278409im	2.2474445959077526e-5 + 3.0679757900211824e-7im	2.230360014114823e-5 + 1.733159145814901e-7im	-0.12493887990883691 - 0.0004030054433707441im
-1.2282384258716776 + 0.0im	-0.22653132590791172 - 0.0007014162096479203im	2.2671724540743175e-5 + 3.1877364575640146e-7im	2.2497749525502358e-5 + 1.800005172269129e-7im	-0.1260091373774895 - 0.0004188877913103124im
-1.2160776493778986 + 0.0im	-0.2282212866531957 - 0.0007273529092241823im	2.2870308688085587e-5 + 3.310762158685867e-7im	2.2693192762867386e-5 + 1.868611744780788e-7im	-0.12708690819384047 - 0.0004351593308448007im
-1.2040372766117808 + 0.0im	-0.2299195073816494 - 0.0007538760337122707im	2.307019764138327e-5 + 3.4370870626786265e-7im	2.2889929575259253e-5 + 1.9389928696189952e-7im	-0.12817221572701779 - 0.0004518198139007373im
-1.1921161154572086 + 0.0im	-0.2316259617771532 - 0.0007809826471718861im	2.3271388628295687e-5 + 3.5667444020742084e-7im	2.3087959021902796e-5 + 2.0111618086844867e-7im	-0.12926508280639548 - 0.00046886864522796096im
-1.1803129856011967 + 0.0im	-0.2333406191279945 - 0.000808669135903942im	2.3473883104528076e-5 + 3.6997665215977706e-7im	2.3287282278677252e-5 + 2.0851311037117456e-7im	-0.13036553129579814 - 0.0004863048887221875im
-1.1686267184170265 + 0.0im	-0.23506345251075905 - 0.0008369312118180212im	2.3677677735419493e-5 + 3.8361849352431787e-7im	2.3487897986916208e-5 + 2.1609126052762438e-7im	-0.13147358542301477 - 0.0005041272754020092im
-1.1570561568485411 + 0.0im	-0.23679443044334145 - 0.0008657639181776039im	2.3882771088164192e-5 + 3.976030391461122e-7im	2.3689805698339076e-5 + 2.2385175066175829e-7im	-0.13258926685545608 - 0.0005223342130573223im
-1.1456001552955852 + 0.0im	-0.2385335222301738 - 0.0008951616377603844im	2.4089161567711784e-5 + 4.1193329464043547e-7im	2.389300481715819e-5 + 2.317956382263302e-7im	-0.1337125981054929 - 0.0005409237975781433im
-1.1342575795005794 + 0.0im	-0.24028069639794097 - 0.000925118103460415im	2.429684732028185e-5 + 4.266122045127016e-7im	2.4097494552319334e-5 + 2.3992392314110344e-7im	-0.13484360147719174 - 0.0005598938259643608im
-1.1230273064362173 + 0.0im	-0.2420359225140636 - 0.0009556264113475788im	2.4505828094103522e-5 + 4.416426610586369e-7im	2.430327484040295e-5 + 2.482375525999175e-7im	-0.13598230049183702 - 0.0005792418110082486im
-1.1119082241942746 + 0.0im	-0.24379916615593555 - 0.0009866790361883313im	2.4716099983915185e-5 + 4.5702751402458486e-7im	2.451034373824186e-5 + 2.567374263367658e-7im	-0.13712871590095158 - 0.0005989649976325428im
-1.1008992318755193 + 0.0im	-0.2455703957801957 - 0.0010182678494195271im	2.492766253924601e-5 + 4.7276958100278704e-7im	2.4718700948982627e-5 + 2.6542440233817455e-7im	-0.13828287110164497 - 0.000619060380857617im
-1.089999239480712 + 0.0im	-0.24734957804549537 - 0.0010503841395548207im	2.5140513871156076e-5 + 4.888716585314615e-7im	2.4928345394566693e-5 + 2.7429930298626025e-7im	-0.13944478842609562 - 0.0006395247253618182im
-1.0792071678026853 + 0.0im	-0.2491366793147645 - 0.0010830186349903735im	2.5354652147267403e-5 + 5.053365338644286e-7im	2.5139275958729e-5 + 2.8336292161391526e-7im	-0.14061449030136386 - 0.0006603545865894366im
-1.0685219483194903 + 0.0im	-0.25093166592183846 - 0.0011161615291637214im	2.5570075680408393e-5 + 5.221669973700454e-7im	2.535149155998391e-5 + 2.926160294506664e-7im	-0.14179200014301602 - 0.0006815463333510585im
-1.0579425230886044 + 0.0im	-0.25273450330918223 - 0.0011498025080065475im	2.5786784350118285e-5 + 5.393658555142408e-7im	2.5564991679864126e-5 + 3.020593829348642e-7im	-0.14297733874992352 - 0.0007030961718513142im
-1.0474678446421826 + 0.0im	-0.2545451566044159 - 0.0011839307796189897im	2.600477343673925e-5 + 5.569359443776635e-7im	2.5779773631123798e-5 + 3.1169373136502227e-7im	-0.14417052979898323 - 0.0007250001710693533im
-1.037096875883349 + 0.0im	-0.2563635912147496 - 0.001218535106079893im	2.622404280864142e-5 + 5.74880143652226e-7im	2.5995836898890586e-5 + 3.215198248603656e-7im	-0.14537159594449361 - 0.0007472542894077024im
-1.026828589983514 + 0.0im	-0.2581897715247431 - 0.0012536038372944146im	2.6444591693475763e-5 + 5.932013910578851e-7im	2.6213180507549064e-5 + 3.3153842259797165e-7im	-0.14658056039814452 - 0.0007698544025157279im
-1.016661970280707 + 0.0im	-0.26002366351156486 - 0.0012891249467674242im	2.6666416535659976e-5 + 6.119026971162135e-7im	2.643180200783478e-5 + 3.4175030129133686e-7im	-0.14779744501187606 - 0.0007927963321846639im
-1.0065960101789178 + 0.0im	-0.26186522986148686 - 0.001325086069178488im	2.6889515781425738e-5 + 6.309871602133354e-7im	2.6651700042556203e-5 + 3.5215626387276406e-7im	-0.14902227287274905 - 0.0008160758762021514im
-0.9966297130484334 + 0.0im	-0.2637144355337169 - 0.0013614745396219087im	2.7113889608350885e-5 + 6.50457981881111e-7im	2.6872873811141018e-5 + 3.6275714833972255e-7im	-0.15025506772248678 - 0.0008396888390456845im
-0.9867620921271618 + 0.0im	-0.2655712442883878 - 0.001398277434363379im	2.733953511199637e-5 + 6.703184822221151e-7im	2.7095321065267035e-5 + 3.735538367232313e-7im	-0.15149585203318275 - 0.00086363106328607im
-0.9769921704229325 + 0.0im	-0.2674356199466684 - 0.0014354816129534258im	2.7566450844124596e-5 + 6.905721154010045e-7im	2.731904015007741e-5 + 3.845472641344413e-7im	-0.15274464898970155 - 0.0008878984615643627im
-0.9673189806167649 + 0.0im	-0.26930752615036174 - 0.0014730737615270102im	2.779463842998107e-5 + 7.112224851223229e-7im	2.7544027095967335e-5 + 3.9573842784393824e-7im	-0.15400148226390928 - 0.0009124870489985084im
-0.957741564967094 + 0.0im	-0.2711869261506586 - 0.0015110404371085743im	2.8024084272890137e-5 + 7.322733600127204e-7im	2.7770285467293467e-5 + 4.0712839634684906e-7im	-0.15526637256355763 - 0.0009373929758694339im
-0.9482589752149445 + 0.0im	-0.2730737836904577 - 0.001549368112732469im	2.825480299257883e-5 + 7.53728688823965e-7im	2.7997806016860433e-5 + 4.187183183657133e-7im	-0.15653934681214915 - 0.000962612560430419im
-0.9388702724900441 + 0.0im	-0.2749680611088029 - 0.0015880432231802316im	2.848677746040589e-5 + 7.755926153720568e-7im	2.8226594549374106e-5 + 4.305094317421574e-7im	-0.15782042438408395 - 0.0009881423216784625im
-0.9295745272178654 + 0.0im	-0.2768697221209576 - 0.0016270522111286438im	2.8720015148862392e-5 + 7.978694931272196e-7im	2.8456642422996005e-5 + 4.425030721678756e-7im	-0.15910963117022134 - 0.0010139790119220735im
-0.9203708190275894 + 0.0im	-0.27877872922487407 - 0.001666381573495982im	2.895451454290922e-5 + 8.205638993696118e-7im	2.8687949944400104e-5 + 4.5470068170512263e-7im	-0.1604069898857635 - 0.0010401196489763932im
-0.9112582366609796 + 0.0im	-0.2806950452143903 - 0.0017060179077683741im	2.9190270342200384e-5 + 8.436806488262056e-7im	2.8920513768280348e-5 + 4.671038170469839e-7im	-0.16171252282372883 - 0.0010665615478140558im
-0.902235877882158 + 0.0im	-0.2826186327523132 - 0.0017459479580839818im	2.9427281526077266e-5 + 8.672248067055916e-7im	2.9154331534040153e-5 + 4.797141574680884e-7im	-0.16302625443026889 - 0.0010933023514985698im
-0.8933028493882752 + 0.0im	-0.2845494532477104 - 0.0017861586608495504im	2.9665547612952693e-5 + 8.912017010492909e-7im	2.9389401921955e-5 + 4.925335124171641e-7im	-0.16434820518877394 - 0.0011203400612263918im
-0.8844582667210645 + 0.0im	-0.2864874698492684 - 0.001826637189662082im	2.9905063065440513e-5 + 9.156169343207434e-7im	2.962571990241877e-5 + 5.055638287039181e-7im	-0.16567839989637775 - 0.00114767306530434im
-0.8757012541792718 + 0.0im	-0.28843264435809307 - 0.001867370999307939im	3.0145829004953196e-5 + 9.404763941562567e-7im	2.986328165819903e-5 + 5.188071972342015e-7im	-0.1670168611785871 - 0.001175300166890449im
-0.8670309447319523 + 0.0im	-0.29038493733740167 - 0.0019083478686124536im	3.0387839204525223e-5 + 9.657862632060526e-7im	3.010209003871052e-5 + 5.322658592491896e-7im	-0.16836361026440497 - 0.0012032206103289873im
-0.858446479932626 + 0.0im	-0.29234431137749395 - 0.00194955594191544im	3.063109331285835e-5 + 9.915530279980104e-7im	3.0342134981636425e-5 + 5.459422120265283e-7im	-0.16971867002433227 - 0.001231434105914068im
-0.8499470098342832 + 0.0im	-0.2943107273199751 - 0.0019909837689516137im	3.08755897845287e-5 + 1.0177834867617556e-6im	3.0583413437740425e-5 + 5.598388140038922e-7im	-0.1710820629838072 - 0.0012599408529210736im
-0.8415316929052309 + 0.0im	-0.2962841453327638 - 0.0020326203429200237im	3.112132230554836e-5 + 1.0444847561565403e-6im	3.0825928340354774e-5 + 5.739583892883044e-7im	-0.17245381011689043 - 0.0012887415607510861im
-0.8331996959457731 + 0.0im	-0.2982645265620162 - 0.0020744551365331466im	3.1368290640569014e-5 + 1.0716642768525995e-6im	3.1069668249534264e-5 + 5.883038315178068e-7im	-0.17383393282776163 - 0.0013178374680405628im
-0.824950194005716 + 0.0im	-0.3002518308027441 - 0.0021164781358441733im	3.16164903362317e-5 + 1.099329817922625e-6im	3.131462961219766e-5 + 6.028782070456061e-7im	-0.1752224533338168 - 0.0013472303595966815im
-0.8167823703026891 + 0.0im	-0.3022460177174654 - 0.0021586798716604367im	3.1865917453703436e-5 + 1.1274894800074066e-6im	3.156081533820805e-5 + 6.176847574207414e-7im	-0.17661938793276052 - 0.0013769225810280005im
-0.8086954161412763 + 0.0im	-0.30424704651493695 - 0.0022010514483616728im	3.211656820135644e-5 + 1.1561516972276668e-6im	3.180821287341379e-5 + 6.327269011434751e-7im	-0.17802476047516522 - 0.0014069170509504532im
-0.8006885308329468 + 0.0im	-0.30625487556808006 - 0.002243584569953886im	3.236844286927212e-5 + 1.1853252378225387e-6im	3.20568160083223e-5 + 6.48008234678098e-7im	-0.17943859097221976 - 0.0014372172706599384im
-0.792760921616779 + 0.0im	-0.3082694515922678 - 0.0022862715632030184im	3.2621522354010515e-5 + 1.2150192035040012e-6im	3.2306630997791546e-5 + 6.635325327105645e-7im	-0.18086089466287358 - 0.0014678273311751694im
-0.7849118035809693 + 0.0im	-0.31029075594281613 - 0.0023291053977073472im	3.2875817320037875e-5 + 1.2452430275257731e-6im	3.255764133073234e-5 + 6.793037476433266e-7im	-0.1822916932856245 - 0.0014987519175676158im
-0.7771403995851182 + 0.0im	-0.31231873386002007 - 0.0023720797027832804im	3.313131641440996e-5 + 1.2760064714747624e-6im	3.2809843604806844e-5 + 6.953260083249176e-7im	-0.18373100269180906 - 0.00152999631050946im
-0.7694459401832853 + 0.0im	-0.31435334121760355 - 0.0024151887810563316im	3.338801695756337e-5 + 1.3073196208029438e-6im	3.306323707932221e-5 + 7.116036180171612e-7im	-0.18517884293322862 - 0.001561566384985386im
-0.7618276635478072 + 0.0im	-0.31639453421748026 - 0.0024584276186669558im	3.3645916432030117e-5 + 1.3391928791275154e-6im	3.3317809873553494e-5 + 7.281410516083768e-7im	-0.18663522718894293 - 0.0015934686061296072im
-0.7542848153938685 + 0.0im	-0.31844226690987343 - 0.002501791892019911im	3.390499574372396e-5 + 1.3716369613373062e-6im	3.35735553725913e-5 + 7.449429520865309e-7im	-0.1881001693914477 - 0.0016257100221657198im
-0.7468166489048202 + 0.0im	-0.32049649433291405 - 0.002545277971025545im	3.4165259352516096e-5 + 1.4046628855535661e-6im	3.3830468957493626e-5 + 7.620141262919162e-7im	-0.1895736842682051 - 0.0016582982544437505im
-0.7394224246582378 + 0.0im	-0.3225571689762865 - 0.0025888829188019176im	3.442669739604407e-5 + 1.4382819640033998e-6im	3.4088542678067945e-5 + 7.793595399746672e-7im	-0.19105578893810665 - 0.0016912414845859144im
-0.7321014105527107 + 0.0im	-0.32462424365494347 - 0.002632604487827681im	3.4689300489152914e-5 + 1.4725057928740907e-6im	3.434776480703625e-5 + 7.969843121879949e-7im	-0.19254649612466224 - 0.0017245484387701448im
-0.7248528817353571 + 0.0im	-0.3266976695468846 - 0.002676441112557207im	3.495306078044586e-5 + 1.507346241226421e-6im	3.4608136715642935e-5 + 8.148937090537189e-7im	-0.19404581445553634 - 0.0017582283691981399im
-0.7176761205300566 + 0.0im	-0.32877740090600444 - 0.002720391898531298im	3.5217979259021235e-5 + 1.5428154390546242e-6im	3.486963776585408e-5 + 8.330931369421021e-7im	-0.19555375635369446 - 0.001792291032812526im
-0.7105704163663926 + 0.0im	-0.3308633768409502 - 0.002764456608038857im	3.548403651913147e-5 + 1.5789257645897947e-6im	3.513227293764371e-5 + 8.515881351133439e-7im	-0.19707033042853023 - 0.001826746667345574im
-0.7035350657092996 + 0.0im	-0.3329555556518655 - 0.002808635642406935im	3.5751225535102256e-5 + 1.6156898309523139e-6im	3.5396021949087755e-5 + 8.703843678732898e-7im	-0.19859554602680968 - 0.00186160596479952im
-0.6965693719894055 + 0.0im	-0.3350538855047399 - 0.002852930021018636im	3.601953764017548e-5 + 1.6531204722670896e-6im	3.5660873465832236e-5 + 8.894876163007745e-7im	-0.20012940983334945 - 0.0018968800424759998im
-0.6896726455340648 + 0.0im	-0.33715830079106857 - 0.002897341357179963im	3.6288966601808735e-5 + 1.6912307293629538e-6im	3.5926833349081285e-5 + 9.089037696086443e-7im	-0.20167192741137566 - 0.0019325804116891061im
-0.682844203499074 + 0.0im	-0.3392687580554855 - 0.0029418718309779934im	3.655949168689673e-5 + 1.7300338351845045e-6im	3.619387249961207e-5 + 9.28638816204844e-7im	-0.20322310674814736 - 0.001968718944313088im
-0.6760833698010634 + 0.0im	-0.34138520125318533 - 0.002986524159293556im	3.6831119005794226e-5 + 1.7695432000507821e-6im	3.646199352371929e-5 + 9.486988345238163e-7im	-0.20478295054803503 - 0.002005307837331522im
-0.6693894750505578 + 0.0im	-0.3435075631761101 - 0.0030313015631514653im	3.710381283147371e-5 + 1.8097723969004236e-6im	3.673117492510959e-5 + 9.690899837019978e-7im	-0.20635145314608502 - 0.002042359575569909im
-0.6627618564857007 + 0.0im	-0.34563579553967283 - 0.0030762077326104576im	3.737757104873755e-5 + 1.8507351466672847e-6im	3.700140917112548e-5 + 9.89818494174242e-7im	-0.20792863034267572 - 0.002079886892807795im
-0.6561998579066344 + 0.0im	-0.34776983095538966 - 0.003121246789413118im	3.765239211165063e-5 + 1.8924453039338902e-6im	3.727268672414248e-5 + 1.0108906582705278e-6im	-0.209514468751629 - 0.002117902731479667im
-0.649702829610529 + 0.0im	-0.34990963520522944 - 0.0031664232476328346im	3.792825524539125e-5 + 1.9349168430122647e-6im	3.7544987990127114e-5 + 1.0323128208943416e-6im	-0.2111089747507156 - 0.0021564202011858965im
-0.6432701283272565 + 0.0im	-0.35205507678123094 - 0.0032117419725703838im	3.8205149113754226e-5 + 1.9781638446029817e-6im	3.7818308334115255e-5 + 1.0540913703655816e-6im	-0.21271214228963087 - 0.002195452536245782im
-0.6369011171556995 + 0.0im	-0.35420615997440874 - 0.0032572081381668813im	3.848306097465324e-5 + 2.0222004831831777e-6im	3.809263548206938e-5 + 1.0762327295116543e-6im	-0.21432396655443106 - 0.002235013052534101im
-0.6305951655006926 + 0.0im	-0.35636279771664786 - 0.0033028271832121576im	3.8761964762271005e-5 + 2.067041015273069e-6im	3.836794525106109e-5 + 1.098743347090718e-6im	-0.21594444249752728 - 0.002275115103850607im
-0.6243516490105867 + 0.0im	-0.3585249263635408 - 0.0033486047666385454im	3.904187174108842e-5 + 2.1126997687281338e-6im	3.8644231379428724e-5 + 1.1216296896305678e-6im	-0.2175735580805511 - 0.0023157720380782175im
-0.6181699495154324 + 0.0im	-0.36069246756505385 - 0.0033945467221987934im	3.932273479694387e-5 + 2.1591911332002686e-6im	3.8921482729960655e-5 + 1.1448982337656262e-6im	-0.21921132644566768 - 0.0023569971533905047im
-0.6120494549657746 + 0.0im	-0.3628653624107293 - 0.0034406590128339917im	3.960454285257321e-5 + 2.2065295519063427e-6im	3.919967154834687e-5 + 1.1685554591527518e-6im	-0.2208576978376391 - 0.0023988036547721346im
-0.605989559372054 + 0.0im	-0.36504353817651425 - 0.0034869476850422697im	3.9887300309285475e-5 + 2.254729514836201e-6im	3.947879488715514e-5 + 1.1926078420441155e-6im	-0.22251269218509684 - 0.0024412046111171653im
