w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-4.3654632889417784e-6 + 0.0im	-0.9907298838407055 - 6.361935743906376e-10im	-0.056860594501882966 + 1.388902252477978e-10im	-0.02786479034949388 + 6.85863433150351e-11im	-0.9924468297540442 - 7.836127016738866e-10im
-4.3222408801403745e-6 + 0.0im	-0.9907372167729117 - 6.164718003580952e-10im	-0.056861427390613804 + 1.3065572941887129e-10im	-0.027865203077420277 + 6.455204333276747e-11im	-0.9924617689284921 - 7.551943276515843e-10im
-4.279446415980569e-6 + 0.0im	-0.9907444772428375 - 5.970559489379952e-10im	-0.056862256550854993 + 1.229312095287178e-10im	-0.02786561393299 + 6.076702836242748e-11im	-0.9924765604830559 - 7.276168175799864e-10im
-4.237075659386702e-6 + 0.0im	-0.9907516659675473 - 5.779567464683506e-10im	-0.05686308193071341 + 1.1570445754468311e-10im	-0.02786602289122101 + 5.722532498820874e-11im	-0.9924912058784142 - 7.008781598783317e-10im
-4.195124415234359e-6 + 0.0im	-0.990758783656945 - 5.59184219895397e-10im	-0.05686390348055962 + 1.0896301106825776e-10im	-0.027866429928236167 + 5.392083555442609e-11im	-0.9925057065606558 - 6.749753751978907e-10im
-4.153588529935009e-6 + 0.0im	-0.9907658310138472 - 5.407476945897932e-10im	-0.05686472115297105 + 1.0269418938613722e-10im	-0.027866835021235263 + 5.084735581563821e-11im	-0.9925200639614378 - 6.499045519162725e-10im
-4.112463891024761e-6 + 0.0im	-0.9907728087339901 - 5.226557937393662e-10im	-0.05686553490267573 + 9.68851282913143e-11im	-0.027867238148467675 + 4.7998591983868773e-11im	-0.9925342794980824 - 6.25660881928303e-10im
-4.071746426757189e-6 + 0.0im	-0.9907797175063573 - 5.049164392853585e-10im	-0.056866344686497844 + 9.152281361292938e-11im	-0.0278676392892056 + 4.5368177142933387e-11im	-0.9925483545739033 - 6.022386966363517e-10im
-4.031432105700187e-6 + 0.0im	-0.9907865580128347 - 4.875368543649543e-10im	-0.0568671504633042 + 8.65941134016995e-11im	-0.027868038423717933 + 4.2949687003840417e-11im	-0.9925622905780659 - 5.796315030472424e-10im
-3.991516936336819e-6 + 0.0im	-0.9907933309286256 - 4.705235672189257e-10im	-0.05686795219395158 + 8.208580872576446e-11im	-0.027868435533244494 + 4.073665497916898e-11im	-0.9925760888859649 - 5.578320198873094e-10im
-3.951996966670117e-6 + 0.0im	-0.990800036922184 - 4.538824165195599e-10im	-0.05686874984122744 + 7.798462303970287e-11im	-0.02786883059996695 + 3.872258655819658e-11im	-0.9925897508592759 - 5.36832213651732e-10im
-3.9128682838317996e-6 + 0.0im	-0.9908066766553014 - 4.376185580706178e-10im	-0.05686954336985521 + 7.427725009724378e-11im	-0.027869223607011637 + 3.6900972968363866e-11im	-0.9926032778461089 - 5.166233345089788e-10im
-3.874127013694851e-6 + 0.0im	-0.9908132507831775 - 4.217364728279421e-10im	-0.056870332746315436 + 7.095038038579525e-11im	-0.027869614538361707 + 3.5265304112380637e-11im	-0.9926166711811452 - 4.97195951985972e-10im
-3.835769320489951e-6 + 0.0im	-0.9908197599544855 - 4.062399761864776e-10im	-0.056871117938947294 + 6.799072606830685e-11im	-0.027870003378907153 + 3.380908077390336e-11im	-0.9926299321857778 - 4.785399903644443e-10im
-3.7977914064256944e-6 + 0.0im	-0.9908262048114432 - 3.911322284768992e-10im	-0.056871898917815314 + 6.538504442513988e-11im	-0.027870390114379324 + 3.252582608821732e-11im	-0.9926430621682505 - 4.6064476372386324e-10im
-3.760189511312569e-6 + 0.0im	-0.990832585989874 - 3.7641574661277756e-10im	-0.05687267565468526 + 6.312015979552263e-11im	-0.027870774731339337 + 3.140909627774218e-11im	-0.9926560624237849 - 4.434990105712127e-10im
-3.722959912190662e-6 + 0.0im	-0.9908389041192778 - 3.620924168272221e-10im	-0.056873448122979 + 6.118298402478407e-11im	-0.027871157217155867 + 3.045249065541815e-11im	-0.9926689342347215 - 4.270909280028514e-10im
-3.6860989229610515e-6 + 0.0im	-0.990845159822891 - 3.481635084362584e-10im	-0.056874216297730665 + 5.956053542986543e-11im	-0.02787153755998376 + 2.9649660902120623e-11im	-0.9926816788706463 - 4.114082053485493e-10im
-3.649602894020843e-6 + 0.0im	-0.9908513537177537 - 3.346296885647989e-10im	-0.056874980155544014 + 5.82399563016022e-11im	-0.02787191574874321 + 2.899431962718629e-11im	-0.9926942975885252 - 3.964380572526552e-10im
-3.6134682119018243e-6 + 0.0im	-0.990857486414772 - 3.2149103776995165e-10im	-0.05687573967455082 + 5.72085289679072e-11im	-0.027872291773099325 + 2.8480248223896346e-11im	-0.9927067916328284 - 3.821672561521297e-10im
-3.577691298912697e-6 + 0.0im	-0.9908635585187798 - 3.087470664955955e-10im	-0.05687649483436999 + 5.645369044726734e-11im	-0.027872665623442233 + 2.810130403434938e-11im	-0.9927191622356611 - 3.6858216411584764e-10im
-3.5422686127848485e-6 + 0.0im	-0.9908695706286025 - 2.9639673229159655e-10im	-0.05687724561606796 + 5.5963045726890185e-11im	-0.027873037290867566 + 2.7851426840568526e-11im	-0.9927314106168881 - 3.5566876401417975e-10im
-3.507196646321632e-6 + 0.0im	-0.9908755233371153 - 2.844384577307624e-10im	-0.05687799200211949 + 5.572437970436172e-11im	-0.027873406767157476 + 2.7724644700903254e-11im	-0.9927435379842582 - 3.434126899922957e-10im
-3.4724719270511207e-6 + 0.0im	-0.9908814172313066 - 2.728701489566255e-10im	-0.05687873397636978 + 5.572566783582415e-11im	-0.027873774044761993 + 2.7715079152819898e-11im	-0.9927555455335285 - 3.317992572249492e-10im
-3.4380910168822977e-6 + 0.0im	-0.9908872528923367 - 2.6168921479537213e-10im	-0.056879471523997284 + 5.595508553743459e-11im	-0.027874139116780782 + 2.781694980500948e-11im	-0.9927674344485854 - 3.2081349093466176e-10im
-3.4040505117646513e-6 + 0.0im	-0.9908930308955965 - 2.508925863657298e-10im	-0.05688020463147732 + 5.640101639021332e-11im	-0.02787450197694549 + 2.8024578343384098e-11im	-0.9927792059015645 - 3.1044015465919707e-10im
-3.3703470413511396e-6 + 0.0im	-0.9908987518107668 - 2.4047673712132424e-10im	-0.05688093328654645 + 5.705205920134405e-11im	-0.027874862619602262 + 2.8332391976977103e-11im	-0.9927908610529709 - 3.0066377775801454e-10im
-3.3369772686644945e-6 + 0.0im	-0.9909044162018763 - 2.3043770326096003e-10im	-0.056881657478167966 + 5.789703397753931e-11im	-0.027875221039694816 + 2.8734926351013418e-11im	-0.9928024010517966 - 2.914686821509872e-10im
-3.303937889766826e-6 + 0.0im	-0.9909100246273578 - 2.2077110444340747e-10im	-0.056882377196497656 + 5.892498686823609e-11im	-0.027875577232747802 + 2.922682795546815e-11im	-0.9928138270356377 - 2.8283900828605526e-10im
-3.271225633432501e-6 + 0.0im	-0.9909155776401056 - 2.114721647446153e-10im	-0.056883092432850973 + 6.012519413815433e-11im	-0.027875931194850642 + 2.980285605829817e-11im	-0.9928251401308078 - 2.7475874033567047e-10im
-3.2388372608242586e-6 + 0.0im	-0.9909210757875322 - 2.0253573379677045e-10im	-0.056883803179670324 + 6.148716523011867e-11im	-0.027876282922641625 + 3.0457884193199397e-11im	-0.9928363414524538 - 2.672117306248149e-10im
-3.2067695651725334e-6 + 0.0im	-0.9909265196116218 - 1.9395630805030769e-10im	-0.05688450943049349 + 6.300064498004566e-11im	-0.02787663241329243 + 3.1186901232233845e-11im	-0.9928474321046699 - 2.601817232961208e-10im
-3.1750193714579536e-6 + 0.0im	-0.9909319096489877 - 1.8572805210178478e-10im	-0.05688521117992282 + 6.465561504662363e-11im	-0.027876979664493026 + 3.198501207397412e-11im	-0.992858413180605 - 2.5365237722008e-10im
-3.143583536096984e-6 + 0.0im	-0.9909372464309238 - 1.7784482003250207e-10im	-0.05688590842359468 + 6.644229461848089e-11im	-0.027877324674436817 + 3.2847437977945177e-11im	-0.9928692857625782 - 2.476072881605899e-10im
-3.1124589466306772e-6 + 0.0im	-0.9909425304834606 - 1.7030017670482322e-10im	-0.05688660115815022 + 6.835114046156426e-11im	-0.027877667441806274 + 3.376951657610471e-11im	-0.9928800509221838 - 2.420300102080817e-10im
-3.081642521416512e-6 + 0.0im	-0.9909477623274161 - 1.6308741896533133e-10im	-0.05688728938120617 + 7.037284636903895e-11im	-0.02787800796575871 + 3.4746701591901926e-11im	-0.9928907097204007 - 2.3690407649424443e-10im
-3.0511312093232794e-6 + 0.0im	-0.9909529424784509 - 1.5619959670622875e-10im	-0.0568879730913269 + 7.249834207529717e-11im	-0.02787834624591259 + 3.577456229709868e-11im	-0.9929012632077019 - 2.3221301920387687e-10im
-3.0209219894289894e-6 + 0.0im	-0.9909580714471178 - 1.4962953373874152e-10im	-0.05688865228799666 + 7.471879169463718e-11im	-0.02787868228233395 + 3.684878273603264e-11im	-0.9929117124241559 - 2.2794038890069358e-10im
-2.9910118707217715e-6 + 0.0im	-0.990963149738914 - 1.4336984843468924e-10im	-0.056889326971592706 + 7.702559174386403e-11im	-0.027879016075523306 + 3.796516074636018e-11im	-0.9929220583995345 - 2.2406977318495528e-10im
-2.961397891803734e-6 + 0.0im	-0.990968177854332 - 1.3741297409484897e-10im	-0.056889997143359 + 7.941036880648806e-11im	-0.027879347626402762 + 3.911960680454218e-11im	-0.992932302153414 - 2.2058481470162078e-10im
-2.9320771205977565e-6 + 0.0im	-0.9909731562889095 - 1.3175117900522212e-10im	-0.05689066280538044 + 8.186497689437497e-11im	-0.0278796769363034 + 4.030814272344346e-11im	-0.9929424446952804 - 2.1746922851831367e-10im
-2.9030466540571845e-6 + 0.0im	-0.9909780855332811 - 1.263765861448336e-10im	-0.05689132396055774 + 8.43814945606464e-11im	-0.027880004006953087 + 4.15269002284075e-11im	-0.9929524870246279 - 2.1470681889277703e-10im
-2.8743036178784003e-6 + 0.0im	-0.9909829660732236 - 1.2128119251120675e-10im	-0.05689198061258303 + 8.695222181537449e-11im	-0.02788032884046438 + 4.2772119437062054e-11im	-0.9929624301310602 - 2.1228149544966066e-10im
-2.845845166216238e-6 + 0.0im	-0.9909877983897091 - 1.1645688803217848e-10im	-0.056892632765915586 + 8.956967689316074e-11im	-0.0278806514393229 + 4.404014726690918e-11im	-0.9929722749943909 - 2.1017728878646025e-10im
-2.8176684814022158e-6 + 0.0im	-0.9909925829589502 - 1.1189547403521796e-10im	-0.05689328042575877 + 9.222659291907429e-11im	-0.0278809718063758 + 4.5327435793468213e-11im	-0.9929820225847392 - 2.0837836552820129e-10im
-2.78977077366556e-6 + 0.0im	-0.9909973202524478 - 1.0758868124789341e-10im	-0.056893923598036966 + 9.491591451665888e-11im	-0.027881289944820677 + 4.66305405803874e-11im	-0.9929916738626295 - 2.068690428500723e-10im
-2.76214928085699e-6 + 0.0im	-0.9910020107370402 - 1.035281873055711e-10im	-0.05689456228937322 + 9.763079439882495e-11im	-0.027881605858194602 + 4.7946119001518143e-11im	-0.9930012297790853 - 2.056338024866353e-10im
-2.7348012681752376e-6 + 0.0im	-0.9910066548749495 - 9.970563374483185e-11im	-0.05689519650706746 + 1.0036458997944198e-10im	-0.027881919550363482 + 4.927092857347631e-11im	-0.9930106912757255 - 2.046573042455271e-10im
-2.7077240278962747e-6 + 0.0im	-0.9910112531238243 - 9.611264246343655e-11im	-0.05689582625907528 + 1.0311086004036301e-10im	-0.02788223102551159 + 5.0601825315702637e-11im	-0.9930200592848595 - 2.0392439904269797e-10im
-2.6809148791052226e-6 + 0.0im	-0.9910158059367905 - 9.27408316299592e-11im	-0.056896451553987024 + 1.0586336148545569e-10im	-0.027882540288131506 + 5.1935762153486045e-11im	-0.9930293347295766 - 2.0342014147523993e-10im
-2.6543711674309133e-6 + 0.0im	-0.9910203439765947 - 8.958183102842996e-11im	-0.056897072401007484 + 1.0861604621001763e-10im	-0.0278828473430141 + 5.3269787377846624e-11im	-0.9930385185238422 - 2.031298019467484e-10im
-2.6280902647830825e-6 + 0.0im	-0.9910248072592441 - 8.662729682547785e-11im	-0.05689768880993616 + 1.1136305811072386e-10im	-0.027883152195238858 + 5.460104317459231e-11im	-0.9930476115725868 - 2.0303887835895352e-10im
-2.602069569092161e-6 + 0.0im	-0.9910292264386594 - 8.386892574953625e-11im	-0.05689830079114767 + 1.1409873025801852e-10im	-0.02788345485016443 + 5.592676423327604e-11im	-0.9930566147717967 - 2.0313310738205595e-10im
-2.5763065040516445e-6 + 0.0im	-0.9910336019503122 - 8.129846867366664e-11im	-0.056898908355573194 + 1.1681758224963608e-10im	-0.027883755313419405 + 5.724427644519879e-11im	-0.9930655290086032 - 2.0339847531483993e-10im
-2.5507985188630145e-6 + 0.0im	-0.9910379040112633 - 7.890774359546182e-11im	-0.056899511514681575 + 1.195143177607373e-10im	-0.027884053590893253 + 5.855099569803586e-11im	-0.9930743551613712 - 2.038212285442067e-10im
-2.525543087983183e-6 + 0.0im	-0.9910421934766329 - 7.668864800930756e-11im	-0.056900110280461665 + 1.2218382230298978e-10im	-0.02788434968872754 + 5.984442677311633e-11im	-0.9930830940997855 - 2.0438788361230683e-10im
-2.5005377108744385e-6 + 0.0im	-0.9910464405550049 - 7.463317066801213e-11im	-0.05690070466540449 + 1.248211612018276e-10im	-0.027884643613307305 + 6.112216234986908e-11im	-0.9930917466849395 - 2.050852368979536e-10im
-2.47577991175687e-6 + 0.0im	-0.9910506456648928 - 7.273340273245061e-11im	-0.05690129468248621 + 1.2742157779810266e-10im	-0.027884935371252736 + 6.238188212046735e-11im	-0.9931003137694175 - 2.059003739174945e-10im
-2.4512672393632374e-6 + 0.0im	-0.9910548092206746 - 7.09815483094146e-11im	-0.05690188034515128 + 1.2998049187741478e-10im	-0.02788522496941089 + 6.36213520162707e-11im	-0.9931087961973835 - 2.0682067824880973e-10im
-2.4269972666962745e-6 + 0.0im	-0.9910589316326355 - 6.936993437931322e-11im	-0.056902461667296116 + 1.3249349832757672e-10im	-0.02788551241484776 + 6.483842354627476e-11im	-0.9931171948046615 - 2.0783384008061608e-10im
-2.4029675907883904e-6 + 0.0im	-0.991063013307007 - 6.78910201167315e-11im	-0.056903038663253115 + 1.3495636602196203e-10im	-0.027885797714840455 + 6.603103324645387e-11im	-0.9931255104188211 - 2.0892786438779362e-10im
-2.3791758324637527e-6 + 0.0im	-0.9910670546460101 - 6.65374056081238e-11im	-0.05690361134777506 + 1.3736503692390206e-10im	-0.027886080876869595 + 6.719720223761432e-11im	-0.9931337438592572 - 2.1009107873203278e-10im
-2.3556196361027252e-6 + 0.0im	-0.9910710560478909 - 6.530183997209812e-11im	-0.056904179736019925 + 1.397156254048513e-10im	-0.027886361908611858 + 6.833503588818004e-11im	-0.9931418959372731 - 2.113121406857288e-10im
-2.332296669408639e-6 + 0.0im	-0.9910750179069642 - 6.417722888884401e-11im	-0.05690474384353597 + 1.4200441776674676e-10im	-0.02788664081793277 + 6.944272357720571e-11im	-0.9931499674561619 - 2.1258004487575964e-10im
-2.3092046231768704e-6 + 0.0im	-0.9910789406136506 - 6.315664154626048e-11im	-0.05690530368624742 + 1.4422787195684316e-10im	-0.027886917612879595 + 7.051853855186471e-11im	-0.9931579592112817 - 2.1388412964254781e-10im
-2.2863412110662085e-6 + 0.0im	-0.9910828245545155 - 6.223331701126763e-11im	-0.05690585928044014 + 1.4638261746133175e-10im	-0.027887192301674475 + 7.156083787269078e-11im	-0.9931658719901394 - 2.1521408330868306e-10im
-2.263704169372484e-6 + 0.0im	-0.9910866701123066 - 6.14006700356292e-11im	-0.05690641064274803 + 1.4846545536224061e-10im	-0.027887464892707662 + 7.256806243896701e-11im	-0.9931737065724666 - 2.1655995005033315e-10im
-2.2412912568044396e-6 + 0.0im	-0.9910904776659938 - 6.06522963063812e-11im	-0.05690695779013936 + 1.5047335854048375e-10im	-0.02788773539453096 + 7.353873708585619e-11im	-0.9931814637302965 - 2.1791213536374365e-10im
-2.219100254261821e-6 + 0.0im	-0.9910942475908046 - 5.998197715165512e-11im	-0.05690750073990395 + 1.5240347200647072e-10im	-0.027888003815851343 + 7.447147074415516e-11im	-0.99318914422804 - 2.1926141111829936e-10im
-2.1971289646156643e-6 + 0.0im	-0.9910979802582626 - 5.938368371331068e-11im	-0.056908039509640115 + 1.542531133384193e-10im	-0.027888270165524705 + 7.536495665293346e-11im	-0.9931967488225634 - 2.2059892018692453e-10im
-2.1753752124907567e-6 + 0.0im	-0.9911016760362242 - 5.885158059834798e-11im	-0.056908574117242296 + 1.5601977320742372e-10im	-0.02788853445254973 + 7.621797261478472e-11im	-0.9932042782632607 - 2.2191618064401701e-10im
-2.1538368440502543e-6 + 0.0im	-0.9911053352889128 - 5.838002902156718e-11im	-0.056909104580888874 + 1.577011159674299e-10im	-0.027888796686062013 + 7.702938128297616e-11im	-0.9932117332921301 - 2.2320508952066845e-10im
-2.13251172678243e-6 + 0.0im	-0.9911089583769592 - 5.796358945237798e-11im	-0.05690963091903036 + 1.592949802875493e-10im	-0.027889056875328208 + 7.779813046943256e-11im	-0.9932191146438452 - 2.2445792610660641e-10im
-2.1113977492895345e-6 + 0.0im	-0.9911125456574319 - 5.7597023779045144e-11im	-0.05691015315037766 + 1.6079937980360967e-10im	-0.027889315029740402 + 7.852325346222853e-11im	-0.9932264230458284 - 2.2566735478812057e-10im
-2.0904928210787472e-6 + 0.0im	-0.9911160974838785 - 5.72752970039846e-11im	-0.05691067129389085 + 1.622125037654858e-10im	-0.027889571158810546 + 7.920386934109085e-11im	-0.9932336592183238 - 2.2682642741119176e-10im
-2.0697948723551953e-6 + 0.0im	-0.9911196142063539 - 5.6993578484009916e-11im	-0.056911185368766125 + 1.6353271765658052e-10im	-0.027889825272164145 + 7.98391832793284e-11im	-0.9932408238744669 - 2.2792858515914636e-10im
-2.049301853817025e-6 + 0.0im	-0.9911230961714599 - 5.6747242729666644e-11im	-0.05691169539444207 + 1.647585637618223e-10im	-0.027890077379543278 + 8.042848682060738e-11im	-0.9932479177203559 - 2.2896765993439174e-10im
-2.0290117364525e-6 + 0.0im	-0.9911265437223777 - 5.653186977799288e-11im	-0.05691220139054326 + 1.658887616607183e-10im	-0.02789032749077913 + 8.097115811907322e-11im	-0.9932549414551215 - 2.2993787523416494e-10im
-2.0089225113391088e-6 + 0.0im	-0.9911299571989013 - 5.634324515320434e-11im	-0.056912703376929476 + 1.6692220862233056e-10im	-0.027890575615815948 + 8.14666621314853e-11im	-0.993261895770994 - 2.3083384651073218e-10im
-1.989032189444662e-6 + 0.0im	-0.9911333369374727 - 5.6177359429935124e-11im	-0.05691320137364657 + 1.6785797987953673e-10im	-0.027890821764687084 + 8.191455075027092e-11im	-0.9932687813533748 - 2.3165058100711726e-10im
-1.9693388014303584e-6 + 0.0im	-0.9911366832712114 - 5.603040741375949e-11im	-0.05691369540092865 + 1.6869532876057496e-10im	-0.0278910659475161 + 8.23144628667212e-11im	-0.9932755988809016 - 2.3238347706020243e-10im
-1.9498403974558e-6 + 0.0im	-0.9911399965299538 - 5.589878695379379e-11im	-0.05691418547918783 + 1.6943368665665777e-10im	-0.027891308174511686 + 8.266612435393546e-11im	-0.9932823490255145 - 2.330283228639259e-10im
-1.9305350469859407e-6 + 0.0im	-0.9911432770402777 - 5.577909740222348e-11im	-0.056914671629004925 + 1.7007266280535725e-10im	-0.027891548455963183 + 8.296934795957271e-11im	-0.9932890324525275 - 2.335812946863126e-10im
-1.911420838599941e-6 + 0.0im	-0.9911465251255414 - 5.566813773562273e-11im	-0.0569151538711204 + 1.7061204387050708e-10im	-0.027891786802236234 + 8.322403309898e-11im	-0.9932956498206863 - 2.340389545351733e-10im
-1.892495879801922e-6 + 0.0im	-0.9911497411059108 - 5.556290435293943e-11im	-0.056915632226425907 + 1.710517933005278e-10im	-0.027892023223768457 + 8.343016553983818e-11im	-0.99330220178224 - 2.3439824726852797e-10im
-1.8737582968335862e-6 + 0.0im	-0.9911529252983944 - 5.546058856500366e-11im	-0.05691610671595557 + 1.7139205044834846e-10im	-0.027892257731065403 + 8.358781697008603e-11im	-0.993308688983002 - 2.346564971471093e-10im
-1.8552062344886993e-6 + 0.0im	-0.9911560780168718 - 5.535857379038648e-11im	-0.056916577360877796 + 1.7163312943745844e-10im	-0.027892490334696447 + 8.369714444155304e-11im	-0.9933151120624136 - 2.348114038276937e-10im
-1.8368378559294051e-6 + 0.0im	-0.9911591995721254 - 5.5254432472393506e-11im	-0.0569170441824873 + 1.7177551776007656e-10im	-0.027892721045290877 + 8.375838968244227e-11im	-0.9933214716536088 - 2.348610377974716e-10im
-1.8186513425043615e-6 + 0.0im	-0.9911622902718742 - 5.5145922731916764e-11im	-0.05691750720219718 + 1.7181987459494498e-10im	-0.02789294987446431 + 8.377187827255189e-11im	-0.9933277683834743 - 2.348038352511977e-10im
-1.8006448935686747e-6 + 0.0im	-0.9911653504207989 - 5.5030984770801386e-11im	-0.056917966441531194 + 1.7176702883384821e-10im	-0.027893176831112577 + 8.373801867590447e-11im	-0.9933340028727133 - 2.3463859241445207e-10im
-1.7828167263056186e-6 + 0.0im	-0.9911683803205741 - 5.490773704030129e-11im	-0.05691842192211669 + 1.7161797680759897e-10im	-0.027893401926934017 + 8.365730112625837e-11im	-0.993340175735906 - 2.343644593179703e-10im
-1.7651650755501175e-6 + 0.0im	-0.9911713802698997 - 5.477447218910823e-11im	-0.05691887366567688 + 1.7137387970391987e-10im	-0.02789362517276045 + 8.353029636180271e-11im	-0.9933462875815693 - 2.339809330296713e-10im
-1.7476881936139776e-6 + 0.0im	-0.9911743505645282 - 5.462965280533817e-11im	-0.056919321694024354 + 1.710360606713701e-10im	-0.02789384657950169 + 8.33576542061806e-11im	-0.9933523390122164 - 2.3348785035270146e-10im
-1.730384350112849e-6 + 0.0im	-0.991177291497294 - 5.447190696675008e-11im	-0.05691976603123868 + 1.7060600160520272e-10im	-0.027894066157994397 + 8.314010199383755e-11im	-0.993358330624419 - 2.32885379999516e-10im
-1.7132518317949e-6 + 0.0im	-0.9911802033581437 - 5.43000236133546e-11im	-0.05692020669495715 + 1.7008533961279547e-10im	-0.02789428391922503 + 8.287844283855141e-11im	-0.9933642630088627 - 2.3217401425373136e-10im
-1.6962889423711881e-6 + 0.0im	-0.991183086434163 - 5.411294775644412e-11im	-0.056920643709366836 + 1.6947586315804422e-10im	-0.027894499874173004 + 8.257355374485865e-11im	-0.9933701367504059 - 2.313545601331795e-10im
-1.679494002347711e-6 + 0.0im	-0.9911859410096049 - 5.3909775537940856e-11im	-0.05692107709663644 + 1.687795078858547e-10im	-0.027894714033846756 + 8.222638356294464e-11im	-0.9933759524281388 - 2.3042813006927394e-10im
-1.6628653488591198e-6 + 0.0im	-0.99118876736592 - 5.3689749153816815e-11im	-0.056921506878784014 + 1.6799835212958823e-10im	-0.027894926409280728 + 8.183795078841179e-11im	-0.9933817106154388 - 2.2939613211945726e-10im
-1.646401335504079e-6 + 0.0im	-0.9911915657817808 - 5.3452251655188555e-11im	-0.056921933078092866 + 1.6713461210601467e-10im	-0.02789513701153252 + 8.140934120916806e-11im	-0.9933874118800273 - 2.2826025973110932e-10im
-1.6301003321822563e-6 + 0.0im	-0.9911943365331116 - 5.319680164052778e-11im	-0.056922355716817516 + 1.6619063680397983e-10im	-0.027895345851679975 + 8.09417054024903e-11im	-0.9933930567840262 - 2.270224810768626e-10im
-1.613960724932927e-6 + 0.0im	-0.991197079893115 - 5.2923047852260933e-11im	-0.05692277481725159 + 1.6516890257460583e-10im	-0.027895552940818552 + 8.043625608610598e-11im	-0.9933986458840125 - 2.256850279827846e-10im
-1.5979809157751752e-6 + 0.0im	-0.9911997961322976 - 5.263076369085044e-11im	-0.05692319040172274 + 1.6407200743239927e-10im	-0.027895758290058543 + 7.98942653278985e-11im	-0.9934041797310716 - 2.2425038447232475e-10im
-1.5821593225496783e-6 + 0.0im	-0.9912024855184991 - 5.231984165926224e-11im	-0.05692360249258693 + 1.6290266507813557e-10im	-0.02789596191052257 + 7.931706161957279e-11im	-0.9934096588708561 - 2.2272127495029492e-10im
-1.5664943787620576e-6 + 0.0im	-0.9912051483169162 - 5.199028775052481e-11im	-0.05692401111222357 + 1.6166369865581186e-10im	-0.027896163813343013 + 7.870602682031541e-11im	-0.9934150838436343 - 2.2110065205244041e-10im
-1.5509845334277798e-6 + 0.0im	-0.9912077847901316 - 5.16422157908748e-11im	-0.05692441628303025 + 1.6035803425731233e-10im	-0.027896364009659586 + 7.806259297714463e-11im	-0.9934204551843303 - 2.1939168418735234e-10im
-1.5356282509185938e-6 + 0.0im	-0.9912103951981308 - 5.127584175076448e-11im	-0.056924818027418035 + 1.5898869418969642e-10im	-0.027896562510616965 + 7.738823902926513e-11im	-0.9934257734226445 - 2.1759774279857855e-10im
-1.520424010810489e-6 + 0.0im	-0.9912129797983438 - 5.089147803577286e-11im	-0.0569252163678067 + 1.5755879002120176e-10im	-0.02789675932736246 + 7.668448740432168e-11im	-0.9934310390829822 - 2.1572238937578444e-10im
-1.5053703077331574e-6 + 0.0im	-0.9912155388456563 - 5.048952776921952e-11im	-0.05692561132662001 + 1.5607151542314756e-10im	-0.027896954471043817 + 7.595290051497902e-11im	-0.9934362526846181 - 2.1376936224471723e-10im
-1.4904656512209479e-6 + 0.0im	-0.9912180725924411 - 5.007047907802448e-11im	-0.05692600292628134 + 1.5453013882591557e-10im	-0.027897147952806983 + 7.519507716474157e-11im	-0.9934414147416946 - 2.1174256316650093e-10im
-1.475708565565295e-6 + 0.0im	-0.9912205812885805 - 4.9634899393088665e-11im	-0.05692639118920943 + 1.529379959080871e-10im	-0.027897339784068644 + 7.44126488723661e-11im	-0.9934465257632846 - 2.09646043777465e-10im
-1.4610975896686088e-6 + 0.0im	-0.9912230651814927 - 4.918342977519081e-11im	-0.056926776137813884 + 1.5129848193860893e-10im	-0.02789752997543223 + 7.360727612460911e-11im	-0.9934515862534375 - 2.074839919012575e-10im
-1.4466312768996125e-6 + 0.0im	-0.9912255245161555 - 4.871677927710296e-11im	-0.056927157794491465 + 1.4961504399255556e-10im	-0.027897718538284974 + 7.278064456738945e-11im	-0.9934565967112313 - 2.0526071776542296e-10im
-1.4323081949501115e-6 + 0.0im	-0.9912279595351283 - 4.82357193523229e-11im	-0.05692753618225542 + 1.478911730616457e-10im	-0.02789790548374532 + 7.193446114573463e-11im	-0.9934615576308218 - 2.0298064015494087e-10im
-1.4181269256931798e-6 + 0.0im	-0.9912303704785804 - 4.7741078320503804e-11im	-0.05692791132223628 + 1.4613039608115235e-10im	-0.02789809082292 + 7.107045020311412e-11im	-0.993466469501489 - 2.0064827253540238e-10im
-1.4040860650427523e-6 + 0.0im	-0.9912327575843097 - 4.7233735899333864e-11im	-0.05692828323736503 + 1.443362678952298e-10im	-0.027898274566902286 + 7.019034955094902e-11im	-0.9934713328076883 - 1.9826820917857506e-10im
-1.3901842228146062e-6 + 0.0im	-0.9912351210877696 - 4.6714617812275886e-11im	-0.05692865194994784 + 1.4251236318295186e-10im	-0.0278984567267701 + 6.929590651921976e-11im	-0.9934761480290942 - 1.9584511132305001e-10im
-1.3764200225887189e-6 + 0.0im	-0.9912374612220909 - 4.618469048122548e-11im	-0.05692901748225924 + 1.4066226836752764e-10im	-0.02789863731358445 + 6.838887399917488e-11im	-0.993480915640652 - 1.933836934024868e-10im
-1.362792101572989e-6 + 0.0im	-0.9912397782181033 - 4.564495581278295e-11im	-0.05692937985653867 + 1.3878957353123103e-10im	-0.027898816338387693 + 6.747100648917865e-11im	-0.9934856361126199 - 1.9088870937369037e-10im
-1.3492991104683058e-6 + 0.0im	-0.991242072304361 - 4.509644608645984e-11im	-0.05692973909498721 + 1.368978643585491e-10im	-0.027898993812201976 + 6.654405615471595e-11im	-0.9934903099106175 - 1.883649391763366e-10im
