w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-0.0002267857342134259 + 0.0im	-1.057785352080411 - 6.846088722817405e-10im	0.0030516336063324185 + 6.282225024975827e-9im	0.0030516336063368356 + 6.2822250227849185e-9im	-1.0577853520804124 - 6.846088746141294e-10im
-0.00022454033090438206 + 0.0im	-1.0577838696259223 - 1.3262327214016904e-9im	0.003021382702054146 + 5.689751010424893e-9im	0.0030213827020585636 + 5.6897510082382474e-9im	-1.0577838696259232 - 1.3262327237216632e-9im
-0.00022231715931126937 + 0.0im	-1.0577824164029161 - 1.95164493812277e-9im	0.002991432412412327 + 5.11191650697035e-9im	0.0029914324124167445 + 5.111916504788819e-9im	-1.0577824164029168 - 1.951644940430049e-9im
-0.0002201159993180885 + 0.0im	-1.0577809918340377 - 2.5601997511318513e-9im	0.0029617797285196633 + 4.549296444868528e-9im	0.002961779728524084 + 4.549296442692989e-9im	-1.0577809918340388 - 2.560199753425974e-9im
-0.00021793663298820643 + 0.0im	-1.0577795953534208 - 3.1512934263545637e-9im	0.0029324216721580854 + 4.002417883875631e-9im	0.002932421672162502 + 4.0024178817069695e-9im	-1.0577795953534215 - 3.1512934286350895e-9im
-0.00021577884454277864 + 0.0im	-1.0577782264064557 - 3.7243654455368124e-9im	0.0029033552954846106 + 3.471759667021951e-9im	0.0029033552954890285 + 3.4717596648611173e-9im	-1.0577782264064564 - 3.7243654478031636e-9im
-0.0002136424203393848 + 0.0im	-1.0577768844495645 - 4.278899514076246e-9im	0.0028745776807051512 + 2.9577522324677666e-9im	0.00287457768070957 + 2.957752230315735e-9im	-1.0577768844495652 - 4.2788995163278794e-9im
-0.00021152714885087602 + 0.0im	-1.0577755689499788 - 4.814424397660998e-9im	0.0028460859397861707 + 2.4607775815561143e-9im	0.002846085939790589 + 2.4607775794138774e-9im	-1.0577755689499797 - 4.814424399897267e-9im
-0.0002094328206444317 + 0.0im	-1.0577742793855207 - 5.330514588014881e-9im	0.0028178772140403942 + 1.9811694005239076e-9im	0.0028178772140448117 + 1.981169398392468e-9im	-1.057774279385522 - 5.330514590235106e-9im
-0.00020735922836082347 + 0.0im	-1.0577730152443905 - 5.826790798779982e-9im	0.0027899486739490277 + 1.5192133326997563e-9im	0.002789948673953446 + 1.5192133305801267e-9im	-1.057773015244391 - 5.826790800983463e-9im
-0.00020530616669388462 + 0.0im	-1.0577717760249563 - 6.302920293273386e-9im	0.0027622975187556304 + 1.0751473974132298e-9im	0.002762297518760051 + 1.0751473953064804e-9im	-1.057771776024957 - 6.302920295459383e-9im
-0.0002032734323701828 + 0.0im	-1.0577705612355501 - 6.7586170465406586e-9im	0.002734920976192435 + 6.491625512652822e-10im	0.0027349209761968543 + 6.49162549172427e-10im	-1.0577705612355512 - 6.758617048708415e-9im
-0.00020126082412889385 + 0.0im	-1.057769370394268 - 7.193641744787672e-9im	0.0027078163021753074 + 2.4140338686503513e-10im	0.002707816302179727 + 2.41403384787123e-10im	-1.057769370394269 - 7.193641746936423e-9im
-0.0001992681427018751 + 0.0im	-1.0577682030287698 - 7.607801625899204e-9im	0.0026809807805052055 - 1.480310363671045e-10im	0.002680980780509625 - 1.4803103842904705e-10im	-1.0577682030287705 - 7.607801628028162e-9im
-0.00019729519079393572 + 0.0im	-1.0577670586760892 - 8.00095016535237e-9im	0.0026544117225738378 - 5.190862352048484e-10im	0.0026544117225782587 - 5.190862372498019e-10im	-1.05776705867609 - 8.000950167460717e-9im
-0.0001953417730633027 + 0.0im	-1.0577659351462918 - 8.37298661239204e-9im	0.002628106467077195 - 8.717512257346944e-10im	0.0026281064670816146 - 8.717512277616392e-10im	-1.057765935146293 - 8.372986614479005e-9im
-0.0001934076961022799 + 0.0im	-1.0577648354680578 - 8.723855381864369e-9im	0.002602062379446996 - 1.2060573332876444e-9im	0.0026020623794514143 - 1.2060573352955689e-9im	-1.0577648354680582 - 8.723855383929137e-9im
-0.0001914927684180989 + 0.0im	-1.0577637574658034 - 9.053545307588436e-9im	0.0025762768528059367 - 1.5220768962331355e-9im	0.0025762768528103546 - 1.5220768982210625e-9im	-1.057763757465804 - 9.053545309630222e-9im
-0.0001895968004139593 + 0.0im	-1.0577627007156556 - 9.36208876359601e-9im	0.002550747305395599 - 1.8199218709947502e-9im	0.0025507473054000173 - 1.8199218729617294e-9im	-1.0577627007156563 - 9.362088765614037e-9im
-0.00018771960437025673 + 0.0im	-1.0577616647976043 - 9.6495606599724e-9im	0.002525471182431002 - 2.0997423459109836e-9im	0.0025254711824354227 - 2.0997423478560735e-9im	-1.057761664797605 - 9.649560661965884e-9im
-0.00018586099442599677 + 0.0im	-1.0577606493010803 - 9.916077320396094e-9im	0.0025004459548428806 - 2.3617249717877433e-9im	0.0025004459548472993 - 2.3617249737100283e-9im	-1.0577606493010807 - 9.916077322364281e-9im
-0.00018402078656039284 + 0.0im	-1.057759653823643 - 1.0161795248793488e-8im	0.0024756691191777365 - 2.606091317165972e-9im	0.0024756691191821566 - 2.606091319064592e-9im	-1.0577596538236436 - 1.016179525073564e-8im
-0.00018219879857464638 + 0.0im	-1.057758677970815 - 1.0386909792800619e-8im	0.002451138197332146 - 2.8330961564618895e-9im	0.0024511381973365666 - 2.83309615833598e-9im	-1.0577586779708155 - 1.038690979471605e-8im
-0.0001803948500739073 + 0.0im	-1.057757721355923 - 1.0591653711956259e-8im	0.0024268507362877174 - 3.043025699228368e-9im	0.002426850736292139 - 3.043025701077115e-9im	-1.0577577213559235 - 1.0591653713844244e-8im
-0.00017860876244941317 + 0.0im	-1.0577567835999369 - 1.0776295658735966e-8im	0.0024028043078485276 - 3.236195768832431e-9im	0.0024028043078529477 - 3.2361957706550547e-9im	-1.0577567835999375 - 1.0776295660595868e-8im
-0.0001768403588608051 + 0.0im	-1.0577558643313203 - 1.0941138580682388e-8im	0.0023789965083816007 - 3.4129499388497942e-9im	0.002378996508386021 - 3.412949940645559e-9im	-1.0577558643313212 - 1.0941138582513567e-8im
-0.0001750894642186189 + 0.0im	-1.0577549631858776 - 1.1086518051985122e-8im	0.0023554249585601684 - 3.573657635441709e-9im	0.0023554249585645884 - 3.5736576372099377e-9im	-1.0577549631858785 - 1.1086518053786985e-8im
-0.0001733559051669494 + 0.0im	-1.0577540798066067 - 1.1212800542921216e-8im	0.0023320873031103698 - 3.7187122139029748e-9im	0.002332087303114789 - 3.7187122156429823e-9im	-1.0577540798066076 - 1.12128005446932e-8im
-0.00017163951006628653 + 0.0im	-1.0577532138435541 - 1.1320381635583046e-8im	0.0023089812107297573 - 3.848529017456952e-9im	0.002308981210734179 - 3.848529019168126e-9im	-1.0577532138435557 - 1.1320381637324627e-8im
-0.00016994010897652132 + 0.0im	-1.0577523649536744 - 1.140968419429435e-8im	0.002286104372974025 - 3.96354342622212e-9im	0.0022861043729784473 - 3.963543427903876e-9im	-1.0577523649536749 - 1.1409684196005036e-8im
-0.00016825753364012013 + 0.0im	-1.0577515328006888 - 1.1481156499051458e-8im	0.002263454505762785 - 4.0642089040897534e-9im	0.0022634545057672057 - 4.06420890574158e-9im	-1.0577515328006895 - 1.1481156500730795e-8im
-0.00016659161746546548 + 0.0im	-1.0577507170549523 - 1.1535270350224098e-8im	0.002241029347366465 - 4.150995051033865e-9im	0.0022410293473708845 - 4.15099505265527e-9im	-1.0577507170549538 - 1.1535270351871673e-8im
-0.00016494219551036187 + 0.0im	-1.0577499173933214 - 1.1572519152612091e-8im	0.002218826659062073 - 4.224385668125229e-9im	0.002218826659066493 - 4.224385669715773e-9im	-1.0577499173933218 - 1.1572519154227527e-8im
-0.00016330910446570482 + 0.0im	-1.0577491334990186 - 1.159341598678258e-8im	0.00219684422471296 - 4.2848768422447694e-9im	0.0021968442247173804 - 4.284876843804055e-9im	-1.0577491334990194 - 1.1593415988365546e-8im
-0.0001616921826393117 + 0.0im	-1.0577483650615105 - 1.1598491675407084e-8im	0.002175079850534501 - 4.332975057187111e-9im	0.0021750798505389217 - 4.332975058714777e-9im	-1.0577483650615116 - 1.1598491676957296e-8im
-0.00016009126993991258 + 0.0im	-1.0577476117763824 - 1.1588292852084647e-8im	0.002153531364861722 - 4.369195337518794e-9im	0.0021535313648661436 - 4.369195339014551e-9im	-1.0577476117763827 - 1.1588292853601851e-8im
-0.0001585062078612996 + 0.0im	-1.0577468733452107 - 1.1563380039874558e-8im	0.002132196617919554 - 4.394059431207251e-9im	0.002132196617923974 - 4.3940594326708435e-9im	-1.0577468733452111 - 1.1563380041358554e-8im
-0.00015693683946663324 + 0.0im	-1.0577461494754496 - 1.1524325746474927e-8im	0.002111073481595412 - 4.408094036669405e-9im	0.0021110734815998344 - 4.408094038100606e-9im	-1.05774614947545 - 1.152432574792556e-8im
-0.00015538300937290419 + 0.0im	-1.0577454398803097 - 1.1471712582673145e-8im	0.0020901598492145575 - 4.4118290795066675e-9im	0.002090159849218978 - 4.411829080905321e-9im	-1.0577454398803108 - 1.147171258409028e-8im
-0.0001538445637355487 + 0.0im	-1.0577447442786476 - 1.1406131410363356e-8im	0.0020694536353175917 - 4.405796043797187e-9im	0.002069453635322012 - 4.405796045163165e-9im	-1.0577447442786485 - 1.140613141174692e-8im
-0.00015232135023321653 + 0.0im	-1.057744062394848 - 1.1328179526076359e-8im	0.002048952775440769 - 4.390526362408233e-9im	0.0020489527754451895 - 4.390526363741452e-9im	-1.057744062394849 - 1.1328179527426303e-8im
-0.00015081321805268964 + 0.0im	-1.0577433939587177 - 1.1238458885603193e-8im	0.002028655225899168 - 4.3665498703780724e-9im	0.0020286552259035895 - 4.366549871678503e-9im	-1.057743393958719 - 1.1238458886919538e-8im
-0.00014932001787395014 + 0.0im	-1.0577427387053786 - 1.1137574374915732e-8im	0.0020085589635763495 - 4.334393324995335e-9im	0.002008558963580769 - 4.334393326262969e-9im	-1.057742738705379 - 1.1137574376198498e-8im
-0.00014784160185539618 + 0.0im	-1.057742096375161 - 1.1026132132198012e-8im	0.001988661985669909 - 4.2945789957799226e-9im	0.0019886619856743313 - 4.294578997014822e-9im	-1.0577420963751618 - 1.102613213344729e-8im
-0.00014637782361920414 + 0.0im	-1.057741466713523 - 1.0904737925406513e-8im	0.001968962309432832 - 4.247623327145738e-9im	0.001968962309437254 - 4.247623328347978e-9im	-1.057741466713524 - 1.0904737926622424e-8im
-0.00014492853823683578 + 0.0im	-1.0577408494697267 - 1.0773995589373545e-8im	0.001949457972452217 - 4.194035676102017e-9im	0.0019494579724566388 - 4.1940356772717246e-9im	-1.0577408494697278 - 1.077399559055624e-8im
-0.00014349360221468889 + 0.0im	-1.0577402444022437 - 1.0634505526062431e-8im	0.0019301470315464483 - 4.134317126931689e-9im	0.0019301470315508699 - 4.134317128069026e-9im	-1.0577402444022441 - 1.0634505527212102e-8im
-0.00014207287347988998 + 0.0im	-1.0577396512683523 - 1.0486863271174747e-8im	0.0019110275632865494 - 4.068959384371422e-9im	0.0019110275632909714 - 4.068959385476583e-9im	-1.057739651268353 - 1.048686327229162e-8im
-0.0001406662113662277 + 0.0im	-1.057739069833756 - 1.0331658129904132e-8im	0.0018920976635191631 - 3.998443746414294e-9im	0.0018920976635235854 - 3.9984437474875155e-9im	-1.0577390698337565 - 1.0331658130988468e-8im
-0.00013927347660022544 + 0.0im	-1.0577384998679482 - 1.0169471884226432e-8im	0.0018733554472320833 - 3.9232401574598235e-9im	0.0018733554472365052 - 3.923240158501368e-9im	-1.0577384998679493 - 1.0169471885278516e-8im
-0.00013789453128735193 + 0.0im	-1.0577379411449384 - 1.0000877573718004e-8im	0.0018547990485144018 - 3.843806342153911e-9im	0.0018547990485188242 - 3.843806343164079e-9im	-1.0577379411449392 - 1.0000877574738169e-8im
-0.00013652923889836824 + 0.0im	-1.0577373934431697 - 9.826438351501566e-9im	0.0018364266193882392 - 3.760587019890753e-9im	0.0018364266193926593 - 3.760587020869869e-9im	-1.0577373934431709 - 9.826438352490156e-9im
-0.00013517746425581014 + 0.0im	-1.0577368565454373 - 9.646706416536273e-9im	0.0018182363316345906 - 3.674013199594371e-9im	0.0018182363316390125 - 3.674013200542793e-9im	-1.0577368565454386 - 9.646706417493667e-9im
-0.0001338390735206041 + 0.0im	-1.0577363302388023 - 9.462222023095078e-9im	0.0018002263745350835 - 3.5845015540581037e-9im	0.001800226374539505 - 3.584501554976221e-9im	-1.0577363302388034 - 9.462222024021688e-9im
-0.00013251393417881594 + 0.0im	-1.0577358143145061 - 9.273512567911988e-9im	0.0017823949557436898 - 3.492453872799701e-9im	0.0017823949557481131 - 3.492453873687911e-9im	-1.0577358143145068 - 9.273512568808241e-9im
-0.00013120191502853063 + 0.0im	-1.0577353085678904 - 9.081091755133052e-9im	0.0017647403008736156 - 3.398256592086194e-9im	0.001764740300878039 - 3.398256592944942e-9im	-1.0577353085678913 - 9.081091755999393e-9im
-0.000129902886166862 + 0.0im	-1.0577348127983166 - 8.885458838871924e-9im	0.0017472606534006615 - 3.3022804004998285e-9im	0.0017472606534050838 - 3.3022804013295642e-9im	-1.0577348127983175 - 8.885458839708834e-9im
-0.0001286167189770911 + 0.0im	-1.0577343268090866 - 8.687097942852401e-9im	0.0017299542741722532 - 3.204879918152505e-9im	0.0017299542741766741 - 3.2048799189537074e-9im	-1.0577343268090875 - 8.687097943660378e-9im
-0.00012734328611593179 + 0.0im	-1.0577338504073657 - 8.4864774563188e-9im	0.001712819441714814 - 3.106393447413758e-9im	0.0017128194417192352 - 3.106393448186922e-9im	-1.0577338504073661 - 8.486477457098353e-9im
-0.00012608246150092256 + 0.0im	-1.0577333834041056 - 8.284049505110874e-9im	0.001695854451658026 - 3.007142792795635e-9im	0.001695854451662449 - 3.007142793541275e-9im	-1.0577333834041065 - 8.284049505862533e-9im
-0.00012483412029794312 + 0.0im	-1.0577329256139747 - 8.080249496533311e-9im	0.0016790576167663484 - 2.90743314743758e-9im	0.0016790576167707702 - 2.9074331481562218e-9im	-1.0577329256139751 - 8.080249497257624e-9im
-0.00012359813890885457 + 0.0im	-1.0577324768552785 - 7.875495736403145e-9im	0.0016624272665379312 - 2.8075530434565907e-9im	0.001662427266542354 - 2.8075530441487796e-9im	-1.0577324768552792 - 7.875495737100669e-9im
-0.00012237439495926196 + 0.0im	-1.057732036949895 - 7.670189116428116e-9im	0.0016459617473899711 - 2.7077743632696696e-9im	0.001645961747394394 - 2.7077743639359636e-9im	-1.0577320369498961 - 7.67018911709942e-9im
-0.00012116276728639797 + 0.0im	-1.0577316057232018 - 7.464712869861586e-9im	0.0016296594221255555 - 2.608352408861832e-9im	0.0016296594221299782 - 2.6083524095027993e-9im	-1.0577316057232027 - 7.46471287050726e-9im
-0.0001199631359271267 + 0.0im	-1.0577311830040068 - 7.2594323931880894e-9im	0.0016135186699942569 - 2.5095260258573306e-9im	0.0016135186699986807 - 2.509526026473543e-9im	-1.0577311830040081 - 7.259432393808719e-9im
-0.00011877538210606603 + 0.0im	-1.0577307686244861 - 7.05469513142433e-9im	0.0015975378864081962 - 2.4115177791594885e-9im	0.0015975378864126213 - 2.411517779751533e-9im	-1.0577307686244863 - 7.054695132020512e-9im
-0.00011759938822382774 + 0.0im	-1.0577303624201104 - 6.8508305244691856e-9im	0.0015817154829197045 - 2.314534176851388e-9im	0.001581715482924127 - 2.3145341774198573e-9im	-1.0577303624201109 - 6.850830525041526e-9im
-0.000116435037845374 + 0.0im	-1.057729964229588 - 6.648150011804781e-9im	0.0015660498868119248 - 2.2187659389967497e-9im	0.0015660498868163468 - 2.2187659395422373e-9im	-1.0577299642295892 - 6.64815001235389e-9im
-0.00011528221568848911 + 0.0im	-1.057729573894799 - 6.446947092738495e-9im	0.001550539541168963 - 2.124388307947056e-9im	0.0015505395411733857 - 2.124388308470171e-9im	-1.0577295738948 - 6.446947093264986e-9im
-0.00011414080761236545 + 0.0im	-1.0577291912607327 - 6.247497439281629e-9im	0.001535182904629009 - 2.0315613967454666e-9im	0.0015351829046334326 - 2.031561397246808e-9im	-1.0577291912607332 - 6.247497439786118e-9im
-0.00011301070060630243 + 0.0im	-1.0577288161754264 - 6.050059058685337e-9im	0.0015199784738586894 - 1.9404305722210014e-9im	0.001519978473863112 - 1.940430572701172e-9im	-1.0577288161754272 - 6.05005905916844e-9im
-0.00011189178277851726 + 0.0im	-1.0577284484899099 - 5.854872502596488e-9im	0.0015049246925081306 - 1.8511268693857929e-9im	0.0015049246925125544 - 1.8511268698454027e-9im	-1.0577284484899108 - 5.854872503058826e-9im
-0.0001107839433450666 + 0.0im	-1.0577280880581417 - 5.662161119755294e-9im	0.0014900200655013527 - 1.763767433783426e-9im	0.0014900200655057765 - 1.7637674342230802e-9im	-1.057728088058143 - 5.662161120197477e-9im
-0.00010968707261887783 + 0.0im	-1.0577277347369565 - 5.472131349132594e-9im	0.001475263156966606 - 1.6784559884867518e-9im	0.0014752631569710279 - 1.6784559889070514e-9im	-1.0577277347369576 - 5.472131349555239e-9im
-0.00010860106199888893 + 0.0im	-1.0577273883860077 - 5.284973050395886e-9im	0.001460652478393595 - 1.5952833225074756e-9im	0.0014606524783980193 - 1.5952833229090199e-9im	-1.0577273883860088 - 5.2849730507996e-9im
-0.00010752580395929597 + 0.0im	-1.057727048867711 - 5.100859868599748e-9im	0.0014461865784420555 - 1.514327797456882e-9im	0.0014461865784464786 - 1.5143277978402695e-9im	-1.057727048867712 - 5.100859868985138e-9im
-0.00010646119203890691 + 0.0im	-1.057726716047191 - 4.919949630016694e-9im	0.001431864020248875 - 1.435655869385498e-9im	0.0014318640202532992 - 1.4356558697513168e-9im	-1.0577267160471922 - 4.91994963038436e-9im
-0.0001054071208306009 + 0.0im	-1.0577263897922307 - 4.742384766058349e-9im	0.0014176833812810825 - 1.3593226228289415e-9im	0.001417683381285506 - 1.3593226231777803e-9im	-1.0577263897922318 - 4.742384766408885e-9im
-0.00010436348597089198 + 0.0im	-1.0577260699732172 - 4.568292762282756e-9im	0.001403643253190574 - 1.2853723141957459e-9im	0.0014036432531949973 - 1.285372314528183e-9im	-1.0577260699732178 - 4.56829276261675e-9im
-0.00010333018412959601 + 0.0im	-1.0577257581991166 - 4.3977866295414574e-9im	0.0013897422624842626 - 1.2138389217505455e-9im	0.0013897422624886864 - 1.2138389220671516e-9im	-1.057725758199117 - 4.3977866298594885e-9im
-0.00010230711299960001 + 0.0im	-1.057725450873311 - 4.230965394387555e-9im	0.001375978986915811 - 1.144746699569926e-9im	0.0013759789869202343 - 1.1447466998712642e-9im	-1.057725450873311 - 4.230965394690195e-9im
-0.00010129417128673269 + 0.0im	-1.0577251496095732 - 4.067914605944419e-9im	0.0013623520604691566 - 1.078110732980006e-9im	0.00136235206047358 - 1.0781107332666312e-9im	-1.057725149609574 - 4.067914606232229e-9im
-0.00010029125869973533 + 0.0im	-1.0577248542888795 - 3.908706856519911e-9im	0.0013488601710891183 - 1.0139374931195608e-9im	0.001348860171093543 - 1.013937493392019e-9im	-1.05772485428888 - 3.908706856793446e-9im
-9.929827594033201e-5 + 0.0im	-1.0577245647930513 - 3.753402313346336e-9im	0.0013355019586309173 - 9.52225388414021e-10im	0.0013355019586353397 - 9.522253886728494e-10im	-1.057724564793052 - 3.753402313606136e-9im
-9.831512469339803e-5 + 0.0im	-1.0577242810074527 - 3.602049258925853e-9im	0.00132227609688595 - 8.92965310887718e-10im	0.0013222760968903745 - 8.929653111334406e-10im	-1.0577242810074536 - 3.6020492591724505e-9im
-9.734170761722578e-5 + 0.0im	-1.0577240028193136 - 3.454684637568926e-9im	0.0013091812728550588 - 8.361411753882191e-10im	0.0013091812728594826 - 8.361411756213499e-10im	-1.0577240028193144 - 3.4546846378028436e-9im
-9.637792833388691e-5 + 0.0im	-1.0577237301181086 - 3.3113346058244287e-9im	0.0012962161866135803 - 7.817304499427852e-10im	0.0012962161866180051 - 7.817304501638278e-10im	-1.057723730118109 - 3.311334606046174e-9im
-9.542369141969001e-5 + 0.0im	-1.0577234627954948 - 3.1720150846161856e-9im	0.0012833795511841925 - 7.297046756143305e-10im	0.001283379551188617 - 7.297046758237783e-10im	-1.0577234627954955 - 3.172015084826255e-9im
-9.447890239573268e-5 + 0.0im	-1.0577232007452697 - 3.0367323110199826e-9im	0.0012706700923993252 - 6.800299743710025e-10im	0.0012706700924037492 - 6.800299745693339e-10im	-1.0577232007452704 - 3.036732311218866e-9im
-9.354346771854721e-5 + 0.0im	-1.0577229438633284 - 2.9054833877366318e-9im	0.001258086548777071 - 6.326675436288163e-10im	0.001258086548781492 - 6.326675438164996e-10im	-1.0577229438633289 - 2.905483387924799e-9im
-9.261729477083883e-5 + 0.0im	-1.0577226920476215 - 2.778256828440181e-9im	0.0012456276713916756 - 5.875741362703842e-10im	0.0012456276713961013 - 5.875741364478754e-10im	-1.0577226920476226 - 2.7782568286180927e-9im
-9.170029185231566e-5 + 0.0im	-1.0577224451981146 - 2.6550330973050045e-9im	0.0012332922237471178 - 5.447025250837511e-10im	0.0012332922237515403 - 5.447025252514936e-10im	-1.057722445198115 - 2.65503309747311e-9im
-9.079236817060957e-5 + 0.0im	-1.0577222032167497 - 2.5357851411397923e-9im	0.0012210789816520825 - 5.040019507025521e-10im	0.001221078981656507 - 5.040019508609766e-10im	-1.0577222032167501 - 2.5357851412985266e-9im
-8.989343383228669e-5 + 0.0im	-1.0577219660074055 - 2.420478912681427e-9im	0.0012089867330961092 - 4.654185522630532e-10im	0.0012089867331005334 - 4.654185524125782e-10im	-1.0577219660074062 - 2.420478912831211e-9im
-8.900339983394722e-5 + 0.0im	-1.05772173347586 - 2.3090738837246385e-9im	0.0011970142781270745 - 4.288957801224959e-10im	0.0011970142781314987 - 4.2889578026352703e-10im	-1.057721733475861 - 2.3090738838658824e-9im
-8.812217805341309e-5 + 0.0im	-1.057721505529754 - 2.201523546885743e-9im	0.001185160428730025 - 3.943747901084132e-10im	0.0011851604287344472 - 3.9437479024134317e-10im	-1.0577215055297544 - 2.2015235470188448e-9im
-8.724968124100305e-5 + 0.0im	-1.0577212820785515 - 2.097775904918129e-9im	0.0011734240087074028 - 3.617948188874883e-10im	0.001173424008711827 - 3.6179481901269673e-10im	-1.0577212820785522 - 2.0977759050434704e-9im
-8.638582301089412e-5 + 0.0im	-1.057721063033508 - 1.997773946614928e-9im	0.0011618038535616772 - 3.310935401570554e-10im	0.0011618038535661016 - 3.310935402749093e-10im	-1.0577210630335092 - 1.9977739467328804e-9im
-8.553051783256843e-5 + 0.0im	-1.057720848307633 - 1.901456108448273e-9im	0.0011502988103532876 - 3.022074014700272e-10im	0.0011502988103577114 - 3.02207401580882e-10im	-1.0577208483076341 - 1.9014561085591937e-9im
-8.468368102234498e-5 + 0.0im	-1.057720637815654 - 1.8087567212058595e-9im	0.001138907737671687 - 2.7507194160657766e-10im	0.0011389077376761112 - 2.750719417107747e-10im	-1.057720637815655 - 1.8087567213100944e-9im
-8.384522873499502e-5 + 0.0im	-1.0577204314739854 - 1.7196064409925643e-9im	0.0011276295053821279 - 2.4962208850151317e-10im	0.0011276295053865523 - 2.4962208859938265e-10im	-1.0577204314739863 - 1.7196064410904456e-9im
-8.301507795544062e-5 + 0.0im	-1.0577202292006938 - 1.6339326640683787e-9im	0.0011164629946231732 - 2.257924378261366e-10im	0.0011164629946275977 - 2.2579243791799688e-10im	-1.0577202292006946 - 1.6339326641602272e-9im
-8.219314649053527e-5 + 0.0im	-1.0577200309154668 - 1.5516599250926349e-9im	0.0011054070976509072 - 2.035175124061963e-10im	0.0011054070976553303 - 2.0351751249235217e-10im	-1.0577200309154675 - 1.551659925178758e-9im
-8.137935296092601e-5 + 0.0im	-1.0577198365395797 - 1.472710278439379e-9im	0.0010944607177329618 - 1.8273200273458752e-10im	0.001094460717737386 - 1.8273200281533304e-10im	-1.0577198365395803 - 1.4727102785200723e-9im
-8.057361679299605e-5 + 0.0im	-1.0577196459958633 - 1.3970036623382715e-9im	0.001083622769038459 - 1.633709889073422e-10im	0.0010836227690428847 - 1.6337098898295935e-10im	-1.0577196459958644 - 1.3970036624138197e-9im
-7.977585821088718e-5 + 0.0im	-1.057719457472669 - 1.3244582456806182e-9im	0.0010728921879047735 - 1.453701443753507e-10im	0.0010728921879091984 - 1.4537014444610964e-10im	-1.0577194574726696 - 1.3244582457512942e-9im
-7.898599822860117e-5 + 0.0im	-1.057719274367866 - 1.2549907574101925e-9im	0.0010622678871133068 - 1.2866592196165583e-10im	0.0010622678871177321 - 1.2866592202781603e-10im	-1.057719274367867 - 1.2549907574762572e-9im
-7.820395864217937e-5 + 0.0im	-1.0577190948727648 - 1.1885167984936439e-9im	0.0010517488243771374 - 1.1319572264528374e-10im	0.0010517488243815618 - 1.1319572270709345e-10im	-1.0577190948727664 - 1.188516798555347e-9im
-7.742966202195977e-5 + 0.0im	-1.0577189189161258 - 1.124951136535338e-9im	0.001041333956391161 - 9.88980476575685e-11im	0.0010413339563955875 - 9.889804771526556e-11im	-1.0577189189161267 - 1.1249511365929186e-9im
-7.666303170491066e-5 + 0.0im	-1.0577187464281137 - 1.0642079831666388e-9im	0.0010310222502171874 - 8.571263447615926e-11im	0.001031022250221612 - 8.571263452997058e-11im	-1.0577187464281141 - 1.0642079832203257e-9im
-7.590399178704027e-5 + 0.0im	-1.0577185773402762 - 1.0062012543995273e-9im	0.0010208126831802455 - 7.35805773350437e-11im	0.0010208126831846682 - 7.35805773851863e-11im	-1.057718577340277 - 1.0062012544495382e-9im
-7.515246711588144e-5 + 0.0im	-1.0577184115855152 - 9.508448141896881e-10im	0.0010107042427660667 - 6.244443289694489e-11im	0.001010704242770492 - 6.244443294362572e-11im	-1.0577184115855158 - 9.50844814236232e-10im
-7.440838328305094e-5 + 0.0im	-1.0577182490980594 - 8.980527015041817e-10im	0.0010006959265201516 - 5.224831175670948e-11im	0.0010006959265245758 - 5.2248311800125895e-11im	-1.05771824909806 - 8.980527015474568e-10im
-7.367166661688212e-5 + 0.0im	-1.0577180898134375 - 8.477393412343378e-10im	0.0009907867418887794 - 4.293795646197546e-11im	0.0009907867418932031 - 4.2937956502315694e-11im	-1.0577180898134384 - 8.477393412745333e-10im
-7.29422441751308e-5 + 0.0im	-1.057717933668454 - 7.99819739335025e-10im	0.0009809757063912196 - 3.4460806749835487e-11im	0.000980975706395644 - 3.4460806787278114e-11im	-1.0577179336684543 - 7.998197393723207e-10im
-7.222004373775327e-5 + 0.0im	-1.0577177806011628 - 7.542096626076581e-10im	0.0009712618470024909 - 2.6766052706499162e-11im	0.0009712618470069149 - 2.6766052741214618e-11im	-1.0577177806011633 - 7.542096626422249e-10im
-7.150499379975572e-5 + 0.0im	-1.0577176305508424 - 7.108258035758467e-10im	0.0009616442005535341 - 1.9804676560694258e-11im	0.0009616442005579574 - 1.9804676592844426e-11im	-1.0577176305508433 - 7.108258036078474e-10im
-7.079702356411457e-5 + 0.0im	-1.0577174834579728 - 6.695859309301465e-10im	0.0009521218133973356 - 1.352948382156172e-11im	0.0009521218134017612 - 1.3529483851300153e-11im	-1.0577174834579737 - 6.695859309597354e-10im
-7.009606293476691e-5 + 0.0im	-1.0577173392642107 - 6.30409026041526e-10im	0.0009426937413573949 - 7.895124467953149e-12im	0.0009426937413618215 - 7.895124495425814e-12im	-1.0577173392642116 - 6.304090260688495e-10im
-6.94020425096702e-5 + 0.0im	-1.0577171979123665 - 5.932154060627338e-10im	0.0009333590496336409 - 2.858104888996691e-12im	0.0009333590496380668 - 2.8581049143413874e-12im	-1.0577171979123672 - 5.932154060879306e-10im
-6.871489357393089e-5 + 0.0im	-1.0577170593463796 - 5.57926834152289e-10im	0.0009241168127089199 + 1.6232087345262788e-12im	0.0009241168127133461 + 1.6232087111785709e-12im	-1.0577170593463807 - 5.579268341754906e-10im
