w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
0.0009694743080684359 + 0.0im	-1.0590974972859744 - 1.5270552015201096e-8im	-0.013187440294534137 - 1.4094428440549412e-8im	-0.013187440294538574 - 1.409442844526361e-8im	-1.0590974972859757 - 1.527055201282796e-8im
0.0009791690511491203 + 0.0im	-1.059125939340432 - 1.5768768673357076e-8im	-0.013322431664628535 - 1.4572740158105091e-8im	-0.013322431664632978 - 1.4572740162800335e-8im	-1.0591259393404326 - 1.5768768671002917e-8im
0.0009889607416606115 + 0.0im	-1.059154971673446 - 1.6293802217763224e-8im	-0.013458870616707025 - 1.5079682939072015e-8im	-0.013458870616711466 - 1.5079682943746227e-8im	-1.059154971673447 - 1.6293802215430042e-8im
0.0009988503490772176 + 0.0im	-1.0591846069516262 - 1.6849431703794815e-8im	-0.013596774762230488 - 1.561921055863225e-8im	-0.013596774762234934 - 1.5619210563283428e-8im	-1.059184606951627 - 1.6849431701484595e-8im
0.0010088388525679897 + 0.0im	-1.0592148581320016 - 1.7439982743359126e-8im	-0.013736161996490208 - 1.619583607149997e-8im	-0.013736161996494653 - 1.619583607612616e-8im	-1.059214858132002 - 1.7439982741073857e-8im
0.0010189272410936695 + 0.0im	-1.05924573846954 - 1.8070402326148883e-8im	-0.013877050499380785 - 1.6814706856751877e-8im	-0.013877050499385226 - 1.6814706861351213e-8im	-1.059245738469541 - 1.807040232389056e-8im
0.0010291165135046063 + 0.0im	-1.0592772615249137 - 1.8746343426881026e-8im	-0.014019458747843687 - 1.7481689425890876e-8im	-0.014019458747848133 - 1.7481689430461566e-8im	-1.0592772615249149 - 1.8746343424651625e-8im
0.0010394076786396523 + 0.0im	-1.0593094411725013 - 1.9474260611932864e-8im	-0.01416340551920519 - 1.820346520643881e-8im	-0.014163405519209634 - 1.8203465210979122e-8im	-1.059309441172502 - 1.947426060973439e-8im
0.001049801755426049 + 0.0im	-1.0593422916086501 - 2.0261518000334384e-8im	-0.014308909902903202 - 1.8987638654864758e-8im	-0.014308909902907653 - 1.898763865937305e-8im	-1.0593422916086512 - 2.026151799816875e-8im
0.0010602997729803093 + 0.0im	-1.0593758273602045 - 2.1116511090990075e-8im	-0.014455991298854741 - 1.9842859209530026e-8im	-0.0144559912988592 - 1.9842859214004723e-8im	-1.0593758273602052 - 2.111651108885927e-8im
0.0010709027707101124 + 0.0im	-1.0594100632933097 - 2.204880414182075e-8im	-0.014604669436402958 - 2.0778958768105233e-8im	-0.014604669436407416 - 2.077895877254488e-8im	-1.0594100632933101 - 2.204880413972674e-8im
0.0010816117984172135 + 0.0im	-1.059445014622498 - 2.30692849788866e-8im	-0.014754964375419302 - 2.1807106566239863e-8im	-0.014754964375423752 - 2.1807106570643025e-8im	-1.059445014622499 - 2.3069284976831317e-8im
0.0010924279164013857 + 0.0im	-1.059480696920088 - 2.419033932629367e-8im	-0.014906896516644386 - 2.2939983546954536e-8im	-0.014906896516648834 - 2.2939983551319925e-8im	-1.0594806969200885 - 2.4190339324279065e-8im
0.0011033521955653995 + 0.0im	-1.0595171261258776 - 2.542604698274561e-8im	-0.01506048660101504 - 2.4191978545233324e-8im	-0.015060486601019496 - 2.4191978549559716e-8im	-1.0595171261258782 - 2.5426046980773603e-8im
0.0011143857175210535 + 0.0im	-1.0595543185571672 - 2.6792402430115573e-8im	-0.015215755992171197 - 2.5579408871747385e-8im	-0.01521575599217566 - 2.5579408876033676e-8im	-1.0595543185571676 - 2.679240242818807e-8im
0.001125529574696264 + 0.0im	-1.0595922909191005 - 2.830756274566778e-8im	-0.015372725683462813 - 2.712076816583429e-8im	-0.015372725683467271 - 2.712076817007941e-8im	-1.0595922909191011 - 2.8307562743786696e-8im
0.0011367848704432267 + 0.0im	-1.05963106031528 - 2.9992126005059283e-8im	-0.015531417762879493 - 2.8837004703290275e-8im	-0.015531417762883958 - 2.8837004707493292e-8im	-1.0596310603152805 - 2.9992126003226516e-8im
0.001148152719147659 + 0.0im	-1.0596706442581423 - 3.186944371066576e-8im	-0.015691854470078856 - 3.0751833691874954e-8im	-0.015691854470083318 - 3.0751833696035023e-8im	-1.0596706442581423 - 3.186944370888316e-8im
0.0011596342463391356 + 0.0im	-1.0597110606198044 - 3.396597116202509e-8im	-0.01585405820164889 - 3.289208746959761e-8im	-0.01585405820165335 - 3.289208747371393e-8im	-1.0597110606198052 - 3.396597116029455e-8im
0.001171230588802527 + 0.0im	-1.059752327975073 - 3.631166010537903e-8im	-0.016018052481413848 - 3.5288107940957204e-8im	-0.016018052481418316 - 3.5288107945029156e-8im	-1.059752327975074 - 3.631166010370239e-8im
0.0011829428946905523 + 0.0im	-1.0597944649146833 - 3.894039846079711e-8im	-0.01618386052443392 - 3.797418604771932e-8im	-0.01618386052443839 - 3.797418605174632e-8im	-1.059794464914684 - 3.894039845917622e-8im
0.0011947723236374577 + 0.0im	-1.0598374907911803 - 4.189050243178706e-8im	-0.016351506493546324 - 4.09890535771319e-8im	-0.016351506493550792 - 4.0989053581113496e-8im	-1.059837490791181 - 4.1890502430223725e-8im
0.0012067200468738324 + 0.0im	-1.0598814253455406 - 4.520526685752229e-8im	-0.016521014217277342 - 4.437643316559823e-8im	-0.01652101421728181 - 4.437643316953401e-8im	-1.059881425345541 - 4.5205266856018325e-8im
0.0012187872473425707 + 0.0im	-1.0599262888048662 - 4.893358027598212e-8im	-0.016692408734885075 - 4.8185652963868854e-8im	-0.016692408734889544 - 4.8185652967758535e-8im	-1.0599262888048664 - 4.89335802745393e-8im
0.0012309751198159964 + 0.0im	-1.0599721018955321 - 5.3130611831880513e-8im	-0.016865715305267464 - 5.247233309526066e-8im	-0.016865715305271943 - 5.247233309910405e-8im	-1.0599721018955324 - 5.3130611830500664e-8im
0.0012432848710141563 + 0.0im	-1.0600188858577295 - 5.785857789096642e-8im	-0.01704095966821343 - 5.7299151765969764e-8im	-0.017040959668217913 - 5.7299151769766775e-8im	-1.06001888585773 - 5.785857788965124e-8im
0.001255717719724298 + 0.0im	-1.0600666624606483 - 6.31875970172148e-8im	-0.017218168059550086 - 6.273669968131746e-8im	-0.01721816805955456 - 6.27366996850681e-8im	-1.0600666624606492 - 6.318759701596607e-8im
0.001268274896921541 + 0.0im	-1.0601154540182547 - 6.919664283696578e-8im	-0.017397366952468258 - 6.886443228912066e-8im	-0.017397366952472737 - 6.886443229282499e-8im	-1.060115454018255 - 6.919664283578518e-8im
0.0012809576458907563 + 0.0im	-1.0601652834056567 - 7.597460525994766e-8im	-0.017578584134083544 - 7.577173031705532e-8im	-0.01757858413408803 - 7.57717303207135e-8im	-1.0601652834056574 - 7.597460525883692e-8im
0.001293767222349664 + 0.0im	-1.0602161740760987 - 8.362147155745898e-8im	-0.017761847171274193 - 8.355908010098618e-8im	-0.017761847171278673 - 8.355908010459851e-8im	-1.0602161740760991 - 8.362147155641976e-8im
0.0013067048945731607 + 0.0im	-1.0602681500785944 - 9.224963991920879e-8im	-0.017947184413161798 - 9.233938632220637e-8im	-0.017947184413166287 - 9.23393863257732e-8im	-1.0602681500785944 - 9.224963991824278e-8im
0.0013197719435188923 + 0.0im	-1.060321236076236 - 1.0198537932925961e-7im	-0.01813462479575957 - 1.02239430990181e-7im	-0.018134624795764054 - 1.0223943099370278e-7im	-1.0603212360762364 - 1.0198537932836844e-7im
0.0013329696629540812 + 0.0im	-1.0603754573652089 - 1.1297045092543267e-7im	-0.018324197844098014 - 1.1340149383097991e-7im	-0.018324197844102497 - 1.134014938344571e-7im	-1.060375457365209 - 1.1297045092461795e-7im
0.001346299359583622 + 0.0im	-1.060430839894535 - 1.2536390744298086e-7im	-0.018515933689994286 - 1.2598515067765954e-7im	-0.018515933689998775 - 1.259851506810928e-7im	-1.060430839894536 - 1.2536390744224423e-7im
0.0013597623531794582 + 0.0im	-1.0604874102865927 - 1.393440889003258e-7im	-0.018709863116520342 - 1.401692680154255e-7im	-0.01870986311652484 - 1.4016926801881552e-7im	-1.060487410286593 - 1.3934408889966875e-7im
0.0013733599767112527 + 0.0im	-1.060545195858427 - 1.5511083437059417e-7im	-0.018906017504831292 - 1.5615421351988107e-7im	-0.018906017504835778 - 1.5615421352322855e-7im	-1.0605451958584275 - 1.5511083437001827e-7im
0.0013870935764783653 + 0.0im	-1.0606042246439051 - 1.7288793150637138e-7im	-0.01910442916300142 - 1.7416430424980615e-7im	-0.01910442916300592 - 1.7416430425311196e-7im	-1.0606042246439056 - 1.7288793150587806e-7im
0.001400964512243149 + 0.0im	-1.0606645254167417 - 1.929258274556763e-7im	-0.019305130145173578 - 1.9445051612590765e-7im	-0.019305130145178075 - 1.9445051612917275e-7im	-1.0606645254167424 - 1.9292582745526716e-7im
0.0014149741573655805 + 0.0im	-1.0607261277144362 - 2.155046269342674e-7im	-0.01950815465562007 - 2.172934804533959e-7im	-0.019508154655624572 - 2.1729348045662117e-7im	-1.0607261277144366 - 2.1550462693394386e-7im
0.0014291238989392362 + 0.0im	-1.0607890618631615 - 2.4093740551298115e-7im	-0.019713536657628934 - 2.4300679553906714e-7im	-0.019713536657633434 - 2.430067955422538e-7im	-1.0607890618631617 - 2.409374055127446e-7im
0.0014434151379286286 + 0.0im	-1.060853359003651 - 2.6957386864913037e-7im	-0.01992131111839075 - 2.7194068392303375e-7im	-0.01992131111839525 - 2.719406839261827e-7im	-1.0608533590036513 - 2.695738686489823e-7im
0.0014578492893079149 + 0.0im	-1.060919051118121 - 3.0180438964889855e-7im	-0.020131513789101798 - 3.0448602840216864e-7im	-0.0201315137891063 - 3.044860284052811e-7im	-1.060919051118121 - 3.0180438964884026e-7im
0.001472427782200994 + 0.0im	-1.0609861710582844 - 3.3806446260393776e-7im	-0.02034418123023366 - 3.4107882287748526e-7im	-0.020344181230238158 - 3.410788228805627e-7im	-1.0609861710582855 - 3.380644626039705e-7im
0.001487152060023004 + 0.0im	-1.0610547525745277 - 3.788396094116291e-7im	-0.020559350838212073 - 3.822050771226992e-7im	-0.02055935083821658 - 3.822050771257427e-7im	-1.0610547525745284 - 3.788396094117542e-7im
0.001502023580623234 + 0.0im	-1.0611248303463703 - 4.2467078327593367e-7im	-0.020777060875782773 - 4.2840621785726436e-7im	-0.02077706087578729 - 4.284062178602753e-7im	-1.0611248303463705 - 4.2467078327615237e-7im
0.0015170438164294664 + 0.0im	-1.061196440014673 - 4.76160314606616e-7im	-0.020997350500629605 - 4.802850320264569e-7im	-0.020997350500634126 - 4.802850320294367e-7im	-1.0611964400146736 - 4.761603146069294e-7im
0.001532214254593761 + 0.0im	-1.0612696182194132 - 5.339784490006208e-7im	-0.021220259794740105 - 5.385122019552991e-7im	-0.021220259794744623 - 5.385122019582492e-7im	-1.0612696182194135 - 5.339784490010302e-7im
0.0015475363971396987 + 0.0im	-1.061344401141769 - 5.988705310127278e-7im	-0.021445829824933507 - 6.038334860644882e-7im	-0.02144582982493802 - 6.038334860674101e-7im	-1.061344401141769 - 5.98870531013234e-7im
0.0015630117611110956 + 0.0im	-1.0614208318229312 - 6.716648917157202e-7im	-0.021674102943755078 - 6.770776031273189e-7im	-0.0216741029437596 - 6.770776031302144e-7im	-1.0614208318229317 - 6.716648917163243e-7im
0.0015786418787222065 + 0.0im	-1.0614989458527324 - 7.532815026249338e-7im	-0.021905121491036815 - 7.591648826187821e-7im	-0.02190512149104135 - 7.591648826216526e-7im	-1.0614989458527326 - 7.532815026256368e-7im
0.0015944282975094285 + 0.0im	-1.0615787855638745 - 8.447414634309436e-7im	-0.02213892998959657 - 8.511167485740372e-7im	-0.022138929989601097 - 8.511167485768843e-7im	-1.0615787855638745 - 8.447414634317467e-7im
0.0016103725804845228 + 0.0im	-1.0616603931011297 - 9.471773961586854e-7im	-0.02237557364637673 - 9.54066109544942e-7im	-0.022375573646381253 - 9.540661095477672e-7im	-1.061660393101131 - 9.471773961595892e-7im
0.001626476306289368 + 0.0im	-1.0617438118230351 - 1.0618448238638872e-6im	-0.022615098852505934 - 1.069268732732313e-6im	-0.022615098852510448 - 1.0692687327351185e-6im	-1.0617438118230356 - 1.0618448238648924e-6im
0.0016427410693522616 + 0.0im	-1.0618290863496396 - 1.190134617798732e-6im	-0.022857553010007966 - 1.1981156861888049e-6im	-0.022857553010012497 - 1.198115686191592e-6im	-1.06182908634964 - 1.1901346177998394e-6im
0.0016591684800457843 + 0.0im	-1.0619162626080174 - 1.3335866031402064e-6im	-0.023102984759564963 - 1.3421469391444595e-6im	-0.023102984759569487 - 1.3421469391472302e-6im	-1.061916262608018 - 1.3335866031414166e-6im
0.0016757601648462422 + 0.0im	-1.0620053878790214 - 1.4939044198858343e-6im	-0.023351445039066006 - 1.5030662170133653e-6im	-0.023351445039070544 - 1.5030662170161218e-6im	-1.062005387879022 - 1.4939044198871476e-6im
0.0016925177664947047 + 0.0im	-1.062096510845748 - 1.672971742392459e-6im	-0.023602985102001067 - 1.6827572145054616e-6im	-0.023602985102005595 - 1.6827572145082052e-6im	-1.0620965108457485 - 1.672971742393876e-6im
0.0017094429441596518 + 0.0im	-1.062189681643831 - 1.8728699682730635e-6im	-0.023857656117590206 - 1.8833012775008928e-6im	-0.023857656117594755 - 1.8833012775036258e-6im	-1.062189681643832 - 1.872869968274585e-6im
0.0017265373736012482 + 0.0im	-1.062284951913655 - 2.0958974949812035e-6im	-0.02411551320034391 - 2.106996671952268e-6im	-0.024115513200348458 - 2.106996671954992e-6im	-1.0622849519136552 - 2.095897494982829e-6im
0.0017438027473372607 + 0.0im	-1.062382374854533 - 2.344590710409654e-6im	-0.02437661193577034 - 2.356379566069861e-6im	-0.024376611935774884 - 2.356379566072578e-6im	-1.0623823748545334 - 2.344590710411384e-6im
0.0017612407748106333 + 0.0im	-1.062482005280918 - 2.6217468322128127e-6im	-0.0246410094065673 - 2.634246860419572e-6im	-0.024641009406571854 - 2.6342468604222847e-6im	-1.0624820052809183 - 2.6217468322146473e-6im
0.0017788531825587396 + 0.0im	-1.0625838996806873 - 2.9304487393356802e-6im	-0.024908764478329147 - 2.943681009327895e-6im	-0.024908764478333702 - 2.943681009330604e-6im	-1.0625838996806878 - 2.930448739337619e-6im
0.001796641714384327 + 0.0im	-1.0626881162755324 - 3.274091948395676e-6im	-0.025179936890319207 - 3.2880769861414592e-6im	-0.025179936890323773 - 3.288076986144168e-6im	-1.0626881162755328 - 3.27409194839772e-6im
0.0018146081315281702 + 0.0im	-1.0627947150835027 - 3.656413897117602e-6im	-0.02545458921437971 - 3.67117155443202e-6im	-0.025454589214384277 - 3.6711715544347283e-6im	-1.0627947150835033 - 3.6564138971197486e-6im
0.0018327542128434519 + 0.0im	-1.0629037579836806 - 4.081525706961487e-6im	-0.02573278366789189 - 4.097075017164989e-6im	-0.025732783667896456 - 4.097075017167704e-6im	-1.0629037579836815 - 4.081525706963738e-6im
0.0018510817549718863 + 0.0im	-1.0630153087829313 - 4.553946607404318e-6im	-0.02601458914386385 - 4.570305626157676e-6im	-0.02601458914386842 - 4.570305626160396e-6im	-1.0630153087829317 - 4.55394660740667e-6im
0.0018695925725216052 + 0.0im	-1.0631294332844472 - 5.078641215027826e-6im	-0.026300069782900556 - 5.095826844829933e-6im	-0.02630006978290512 - 5.095826844832662e-6im	-1.0631294332844479 - 5.0786412150302815e-6im
0.0018882884982468213 + 0.0im	-1.0632461993570903 - 5.661059871616277e-6im	-0.02658929702676212 - 5.679087668285612e-6im	-0.026589297026766694 - 5.679087668288352e-6im	-1.0632461993570907 - 5.6610598716188335e-6im
0.0019071713832292895 + 0.0im	-1.0633656770010604 - 6.307182256862808e-6im	-0.026882343118774743 - 6.32606621614036e-6im	-0.026882343118779326 - 6.326066216143113e-6im	-1.0633656770010609 - 6.307182256865462e-6im
0.0019262430970615823 + 0.0im	-1.063487938379645 - 7.023564503001227e-6im	-0.027179278946941436 - 7.043316825210042e-6im	-0.027179278946946023 - 7.04331682521281e-6im	-1.0634879383796454 - 7.023564503003981e-6im
0.0019455055280321982 + 0.0im	-1.063613057304619 - 7.81739005069979e-6im	-0.02748017842624978 - 7.838020881173025e-6im	-0.02748017842625438 - 7.838020881175812e-6im	-1.0636130573046196 - 7.81739005070264e-6im
0.0019649605833125202 + 0.0im	-1.0637411151089489 - 8.696524497843762e-6im	-0.027785125949343174 - 8.718041640585926e-6im	-0.027785125949347775 - 8.718041640588735e-6im	-1.0637411151089486 - 8.696524497846708e-6im
0.0019846101891456453 + 0.0im	-1.0638721844089085 - 9.669574705363809e-6im	-0.02809419769210243 - 9.691983307138388e-6im	-0.028094197692107033 - 9.691983307141223e-6im	-1.0638721844089085 - 9.669574705366846e-6im
0.002004456291037102 + 0.0im	-1.0640063508340405 - 1.0745952436997485e-5im	-0.028407476592811214 - 1.0769254638733967e-5im	-0.028407476592815815 - 1.076925463873683e-5im	-1.0640063508340412 - 1.0745952437000614e-5im
0.002024500853947473 + 0.0im	-1.064143698538634 - 1.1935942822758649e-5im	-0.02872504827012899 - 1.1960137374842412e-5im	-0.02872504827013359 - 1.1960137374845302e-5im	-1.0641436985386346 - 1.1935942822761867e-5im
0.0020447458624869475 + 0.0im	-1.064284314767651 - 1.3250777948883993e-5im	-0.029047001747559555 - 1.3275859786529542e-5im	-0.029047001747564166 - 1.327585978653247e-5im	-1.064284314767651 - 1.3250777948887293e-5im
0.002065193321111817 + 0.0im	-1.0644282896264918 - 1.4702715890070681e-5im	-0.029373424257954927 - 1.472867566458042e-5im	-0.029373424257959545 - 1.4728675664583384e-5im	-1.064428289626492 - 1.470271589007407e-5im
0.0020858452543229353 + 0.0im	-1.064575716146145 - 1.6305125512855623e-5im	-0.029704413720785888 - 1.6331949074128525e-5im	-0.0297044137207905 - 1.6331949074131533e-5im	-1.0645757161461453 - 1.6305125512859092e-5im
0.0021067037068661647 + 0.0im	-1.0647266903737675 - 1.8072577391937185e-5im	-0.030040060271056716 - 1.8100245217112095e-5im	-0.030040060271061337 - 1.810024521711514e-5im	-1.0647266903737687 - 1.8072577391940723e-5im
0.0021277707439348263 + 0.0im	-1.0648813114695475 - 2.0020941194040017e-5im	-0.030380468221190924 - 2.0049427756632257e-5im	-0.030380468221195556 - 2.0049427756635357e-5im	-1.0648813114695477 - 2.002094119404363e-5im
0.0021490484513741743 + 0.0im	-1.0650396818064891 - 2.216748989647414e-5im	-0.030725737802447448 - 2.2196762969788343e-5im	-0.030725737802452077 - 2.21967629697915e-5im	-1.0650396818064896 - 2.216748989647782e-5im
0.0021705389358879163 + 0.0im	-1.0652019070721708 - 2.4531011219764866e-5im	-0.031075974417548474 - 2.45610311077371e-5im	-0.03107597441755311 - 2.4561031107740313e-5im	-1.0652019070721708 - 2.453101121976861e-5im
0.0021922443252467955 + 0.0im	-1.0653680963719285 - 2.713192666551128e-5im	-0.03143128708409497 - 2.7162645353445025e-5im	-0.03143128708409962 - 2.7162645353448312e-5im	-1.0653680963719288 - 2.7131926665515086e-5im
0.0022141667684992634 + 0.0im	-1.0655383623329784 - 2.9992418561881325e-5im	-0.03179178513225711 - 3.002377877878997e-5im	-0.03179178513226176 - 3.0023778778793322e-5im	-1.065538362332979 - 2.9992418561885174e-5im
0.002236308436184256 + 0.0im	-1.0657128212086575 - 3.3136565529729514e-5im	-0.03215758718779056 - 3.316849971317799e-5im	-0.032157587187795246 - 3.316849971318142e-5im	-1.0657128212086575 - 3.3136565529733404e-5im
0.0022586715205460987 + 0.0im	-1.0658915929809447 - 3.659048679212889e-5im	-0.03252881091266809 - 3.662291594557245e-5im	-0.03252881091267274 - 3.662291594557597e-5im	-1.0658915929809458 - 3.659048679213283e-5im
0.0022812582357515598 + 0.0im	-1.066074801455712 - 4.038249575897777e-5im	-0.03290557894423465 - 4.0415328190621935e-5im	-0.032905578944239296 - 4.041532819062555e-5im	-1.0660748014557124 - 4.038249575898174e-5im
0.0023040708181090754 + 0.0im	-1.0662625743272431 - 4.454326332616841e-5im	-0.0332880175925379 - 4.457639325731466e-5im	-0.033288017592542546 - 4.4576393257318374e-5im	-1.0662625743272434 - 4.454326332617239e-5im
0.002327111526290166 + 0.0im	-1.0664550438942997 - 4.9105991335382915e-5im	-0.033676257565236435 - 4.913929736507134e-5im	-0.03367625756524112 - 4.913929736507517e-5im	-1.0664550438943 - 4.910599133538691e-5im
0.002350382641553068 + 0.0im	-1.06665234647422 - 5.4106596645820925e-5im	-0.034070432532519616 - 5.413994005732965e-5im	-0.0340704325325243 - 5.413994005733358e-5im	-1.0666523464742206 - 5.410659664582495e-5im
0.0023738864679685987 + 0.0im	-1.0668546215095982 - 5.958390627280478e-5im	-0.03447068070451839 - 5.9617129166206826e-5im	-0.034470680704523075 - 5.96171291662109e-5im	-1.0668546215095982 - 5.95839062728088e-5im
0.002397625332648285 + 0.0im	-1.0670620116000298 - 6.557986405017083e-5im	-0.0348771443619641 - 6.561278728367568e-5im	-0.03487714436196878 - 6.56127872836799e-5im	-1.06706201160003 - 6.557986405017482e-5im
0.0024216015859747676 + 0.0im	-1.0672746702617812 - 7.21397492733518e-5im	-0.03528997168227883 - 7.217217019456131e-5im	-0.03528997168228351 - 7.217217019456567e-5im	-1.0672746702617812 - 7.213974927335578e-5im
0.0024458176018345153 + 0.0im	-1.067492753349086 - 7.93124077779777e-5im	-0.035709312276150325 - 7.934409772445805e-5im	-0.03570931227615501 - 7.934409772446259e-5im	-1.067492753349086 - 7.931240777798164e-5im
0.0024702757778528603 + 0.0im	-1.0677164113876783 - 8.71504959043958e-5im	-0.03613532017627899 - 8.7181197451098e-5im	-0.0361353201762837 - 8.718119745110273e-5im	-1.0677164113876785 - 8.715049590439969e-5im
0.0024949785356313888 + 0.0im	-1.0679458110601754 - 9.571073779157839e-5im	-0.03656816161130874 - 9.574016172061811e-5im	-0.03656816161131349 - 9.5740161720623e-5im	-1.0679458110601754 - 9.571073779158224e-5im
0.002519928320987703 + 0.0im	-1.0681811207024376 - 0.00010505419643418427im	-0.037007998744974624 - 0.00010508201840031172im	-0.037007998744979335 - 0.00010508201840031684im	-1.0681811207024385 - 0.00010505419643418805im
0.00254512760419758 + 0.0im	-1.0684225132884548 - 0.00011524655892388931im	-0.037454991086709265 - 0.00011527241578662527im	-0.03745499108671401 - 0.0001152724157866306im	-1.0684225132884553 - 0.00011524655892389297im
0.0025705788802395557 + 0.0im	-1.0686701668250627 - 0.00012635843628022473im	-0.03790932928757782 - 0.00012638192207110467im	-0.03790932928758254 - 0.00012638192207111026im	-1.0686701668250627 - 0.00012635843628022828im
0.0025962846690419515 + 0.0im	-1.0689242644238062 - 0.00013846567825687075im	-0.03837118248356315 - 0.00013848633974750614im	-0.0383711824835679 - 0.00013848633974751208im	-1.0689242644238062 - 0.0001384656782568742im
0.002622247515732371 + 0.0im	-1.0691849943722234 - 0.0001516497034863798im	-0.038840737084372315 - 0.0001516670353201088im	-0.03884073708437706 - 0.000151667035320115im	-1.0691849943722234 - 0.00015164970348638306im
0.002648469990889695 + 0.0im	-1.0694525502123102 - 0.00016599784529942248im	-0.03931818652169821 - 0.00016601128464616415im	-0.03931818652170295 - 0.0001660112846461707im	-1.0694525502123102 - 0.00016599784529942557im
0.002674954690798592 + 0.0im	-1.069727130864748 - 0.0001816037135236178im	-0.039803711763827715 - 0.0001816126342141537im	-0.03980371176383249 - 0.0001816126342141605im	-1.0697271308647485 - 0.00018160371352362076im
0.002701704237706578 + 0.0im	-1.070008950331372 - 0.00019856757253159922im	-0.04029752270260422 - 0.0001985712786238663im	-0.040297522702608994 - 0.00019857127862387368im	-1.070008950331372 - 0.0001985675725316019im
0.0027287212800836437 + 0.0im	-1.0702981774800002 - 0.00021699673576791885im	-0.04079982561285226 - 0.0002169944544940006im	-0.040799825612857034 - 0.00021699445449400827im	-1.0702981774800002 - 0.00021699673576792131im
0.00275600849288448 + 0.0im	-1.0705950838528009 - 0.0002370059769395023im	-0.04131082391076382 - 0.00023699685097782738im	-0.041310823910768596 - 0.0002369968509778355im	-1.0705950838528013 - 0.00023700597693950448im
0.002783568577813325 + 0.0im	-1.070899848367412 - 0.00025871795800438654im	-0.04183073308221373 - 0.00025870103701717683im	-0.041830733082218505 - 0.00025870103701718545im	-1.0708998483674121 - 0.0002587179580043885im
0.0028114042635914585 + 0.0im	-1.0712127142352577 - 0.00028226367403820886im	-0.042359771153821654 - 0.00028223790540944443im	-0.04235977115382646 - 0.00028223790540945354im	-1.071212714235258 - 0.0002822636740382105im
0.002839518306227373 + 0.0im	-1.0715339293143926 - 0.00030778291499710764im	-0.04289816723118284 - 0.00030774713370117685im	-0.042898167231187646 - 0.00030774713370118655im	-1.0715339293143933 - 0.00030778291499710894im
0.0028679134892896467 + 0.0im	-1.0718636727460888 - 0.00033542474432926713im	-0.04344614402136848 - 0.00033537766185503344im	-0.04344614402137326 - 0.00033537766185504374im	-1.0718636727460884 - 0.00033542474432926805im
0.0028965926241825432 + 0.0im	-1.072202236062199 - 0.0003653479943148919im	-0.044003940415546866 - 0.00036528818656410554im	-0.0440039404155517 - 0.00036528818656411666im	-1.0722022360621992 - 0.00036534799431489233im
0.002925558550424369 + 0.0im	-1.0725498530062818 - 0.0003977217779360933im	-0.04457179351447947 - 0.00039764767200891536im	-0.04457179351448428 - 0.00039764767200892723im	-1.072549853006282 - 0.0003977217779360933im
0.0029548141359286126 + 0.0im	-1.0729067865726958 - 0.00043272601699347475im	-0.04514994852034065 - 0.00043263587676730406im	-0.045149948520345484 - 0.00043263587676731674im	-1.0729067865726958 - 0.00043272601699347426im
0.0029843622772878988 + 0.0im	-1.0732732609380433 - 0.00047055198609538275im	-0.04573864968947214 - 0.00047044389649621913im	-0.045738649689476975 - 0.00047044389649623247im	-1.0732732609380433 - 0.00047055198609538155im
0.003014205900060778 + 0.0im	-1.0736495342559205 - 0.0005114028720484198im	-0.04633815087857145 - 0.0005112747219065754im	-0.046338150878576324 - 0.0005112747219065898im	-1.0736495342559205 - 0.0005114028720484182im
0.0030443479590613856 + 0.0im	-1.074035921818549 - 0.0005554943480741057im	-0.04694871944208457 - 0.0005553438114482435im	-0.046948719442089434 - 0.0005553438114482589im	-1.0740359218185482 - 0.0005554943480741033im
0.0030747914386519996 + 0.0im	-1.0744326491907947 - 0.0006030551621662161im	-0.047570595633081615 - 0.0006028796780113819im	-0.04757059563308652 - 0.0006028796780113983im	-1.0744326491907945 - 0.000603055162166213im
0.0031055393530385195 + 0.0im	-1.074840001181148 - 0.000654327738786652im	-0.048204034752660926 - 0.0006541244888331492im	-0.048204034752665825 - 0.0006541244888331667im	-1.074840001181148 - 0.0006543277387866483im
0.0031365947465689047 + 0.0im	-1.075258230043186 - 0.0007095687929743033im	-0.04884933270922493 - 0.0007093346776750005im	-0.04884933270922983 - 0.0007093346776750196im	-1.0752582300431865 - 0.000709568792974299im
0.0031679606940345937 + 0.0im	-1.0756876767362837 - 0.0007690499558118706im	-0.049506749231092786 - 0.000768781568205691im	-0.04950674923109768 - 0.0007687815682057112im	-1.0756876767362833 - 0.000769049955811865im
0.0031996403009749395 + 0.0im	-1.076128556140261 - 0.0008330584100595558im	-0.050176555791449556 - 0.0008327520073885599im	-0.05017655579145448 - 0.0008327520073885815im	-1.076128556140261 - 0.0008330584100595493im
0.003231636703984689 + 0.0im	-1.0765811863839019 - 0.0009018975346226421im	-0.050859025000065616 - 0.0009015490075292151im	-0.05085902500007054 - 0.0009015490075292382im	-1.0765811863839019 - 0.0009018975346226348im
0.003263953071024536 + 0.0im	-1.0770458651877908 - 0.0009758875563719139im	-0.05155443399455845 - 0.0009754923954911076im	-0.051554433994563414 - 0.0009754923954911325im	-1.077045865187791 - 0.0009758875563719053im
0.0032965926017347815 + 0.0im	-1.0775228536954071 - 0.0010553662076824922im	-0.052263059636936185 - 0.0010549194674325248im	-0.052263059636941146 - 0.0010549194674325517im	-1.0775228536954071 - 0.0010553662076824822im
